LoanID,ApplicantAge,AnnualIncome,LoanAmount,CreditScore,DebtToIncome,EmploymentLengthYears,LoanPurpose,DefaultFlag
L402212,71,70140.85,35402.67,695,0.554,27,Auto,False
L402213,73,71826.81,44985.37,684,0.411,22,Home Improvement,False
L402214,38,25374.63,48668.17,637,0.249,23,Medical,False
L402215,62,20229.88,42799.2,746,0.4,14,Home Improvement,False
L402216,63,45080.93,58685.06,791,0.485,2,Auto,False
L402217,28,116542.97,51835.87,583,0.287,17,Auto,False
L402218,48,116667.8,13690.03,824,0.359,17,Medical,False
L402219,45,111947.09,59967.56,534,0.349,31,Education,False
L402220,46,83877.63,42554.18,619,0.513,4,Home Improvement,False
L402221,62,88706.26,54876.48,604,0.117,15,Medical,False
L402222,72,58852.1,30344.74,705,0.553,17,Auto,False
L402223,63,60079.62,53717.08,547,0.29,7,Home Improvement,True
L402224,25,18000.0,59097.29,583,0.401,26,Medical,False
L402225,45,78703.63,49523.73,785,0.064,17,Small Business,False
L402226,72,87077.55,48073.48,616,0.313,7,Debt Consolidation,True
L402227,65,52269.31,13743.66,810,0.376,20,Small Business,False
L402228,69,101201.75,8977.14,581,0.486,31,Debt Consolidation,False
L402229,46,111316.03,46398.56,610,0.337,7,Small Business,True
L402230,64,36062.79,42680.61,591,0.389,21,Home Improvement,True
L402231,22,145920.5,37835.95,600,0.447,4,Debt Consolidation,False
L402232,45,89424.69,27342.68,670,0.399,21,Debt Consolidation,False
L402233,64,121639.53,4831.58,738,0.504,25,Home Improvement,True
L402234,48,49980.37,34678.46,617,0.511,25,Small Business,True
L402235,74,118428.25,32408.15,779,0.336,10,Auto,False
L402236,23,93181.63,43324.34,561,0.521,29,Auto,False
L402237,36,62614.29,6266.77,749,0.276,22,Small Business,False
L402238,44,36801.54,24753.15,528,0.59,29,Auto,False
L402239,56,72323.56,25814.3,719,0.213,10,Home Improvement,False
L402240,36,96931.48,28402.73,603,0.142,19,Medical,True
L402241,42,74460.77,3013.32,634,0.317,7,Home Improvement,False
L402242,49,74834.47,35531.77,821,0.096,28,Small Business,False
L402243,42,56399.88,12382.34,739,0.528,3,Auto,False
L402244,49,29662.07,54819.74,834,0.455,19,Auto,False
L402245,70,77677.6,38283.05,736,0.622,32,Medical,False
L402246,52,42244.13,50032.06,553,0.269,9,Medical,False
L402247,72,102434.32,30016.81,590,0.211,24,Education,True
L402248,41,98885.77,22884.45,684,0.149,3,Auto,False
L402249,26,125422.79,16230.48,528,0.273,3,Auto,False
L402250,60,59924.95,24377.7,602,0.068,14,Auto,False
L402251,60,70638.49,55326.04,735,0.627,3,Small Business,False
L402252,30,24901.25,55584.61,536,0.377,4,Medical,False
L402253,30,54241.52,56424.33,626,0.229,5,Small Business,False
L402254,26,71816.46,46194.23,677,0.358,7,Debt Consolidation,False
L402255,49,74500.71,11549.01,529,0.44,17,Home Improvement,False
L402256,40,59833.76,43342.29,639,0.49,4,Debt Consolidation,False
L402257,64,51959.8,20786.36,526,0.256,15,Small Business,False
L402258,71,79794.03,26086.39,685,0.515,17,Small Business,False
L402259,33,62439.27,28225.01,567,0.617,24,Small Business,True
L402260,45,113940.75,16105.55,550,0.648,20,Small Business,False
L402261,38,80078.07,13287.37,548,0.449,22,Medical,False
L402262,30,54921.31,7114.66,688,0.166,6,Medical,False
L402263,71,106671.36,27029.11,753,0.226,28,Medical,False
L402264,60,39801.21,35922.58,582,0.491,6,Education,False
L402265,43,59475.52,53059.85,827,0.098,11,Education,False
L402266,28,38456.7,2040.03,570,0.56,6,Education,False
L402267,25,63868.15,3675.87,565,0.4,30,Auto,True
L402268,57,115941.3,44862.54,707,0.53,22,Medical,False
L402269,43,77999.09,47634.64,744,0.445,22,Medical,False
L402270,21,18000.0,3029.06,653,0.053,8,Auto,True
L402271,45,59732.04,45937.25,693,0.371,7,Auto,False
L402272,42,80535.89,33996.06,828,0.169,9,Small Business,False
L402273,63,81299.32,19851.74,751,0.119,32,Small Business,False
L402274,50,66419.21,39514.11,744,0.392,18,Auto,False
L402275,39,96613.45,19115.19,579,0.388,28,Home Improvement,False
L402276,23,90744.93,26976.77,683,0.253,27,Small Business,False
L402277,27,67144.89,29762.67,561,0.252,2,Education,False
L402278,53,79595.0,18340.65,686,0.108,23,Small Business,False
L402279,63,67501.18,20364.1,793,0.621,22,Debt Consolidation,False
L402280,32,73797.24,53567.89,732,0.556,6,Education,True
L402281,41,78102.84,25067.14,785,0.232,17,Small Business,False
L402282,26,104514.44,17351.07,557,0.557,13,Medical,False
L402283,22,87117.6,30876.86,826,0.461,31,Debt Consolidation,False
L402284,59,72103.62,8906.74,823,0.15,30,Education,False
L402285,65,59052.72,34307.93,590,0.182,13,Debt Consolidation,True
L402286,63,93220.18,50603.77,764,0.28,4,Education,False
L402287,73,82158.4,29371.62,695,0.441,11,Education,False
L402288,57,68927.22,1921.67,580,0.364,28,Small Business,True
L402289,72,62255.11,54292.75,645,0.528,0,Small Business,False
L402290,36,74100.19,45305.7,613,0.078,9,Debt Consolidation,True
L402291,54,50645.21,58141.31,802,0.134,8,Education,False
L402292,37,25849.55,48539.53,527,0.437,22,Education,False
L402293,35,122356.53,51764.06,694,0.478,24,Auto,False
L402294,36,123261.09,54995.91,762,0.175,5,Small Business,False
L402295,67,76824.57,15996.72,575,0.582,12,Auto,True
L402296,61,89266.49,59137.28,775,0.474,21,Debt Consolidation,False
L402297,30,65161.6,15969.16,618,0.153,34,Auto,False
L402298,49,88747.01,58599.99,647,0.476,24,Education,False
L402299,61,75995.07,47910.81,717,0.188,33,Education,False
L402300,61,78757.28,44229.64,779,0.149,32,Home Improvement,True
L402301,68,41153.48,14573.11,702,0.611,25,Education,False
L402302,59,129712.64,19095.24,768,0.095,3,Education,False
L402303,71,37187.87,10135.11,769,0.218,17,Education,True
L402304,62,99600.07,18427.37,770,0.254,30,Small Business,False
L402305,51,47122.33,55269.26,849,0.428,15,Auto,False
L402306,28,18000.0,28083.26,804,0.603,20,Small Business,True
L402307,72,102997.19,57475.37,659,0.29,15,Medical,True
L402308,47,78165.8,35906.08,567,0.465,2,Education,True
L402309,22,29260.14,1961.29,680,0.28,26,Education,True
L402310,46,94180.33,20919.04,846,0.556,30,Education,False
L402311,23,61468.95,21139.12,703,0.552,12,Small Business,False
L402312,34,131306.39,26123.57,703,0.459,34,Small Business,False
L402313,62,27991.17,40530.3,749,0.24,34,Medical,False
L402314,62,52844.74,16821.7,571,0.146,13,Debt Consolidation,False
L402315,74,99355.33,24993.59,605,0.282,22,Auto,False
L402316,32,59432.48,59865.22,775,0.369,31,Auto,False
L402317,28,46955.14,22386.0,715,0.259,24,Medical,False
L402318,36,80369.33,30781.39,832,0.219,10,Auto,False
L402319,41,108268.45,31291.92,601,0.209,31,Education,False
L402320,34,71433.54,12511.92,722,0.453,14,Debt Consolidation,True
L402321,74,66248.99,30238.27,661,0.553,30,Education,False
L402322,64,48809.64,14051.39,703,0.356,23,Education,False
L402323,68,58638.29,7354.71,687,0.48,22,Education,False
L402324,56,37385.65,48674.49,693,0.176,19,Home Improvement,False
L402325,43,112181.68,43158.49,671,0.113,11,Medical,False
L402326,36,95716.87,16946.01,778,0.23,25,Medical,False
L402327,69,31824.25,8941.31,705,0.146,25,Debt Consolidation,False
L402328,28,54758.61,58999.59,623,0.112,7,Education,False
L402329,45,96955.36,55079.59,624,0.394,17,Debt Consolidation,False
L402330,25,93884.12,22351.85,685,0.161,31,Debt Consolidation,False
L402331,39,69826.93,39048.51,846,0.423,2,Small Business,False
L402332,70,64958.63,17952.25,578,0.42,17,Home Improvement,True
L402333,52,72822.26,23183.45,727,0.051,18,Debt Consolidation,False
L402334,26,58648.55,32793.94,560,0.596,20,Small Business,False
L402335,36,107362.86,16875.63,578,0.109,10,Home Improvement,False
L402336,29,95371.36,6112.1,752,0.078,2,Debt Consolidation,False
L402337,56,82145.25,43478.25,775,0.584,4,Medical,False
L402338,44,38014.59,12277.41,719,0.183,20,Small Business,False
L402339,36,53293.15,18725.11,644,0.358,25,Medical,False
L402340,57,52874.44,57382.91,523,0.391,20,Auto,True
L402341,48,61237.49,36563.78,622,0.103,0,Medical,False
L402342,58,78591.32,14446.13,623,0.146,11,Education,False
L402343,62,123380.72,17844.02,784,0.274,14,Medical,False
L402344,30,78485.12,14203.32,613,0.325,26,Education,False
L402345,67,28780.08,52312.88,694,0.428,3,Debt Consolidation,False
L402346,26,94626.55,48226.81,648,0.523,25,Home Improvement,True
L402347,23,29699.98,33341.75,536,0.36,8,Debt Consolidation,True
L402348,23,87370.15,8610.74,814,0.15,5,Education,False
L402349,60,58841.54,44575.68,733,0.444,1,Small Business,False
L402350,24,91159.17,51083.27,751,0.367,27,Home Improvement,False
L402351,68,89655.6,32127.7,573,0.372,20,Debt Consolidation,True
L402352,60,78240.66,13454.02,762,0.505,20,Auto,False
L402353,60,39390.3,41978.98,742,0.591,27,Auto,False
L402354,38,52831.86,20269.76,667,0.262,9,Small Business,False
L402355,33,89092.37,55080.29,702,0.45,9,Debt Consolidation,False
L402356,38,78474.49,49982.16,600,0.518,19,Medical,True
L402357,61,130987.11,24971.04,625,0.197,18,Education,False
L402358,32,77143.93,3369.49,773,0.396,22,Home Improvement,False
L402359,64,97558.95,56922.75,813,0.613,8,Auto,True
L402360,40,59839.05,57319.03,677,0.503,6,Auto,False
L402361,30,45241.03,29652.61,597,0.068,23,Medical,False
L402362,42,109270.42,1363.9,666,0.303,26,Debt Consolidation,False
L402363,70,49531.28,43642.32,612,0.254,22,Auto,False
L402364,37,26760.06,17561.44,676,0.581,15,Small Business,True
L402365,35,29559.79,45211.15,608,0.312,19,Home Improvement,True
L402366,60,83834.13,2720.13,802,0.114,7,Education,False
L402367,72,50644.73,37392.07,692,0.447,5,Medical,False
L402368,33,23676.17,56424.73,610,0.625,18,Home Improvement,True
L402369,47,133571.6,31642.62,640,0.398,5,Home Improvement,False
L402370,63,18000.0,56815.32,551,0.13,31,Home Improvement,False
L402371,27,58874.68,43584.79,633,0.567,12,Auto,False
L402372,32,123908.62,36189.85,758,0.211,13,Small Business,False
L402373,59,73900.38,50920.46,762,0.173,26,Medical,False
L402374,36,150796.0,55305.12,543,0.558,11,Medical,False
L402375,51,97053.94,51666.36,846,0.497,10,Education,True
L402376,46,34276.13,55171.85,697,0.571,6,Auto,False
L402377,62,96002.43,4763.01,675,0.452,22,Education,True
L402378,47,53881.34,13537.64,669,0.477,13,Medical,False
L402379,37,63874.86,16765.57,733,0.27,33,Education,False
L402380,36,39857.84,57641.93,703,0.145,18,Education,False
L402381,24,51085.68,54802.19,762,0.108,32,Small Business,False
L402382,27,95199.46,48824.32,561,0.187,7,Auto,False
L402383,30,42978.67,48026.36,747,0.113,11,Home Improvement,False
L402384,68,18000.0,27308.14,576,0.543,15,Medical,False
L402385,46,85123.26,6870.58,777,0.374,12,Education,False
L402386,73,64159.77,40295.62,666,0.332,10,Debt Consolidation,False
L402387,23,101429.37,31800.48,755,0.277,34,Auto,False
L402388,74,47457.31,24827.39,539,0.497,21,Medical,False
L402389,56,104704.64,22425.93,838,0.084,19,Small Business,False
L402390,47,94869.69,10523.24,581,0.116,26,Auto,True
L402391,48,88514.19,24918.33,819,0.616,20,Small Business,False
L402392,72,28803.68,55486.92,713,0.125,20,Medical,False
L402393,32,70092.35,12633.11,720,0.174,15,Debt Consolidation,False
L402394,38,100889.37,36333.67,703,0.131,3,Home Improvement,False
L402395,64,54288.5,37818.49,647,0.128,3,Debt Consolidation,False
L402396,21,18000.0,23540.44,698,0.481,1,Medical,True
L402397,56,50335.01,16910.44,845,0.53,0,Medical,False
L402398,54,41657.32,10196.65,634,0.413,30,Debt Consolidation,False
L402399,50,52574.85,25550.78,640,0.294,19,Home Improvement,False
L402400,44,25763.3,30702.82,832,0.192,28,Education,True
L402401,60,96777.93,3152.18,619,0.122,12,Education,False
L402402,71,91463.62,55513.14,790,0.428,23,Home Improvement,False
L402403,53,42939.62,1095.82,533,0.474,18,Education,False
L402404,65,58139.97,3839.33,573,0.591,8,Medical,True
L402405,21,44059.01,40451.45,839,0.374,32,Education,False
L402406,29,87561.47,47500.4,650,0.23,18,Medical,False
L402407,50,39931.41,27993.27,804,0.193,32,Small Business,False
L402408,64,44611.59,20013.23,558,0.442,14,Education,False
L402409,34,75198.14,43180.79,598,0.059,8,Debt Consolidation,False
L402410,60,44875.56,52361.78,577,0.438,34,Small Business,True
L402411,62,125652.5,19548.53,648,0.618,32,Medical,True
L402412,54,48963.19,37270.0,724,0.617,32,Home Improvement,True
L402413,56,95442.21,54002.44,594,0.389,0,Auto,False
L402414,32,100240.12,40142.79,766,0.329,9,Home Improvement,False
L402415,53,27083.86,5823.54,846,0.21,24,Education,False
L402416,29,63586.07,10451.63,762,0.233,15,Debt Consolidation,False
L402417,49,44133.41,48414.17,528,0.244,8,Education,False
L402418,69,100963.52,29152.25,814,0.432,9,Debt Consolidation,False
L402419,34,69531.5,14695.74,527,0.144,7,Small Business,True
L402420,65,100491.82,5931.5,721,0.116,18,Medical,False
L402421,56,124217.33,5559.67,752,0.6,15,Small Business,False
L402422,52,127238.68,31349.96,720,0.2,17,Small Business,False
L402423,63,37663.75,44404.19,585,0.381,6,Auto,True
L402424,54,34258.28,25511.67,792,0.11,34,Education,False
L402425,42,34207.25,24518.3,520,0.205,28,Small Business,True
L402426,29,108316.95,1168.51,832,0.34,2,Home Improvement,False
L402427,39,96061.46,22551.23,721,0.261,7,Home Improvement,False
L402428,56,93742.36,12041.13,564,0.167,33,Auto,False
L402429,71,89564.51,24454.85,673,0.334,34,Debt Consolidation,False
L402430,71,58894.43,3600.03,557,0.15,19,Education,False
L402431,64,74866.51,33835.62,642,0.155,25,Small Business,False
L402432,61,82746.92,35142.49,629,0.352,11,Medical,True
L402433,24,75608.98,50773.11,524,0.25,19,Medical,False
L402434,52,51287.38,10814.3,666,0.418,29,Medical,False
L402435,35,123510.83,36869.27,547,0.243,6,Education,True
L402436,43,33592.08,50849.4,609,0.268,9,Education,True
L402437,67,58608.06,55062.83,799,0.239,27,Education,False
L402438,32,118771.2,11348.85,639,0.424,17,Debt Consolidation,False
L402439,61,101742.47,38076.01,830,0.237,20,Auto,False
L402440,22,31373.8,9985.37,566,0.535,29,Home Improvement,True
L402441,31,18000.0,12465.71,630,0.352,7,Auto,True
L402442,45,39039.0,43267.16,728,0.296,34,Debt Consolidation,True
L402443,47,75815.76,50503.35,793,0.088,4,Education,False
L402444,38,73951.96,22401.96,713,0.455,31,Small Business,False
L402445,31,70933.42,47991.13,807,0.528,34,Home Improvement,False
L402446,47,90416.79,41348.04,699,0.592,22,Medical,True
L402447,52,72861.9,22240.33,785,0.234,20,Education,False
L402448,49,102518.38,17503.46,698,0.339,0,Medical,False
L402449,25,96241.44,43986.08,825,0.361,20,Auto,False
L402450,54,18000.0,50658.09,543,0.307,5,Small Business,False
L402451,35,74821.8,6329.72,848,0.148,11,Debt Consolidation,False
L402452,55,65133.4,28785.84,579,0.532,15,Home Improvement,True
L402453,25,80770.51,17172.6,613,0.309,9,Education,False
L402454,24,64282.07,7711.0,750,0.622,10,Home Improvement,False
L402455,70,20429.21,11732.7,522,0.528,12,Auto,True
L402456,29,86658.8,48928.73,730,0.11,2,Small Business,False
L402457,30,94239.5,41243.91,653,0.505,5,Debt Consolidation,False
L402458,35,18000.0,58095.22,587,0.101,2,Medical,True
L402459,49,127285.24,20563.14,754,0.245,24,Medical,False
L402460,39,102062.79,54836.34,726,0.35,29,Home Improvement,False
L402461,30,43239.05,6176.1,632,0.134,27,Home Improvement,False
L402462,52,36841.48,52530.12,750,0.62,9,Education,True
L402463,27,78468.55,3959.44,690,0.071,18,Home Improvement,False
L402464,54,76136.21,11473.26,641,0.619,12,Medical,False
L402465,21,91834.36,48402.4,633,0.095,34,Debt Consolidation,False
L402466,43,87729.55,56179.98,748,0.293,26,Medical,False
L402467,25,90767.76,35878.28,653,0.2,19,Small Business,False
L402468,35,36452.42,51768.15,656,0.524,9,Medical,False
L402469,49,67514.0,8254.25,676,0.622,9,Medical,False
L402470,26,82987.3,51977.84,667,0.325,31,Education,False
L402471,49,64422.57,17781.3,807,0.385,11,Debt Consolidation,True
L402472,37,92701.18,56444.58,759,0.589,20,Auto,True
L402473,34,106466.08,26190.12,788,0.229,17,Auto,False
L402474,39,45475.62,47042.08,765,0.51,15,Education,False
L402475,71,70874.35,42131.3,834,0.059,28,Small Business,True
L402476,57,55077.98,1987.63,649,0.131,32,Debt Consolidation,False
L402477,44,58417.2,13709.92,602,0.428,34,Home Improvement,False
L402478,32,19423.94,34486.95,750,0.314,11,Auto,False
L402479,64,85221.09,14182.79,672,0.172,1,Debt Consolidation,False
L402480,50,163720.42,47606.59,611,0.184,19,Auto,True
L402481,48,85374.46,49392.51,745,0.09,17,Auto,False
L402482,67,145248.99,2249.22,541,0.134,12,Auto,False
L402483,34,113317.02,36586.29,688,0.525,3,Small Business,True
L402484,72,47923.38,59521.48,578,0.633,0,Home Improvement,False
L402485,29,85576.2,32395.34,655,0.133,7,Medical,False
L402486,58,97132.26,50944.52,575,0.263,15,Debt Consolidation,True
L402487,30,95459.78,7535.93,572,0.221,21,Auto,False
L402488,24,48924.72,44026.85,690,0.524,16,Home Improvement,True
L402489,57,78743.71,13177.89,708,0.58,2,Small Business,True
L402490,56,125510.76,17656.96,776,0.141,27,Auto,False
L402491,61,22259.06,30240.97,831,0.228,21,Debt Consolidation,True
L402492,21,105090.13,56430.32,545,0.528,29,Medical,False
L402493,30,109800.13,41187.05,768,0.547,28,Education,False
L402494,41,18000.0,55467.31,722,0.466,7,Medical,True
L402495,74,51901.7,44567.78,678,0.353,1,Small Business,False
L402496,71,63149.65,45428.8,659,0.1,10,Education,False
L402497,70,100031.32,51547.91,715,0.546,10,Education,False
L402498,59,72236.44,20333.23,703,0.237,20,Education,False
L402499,34,54370.57,47661.69,568,0.498,12,Education,False
L402500,62,74536.58,50744.73,664,0.452,11,Auto,True
L402501,37,85883.75,44699.07,747,0.624,7,Education,False
L402502,40,66843.14,41246.2,835,0.2,16,Auto,False
L402503,73,124019.58,12112.81,724,0.283,24,Home Improvement,False
L402504,35,73086.03,57530.9,830,0.385,21,Small Business,False
L402505,74,95710.06,17771.04,616,0.205,21,Education,False
L402506,65,38157.19,25537.86,563,0.65,14,Auto,True
L402507,43,83621.63,5116.36,842,0.248,14,Home Improvement,False
L402508,36,55778.16,2277.34,622,0.464,4,Auto,False
L402509,66,55829.77,10973.54,598,0.051,9,Home Improvement,False
L402510,70,121326.86,37662.81,550,0.356,24,Small Business,False
L402511,70,50929.0,18378.4,641,0.058,13,Home Improvement,False
L402512,37,55570.97,52874.38,610,0.537,13,Home Improvement,False
L402513,68,18000.0,2186.91,680,0.304,26,Medical,False
L402514,41,43679.11,12554.03,531,0.37,0,Small Business,False
L402515,57,18000.0,5809.75,828,0.371,29,Medical,False
L402516,53,109711.23,7038.53,675,0.13,0,Debt Consolidation,False
L402517,43,83775.81,15046.91,636,0.102,9,Small Business,False
L402518,39,97791.62,52034.76,810,0.42,24,Home Improvement,False
L402519,48,86874.11,51482.63,709,0.28,32,Medical,False
L402520,24,41301.67,20308.2,808,0.24,23,Home Improvement,False
L402521,59,98141.55,5463.76,620,0.615,4,Medical,True
L402522,23,65831.78,41285.5,627,0.114,9,Small Business,False
L402523,34,90568.2,42086.41,553,0.21,4,Home Improvement,True
L402524,54,18000.0,55528.71,521,0.328,14,Medical,True
L402525,59,33798.2,55225.4,643,0.076,23,Small Business,False
L402526,62,49441.16,16262.19,783,0.358,29,Home Improvement,False
L402527,49,81793.12,53198.65,790,0.508,12,Debt Consolidation,True
L402528,51,21599.2,32342.04,840,0.491,31,Medical,True
L402529,52,144762.35,54972.31,647,0.373,9,Debt Consolidation,False
L402530,68,112407.02,40850.54,702,0.63,24,Home Improvement,False
L402531,66,113650.94,28399.57,713,0.076,17,Medical,False
L402532,45,117992.58,35110.93,817,0.585,17,Debt Consolidation,False
L402533,71,89436.9,14868.98,758,0.269,29,Medical,False
L402534,35,35896.68,34572.32,659,0.383,34,Debt Consolidation,True
L402535,37,86673.42,16977.21,694,0.138,27,Education,False
L402536,27,56245.79,27063.54,846,0.244,15,Education,False
L402537,62,64579.26,18538.48,617,0.349,26,Debt Consolidation,True
L402538,52,99372.97,27156.0,558,0.19,2,Education,True
L402539,53,53976.49,51707.27,846,0.24,21,Medical,False
L402540,63,52299.27,34456.35,846,0.146,34,Small Business,False
L402541,36,102752.15,3896.38,608,0.098,15,Small Business,False
L402542,34,45796.7,42160.03,689,0.352,19,Education,False
L402543,55,62100.35,40027.93,577,0.621,10,Education,True
L402544,21,69308.14,6278.49,809,0.412,11,Auto,False
L402545,56,90586.64,19409.22,776,0.093,20,Debt Consolidation,False
L402546,32,95404.32,15957.08,564,0.417,6,Auto,False
L402547,65,50738.58,28158.43,520,0.167,28,Medical,False
L402548,33,18459.82,23538.64,837,0.416,3,Home Improvement,False
L402549,42,112945.2,49844.47,678,0.131,20,Education,False
L402550,57,18000.0,24055.97,589,0.272,15,Small Business,False
L402551,64,85001.16,7976.68,642,0.397,1,Medical,False
L402552,67,70489.78,17753.08,620,0.111,6,Medical,False
L402553,34,80372.19,9248.78,605,0.465,23,Home Improvement,True
L402554,67,81874.9,20196.31,790,0.226,6,Home Improvement,False
L402555,45,64390.81,51230.03,670,0.261,15,Home Improvement,False
L402556,44,69326.68,32440.57,575,0.482,12,Small Business,False
L402557,54,82667.53,22150.65,687,0.239,22,Debt Consolidation,False
L402558,74,80541.2,53894.7,804,0.06,20,Education,True
L402559,53,18000.0,28059.16,659,0.1,32,Medical,False
L402560,39,69793.75,44190.31,755,0.585,29,Education,False
L402561,23,97596.25,12945.78,820,0.443,27,Debt Consolidation,False
L402562,68,48893.62,22745.19,715,0.406,13,Auto,False
L402563,40,86804.1,30918.18,844,0.551,6,Small Business,False
L402564,64,104671.17,31237.76,722,0.638,4,Medical,True
L402565,38,74989.15,48288.79,543,0.344,11,Home Improvement,True
L402566,26,75966.37,35185.26,746,0.523,12,Education,False
L402567,73,28586.93,53957.18,808,0.14,34,Auto,False
L402568,25,69020.05,55105.16,636,0.274,28,Auto,False
L402569,73,87926.74,26571.44,701,0.311,2,Debt Consolidation,False
L402570,31,58017.42,41308.18,623,0.262,33,Auto,False
L402571,40,59646.9,47286.04,670,0.273,1,Auto,False
L402572,29,88610.62,22502.47,680,0.289,2,Education,False
L402573,63,83384.93,17710.18,768,0.434,2,Debt Consolidation,False
L402574,24,86916.38,52839.74,729,0.052,8,Home Improvement,False
L402575,50,21768.75,36019.25,761,0.254,26,Small Business,True
L402576,73,85529.88,12146.85,660,0.459,16,Home Improvement,False
L402577,42,20741.5,35115.11,787,0.405,20,Education,False
L402578,31,63392.28,14109.16,581,0.316,12,Small Business,False
L402579,63,134049.82,28358.84,554,0.147,6,Education,False
L402580,54,90140.03,41106.76,609,0.311,0,Small Business,False
L402581,72,82451.97,49992.1,537,0.466,24,Medical,False
L402582,44,45222.68,24778.78,593,0.392,20,Medical,False
L402583,40,121357.76,6852.92,747,0.191,27,Debt Consolidation,False
L402584,38,81941.29,46731.29,630,0.32,5,Debt Consolidation,False
L402585,30,18000.0,40212.55,734,0.296,25,Education,False
L402586,50,50249.27,37668.94,542,0.1,24,Auto,False
L402587,72,80758.58,19206.84,797,0.12,10,Medical,False
L402588,56,64784.37,3616.19,725,0.167,14,Education,False
L402589,59,106649.57,36157.18,794,0.601,9,Home Improvement,True
L402590,60,35878.24,46855.85,764,0.477,15,Auto,False
L402591,32,77568.51,18913.05,678,0.185,7,Medical,False
L402592,63,51902.34,41364.4,671,0.61,3,Education,False
L402593,21,77042.99,8610.05,638,0.483,13,Auto,False
L402594,45,54402.79,44075.84,680,0.462,30,Debt Consolidation,False
L402595,56,73896.17,51396.21,677,0.635,2,Debt Consolidation,False
L402596,29,120311.03,23971.33,626,0.316,22,Home Improvement,True
L402597,54,21444.43,8991.77,596,0.364,20,Auto,False
L402598,24,137881.11,29647.52,560,0.458,8,Debt Consolidation,True
L402599,33,183308.59,35481.06,576,0.609,8,Debt Consolidation,False
L402600,62,55920.5,7831.01,574,0.574,21,Education,True
L402601,55,116749.01,12493.76,786,0.455,18,Small Business,False
L402602,72,100697.43,4803.15,681,0.573,19,Auto,False
L402603,29,96623.72,50939.06,585,0.257,0,Medical,False
L402604,66,47634.93,23417.42,816,0.368,22,Auto,False
L402605,42,41743.7,33866.24,587,0.508,9,Debt Consolidation,False
L402606,63,56709.82,41797.6,579,0.066,20,Small Business,True
L402607,37,58378.27,15939.14,557,0.51,0,Home Improvement,True
L402608,62,32649.33,46173.34,658,0.403,1,Home Improvement,False
L402609,67,46798.52,10727.28,609,0.468,10,Education,False
L402610,60,104213.1,59348.1,845,0.574,24,Auto,False
L402611,36,121426.39,28630.43,529,0.32,12,Small Business,True
L402612,67,42953.14,30165.16,681,0.208,30,Small Business,False
L402613,36,150104.65,33795.9,559,0.628,15,Small Business,True
L402614,27,26066.44,18155.02,677,0.603,26,Debt Consolidation,False
L402615,61,34074.8,27848.96,690,0.272,6,Medical,False
L402616,32,18000.0,3378.13,568,0.074,20,Education,True
L402617,21,18000.0,50264.99,805,0.274,30,Small Business,True
L402618,25,108517.93,56546.52,840,0.117,9,Debt Consolidation,False
L402619,59,56605.43,23060.09,838,0.057,27,Home Improvement,True
L402620,23,70491.86,50817.35,819,0.334,1,Home Improvement,False
L402621,23,60345.35,39119.51,618,0.211,29,Small Business,True
L402622,74,28999.11,18769.17,664,0.335,3,Education,False
L402623,24,18000.0,14014.55,650,0.366,19,Education,False
L402624,58,18000.0,34525.06,569,0.408,5,Small Business,False
L402625,47,60015.35,16630.59,593,0.156,21,Auto,False
L402626,39,82121.69,41346.24,729,0.43,18,Auto,False
L402627,72,37763.78,16421.44,682,0.522,10,Small Business,False
L402628,39,18000.0,51532.69,543,0.378,13,Medical,False
L402629,29,97093.49,52349.71,733,0.62,11,Education,True
L402630,42,101390.0,30012.56,832,0.352,3,Small Business,False
L402631,37,22033.45,35403.14,797,0.647,27,Home Improvement,True
L402632,62,28520.49,22215.74,639,0.372,11,Small Business,False
L402633,57,91791.55,52740.82,611,0.537,19,Home Improvement,True
L402634,26,18000.0,53404.81,754,0.607,0,Auto,True
L402635,69,22800.01,37705.55,803,0.151,26,Debt Consolidation,False
L402636,68,113605.39,8092.93,709,0.517,15,Medical,False
L402637,47,49922.13,31429.68,732,0.544,14,Home Improvement,False
L402638,42,68209.2,41639.35,671,0.161,15,Education,False
L402639,47,29096.23,56074.83,814,0.324,34,Home Improvement,False
L402640,48,103665.13,56099.18,644,0.508,17,Auto,False
L402641,37,64236.66,47018.93,598,0.113,14,Small Business,False
L402642,44,99371.34,1747.59,524,0.215,11,Debt Consolidation,False
L402643,41,49838.8,25137.73,628,0.149,29,Debt Consolidation,False
L402644,73,29980.88,56069.76,545,0.215,25,Education,False
L402645,28,62752.85,23209.44,526,0.355,5,Debt Consolidation,False
L402646,24,39421.85,36714.9,687,0.152,10,Home Improvement,False
L402647,27,49828.63,50090.21,678,0.185,4,Medical,True
L402648,29,39193.17,12916.6,631,0.172,5,Education,False
L402649,60,25738.42,12619.38,644,0.594,27,Education,False
L402650,40,91240.03,55577.86,689,0.281,34,Small Business,False
L402651,47,81567.53,50396.62,832,0.319,17,Home Improvement,False
L402652,65,34186.22,26724.51,583,0.12,17,Auto,True
L402653,62,123431.21,55122.12,778,0.396,2,Debt Consolidation,False
L402654,70,42626.21,34204.21,542,0.163,8,Small Business,True
L402655,56,93289.17,13910.12,828,0.384,3,Medical,False
L402656,62,18000.0,21838.75,631,0.376,29,Medical,False
L402657,21,56954.45,49039.08,774,0.364,17,Small Business,False
