MachineID,ReadingDate,Temperature,Vibration,Pressure,RuntimeHours,MaintenanceDaysAgo,ProductLine,FailureFlag
MC-134,2025-06-14 01:00,59.89,1.99,61.08,1241.5,79,Line C,False
MC-113,2025-06-27 17:00,66.97,4.35,88.66,2620.8,38,Line A,False
MC-114,2025-01-24 03:00,60.3,3.03,103.88,4699.2,110,Line C,False
MC-083,2025-03-17 10:00,87.19,2.43,103.1,2621.5,60,Line C,False
MC-150,2025-04-25 07:00,69.33,4.08,91.83,844.1,141,Line A,False
MC-043,2025-04-04 18:00,69.1,1.42,108.38,4042.2,102,Line D,False
MC-128,2025-05-13 12:00,71.82,4.11,62.42,212.7,198,Line C,False
MC-124,2025-01-28 05:00,68.0,2.73,96.11,427.9,80,Line D,False
MC-083,2025-04-04 04:00,63.51,3.64,91.11,3650.8,4,Line B,False
MC-064,2025-04-26 23:00,80.39,3.65,97.52,1460.2,48,Line A,False
MC-080,2025-05-07 13:00,61.62,3.44,96.7,2346.2,113,Line C,False
MC-047,2025-05-30 03:00,91.57,1.67,122.72,905.2,225,Line C,False
MC-026,2025-02-20 15:00,61.06,2.21,85.55,4533.8,163,Line B,False
MC-032,2025-03-01 07:00,62.92,2.65,134.14,3467.5,123,Line B,False
MC-068,2025-06-16 04:00,78.76,3.36,123.82,1965.0,188,Line C,False
MC-083,2025-04-26 03:00,80.66,5.45,100.56,950.9,96,Line D,False
MC-108,2025-01-02 14:00,69.39,3.98,110.04,1188.6,104,Line B,False
MC-004,2025-02-28 00:00,81.2,3.36,79.03,4383.3,176,Line D,False
MC-124,2025-01-05 14:00,56.79,4.62,90.41,2437.7,116,Line A,False
MC-118,2025-06-22 06:00,60.71,3.68,110.26,2684.4,9,Line C,False
MC-044,2025-05-23 20:00,79.33,4.35,130.74,3232.9,167,Line C,False
MC-149,2025-06-27 03:00,78.15,3.84,113.99,4249.5,189,Line C,False
MC-131,2025-03-25 05:00,72.89,1.21,112.35,4892.3,20,Line D,False
MC-026,2025-01-30 19:00,87.62,2.97,107.55,2401.0,107,Line D,False
MC-127,2025-06-13 00:00,71.16,2.18,79.12,2373.4,95,Line D,False
MC-067,2025-05-07 21:00,47.13,3.78,90.14,4063.1,69,Line B,False
MC-053,2025-02-04 21:00,100.49,1.89,82.79,2413.3,112,Line C,False
MC-106,2025-04-03 15:00,77.48,5.05,100.74,3125.2,123,Line C,False
MC-059,2025-03-31 21:00,69.26,2.4,102.89,4567.4,64,Line C,False
MC-084,2025-02-15 00:00,77.42,2.91,125.51,2604.7,132,Line B,False
MC-097,2025-03-14 05:00,62.01,4.26,117.94,686.4,231,Line B,True
MC-103,2025-03-02 08:00,86.69,0.92,107.79,2740.3,137,Line C,True
MC-037,2025-01-17 03:00,63.53,4.26,99.55,3239.8,4,Line A,False
MC-124,2025-02-20 19:00,70.49,3.11,115.4,2737.4,69,Line D,False
MC-099,2025-03-11 04:00,67.22,4.81,121.41,4685.8,35,Line C,False
MC-131,2025-03-23 00:00,71.81,2.62,73.39,1719.8,40,Line D,True
MC-056,2025-04-03 23:00,58.73,3.18,104.19,1662.8,138,Line A,False
MC-121,2025-04-09 03:00,60.28,1.83,100.78,2454.6,124,Line B,False
MC-139,2025-04-05 02:00,67.02,3.37,92.4,1420.6,190,Line A,False
MC-081,2025-05-06 18:00,67.48,6.1,123.85,4691.3,75,Line C,False
MC-144,2025-02-01 10:00,71.41,3.91,141.33,4609.4,110,Line A,True
MC-011,2025-03-09 21:00,66.68,4.0,132.16,540.3,194,Line A,False
MC-073,2025-03-04 10:00,61.16,4.29,83.18,1811.1,167,Line D,False
MC-029,2025-04-15 13:00,83.81,3.46,102.43,3745.8,9,Line B,False
MC-116,2025-01-24 20:00,65.22,1.53,102.89,4894.8,69,Line B,False
MC-146,2025-06-18 23:00,93.69,2.57,88.84,1654.8,174,Line D,False
MC-023,2025-01-21 13:00,70.49,2.91,105.5,1536.5,179,Line B,False
MC-097,2025-05-01 12:00,77.18,3.22,112.18,2854.4,135,Line B,False
MC-001,2025-05-03 00:00,59.19,2.51,154.96,456.9,48,Line B,False
MC-082,2025-06-21 13:00,81.86,3.24,87.71,3534.0,206,Line D,False
MC-039,2025-04-28 02:00,67.82,3.25,85.32,3422.4,42,Line D,False
MC-051,2025-06-11 07:00,78.35,4.22,80.66,136.4,232,Line A,True
MC-043,2025-02-25 06:00,68.13,2.37,143.37,2318.4,97,Line D,False
MC-081,2025-06-26 21:00,72.94,4.05,106.19,55.6,225,Line B,True
MC-145,2025-02-24 05:00,69.72,3.31,90.19,4158.7,25,Line C,False
MC-072,2025-01-05 06:00,67.09,1.33,85.08,1177.2,216,Line C,False
MC-106,2025-05-12 19:00,74.76,4.68,102.91,2081.4,73,Line A,False
MC-125,2025-01-30 00:00,86.67,3.08,121.08,2055.3,39,Line B,True
MC-142,2025-01-08 00:00,86.93,4.01,111.88,4746.6,219,Line B,False
MC-116,2025-05-14 04:00,74.05,1.01,59.66,1674.8,157,Line D,False
MC-110,2025-03-10 16:00,71.76,3.03,112.78,4533.8,67,Line C,False
MC-108,2025-03-01 04:00,69.0,3.59,90.1,786.8,173,Line C,False
MC-086,2025-02-27 14:00,78.11,4.06,112.69,2219.2,132,Line C,False
MC-021,2025-04-25 05:00,61.89,3.31,79.04,614.9,205,Line B,False
MC-059,2025-05-18 17:00,73.25,4.69,124.37,3809.9,236,Line B,False
MC-124,2025-05-14 21:00,75.99,2.48,92.91,3902.0,163,Line D,False
MC-145,2025-05-20 02:00,73.41,3.78,76.91,398.4,185,Line A,False
MC-083,2025-02-09 18:00,74.61,3.01,84.73,85.4,48,Line D,False
MC-105,2025-02-27 16:00,84.98,3.0,85.24,3623.3,42,Line B,False
MC-123,2025-02-15 09:00,60.67,4.2,56.39,66.1,87,Line C,False
MC-029,2025-06-04 08:00,64.26,4.31,127.12,2493.5,200,Line A,False
MC-032,2025-05-02 21:00,77.21,4.14,124.95,2272.4,162,Line C,False
MC-036,2025-01-25 23:00,65.37,3.35,132.02,2419.4,230,Line D,False
MC-085,2025-04-01 19:00,82.79,2.97,69.08,2270.4,132,Line D,False
MC-080,2025-05-31 15:00,70.86,3.26,94.17,1873.5,90,Line B,False
MC-134,2025-05-03 10:00,69.27,2.49,82.61,4411.2,12,Line B,False
MC-088,2025-02-19 00:00,52.29,2.09,95.31,1226.6,113,Line C,False
MC-071,2025-03-04 23:00,81.27,2.77,118.26,1592.2,118,Line D,False
MC-069,2025-01-20 13:00,64.52,2.8,97.44,1652.2,100,Line C,False
MC-001,2025-06-29 01:00,57.37,3.38,82.23,252.7,128,Line B,False
MC-098,2025-03-22 16:00,67.61,2.84,87.09,336.6,152,Line C,False
MC-140,2025-01-15 04:00,65.35,2.78,90.64,317.9,97,Line D,False
MC-024,2025-06-13 19:00,51.08,2.93,100.37,1834.2,161,Line B,False
MC-100,2025-03-06 00:00,77.73,4.53,110.23,620.5,200,Line C,False
MC-001,2025-01-18 09:00,81.18,4.1,118.68,377.6,54,Line B,False
MC-055,2025-04-01 19:00,95.53,4.5,89.24,4701.3,106,Line B,False
MC-088,2025-01-28 19:00,88.06,3.26,89.73,4253.9,134,Line C,True
MC-012,2025-06-26 01:00,83.82,5.49,81.49,1672.8,227,Line C,False
MC-072,2025-05-05 10:00,74.85,3.39,87.97,1921.8,38,Line C,False
MC-063,2025-01-10 20:00,84.69,4.37,108.51,3984.0,8,Line D,False
MC-123,2025-03-15 12:00,69.72,3.34,105.08,4297.4,192,Line B,False
MC-071,2025-03-28 05:00,68.86,2.09,96.24,4352.7,34,Line B,False
MC-039,2025-03-15 23:00,81.88,2.51,113.94,3715.1,59,Line A,False
MC-070,2025-05-13 12:00,75.09,3.54,97.61,3434.2,145,Line A,False
MC-064,2025-03-09 12:00,67.71,2.38,86.73,2613.0,60,Line D,False
MC-076,2025-01-05 13:00,96.24,6.04,98.09,3208.1,110,Line A,False
MC-038,2025-02-21 12:00,50.19,3.62,89.15,2669.0,58,Line A,False
MC-142,2025-03-28 01:00,71.17,2.78,115.37,2099.0,229,Line C,False
MC-105,2025-06-04 03:00,76.72,3.37,101.06,1104.7,105,Line C,False
MC-140,2025-03-24 23:00,84.16,2.61,111.5,3455.3,140,Line B,False
MC-116,2025-01-01 08:00,79.85,2.78,97.84,1661.0,19,Line D,False
MC-001,2025-05-24 00:00,75.59,1.42,117.08,4719.3,93,Line C,False
MC-112,2025-04-08 07:00,79.29,2.39,126.49,2073.3,104,Line D,False
MC-006,2025-06-27 17:00,59.95,2.73,87.76,1318.0,65,Line A,False
MC-101,2025-05-21 14:00,66.5,2.8,77.24,711.3,186,Line C,True
MC-063,2025-02-22 22:00,69.84,4.01,102.61,1476.4,115,Line C,False
MC-106,2025-01-28 04:00,67.54,3.93,91.18,881.1,144,Line B,False
MC-044,2025-01-05 17:00,83.62,3.65,112.84,3044.1,214,Line C,False
MC-115,2025-05-29 14:00,82.51,4.26,89.82,2542.0,228,Line B,True
MC-042,2025-01-05 19:00,81.6,2.78,89.17,4795.4,79,Line B,False
MC-004,2025-03-04 02:00,77.73,3.37,110.19,1269.1,9,Line A,False
MC-001,2025-06-17 12:00,74.64,3.05,100.74,2567.9,90,Line A,False
MC-029,2025-06-10 07:00,80.52,5.45,97.79,3696.6,22,Line A,True
MC-082,2025-03-03 21:00,70.24,2.45,86.96,3442.0,94,Line D,False
MC-128,2025-03-08 22:00,70.34,2.62,114.6,3486.4,190,Line D,False
MC-141,2025-01-29 22:00,73.82,2.72,106.03,1024.9,206,Line B,False
MC-116,2025-02-05 17:00,70.41,1.83,101.71,2702.2,27,Line A,False
MC-015,2025-05-14 10:00,68.82,3.33,81.21,863.6,159,Line D,False
MC-146,2025-01-22 12:00,64.76,3.77,129.22,2428.6,94,Line A,False
MC-005,2025-05-15 13:00,61.02,4.82,98.39,4152.0,235,Line B,False
MC-013,2025-04-03 16:00,66.26,4.08,113.82,4317.7,133,Line A,False
MC-092,2025-01-28 12:00,68.69,5.2,99.98,945.2,91,Line B,False
MC-136,2025-01-18 12:00,68.04,3.21,118.9,3183.5,213,Line C,False
MC-058,2025-01-03 11:00,64.56,1.48,95.55,3347.0,131,Line B,False
MC-068,2025-01-31 17:00,81.5,3.4,76.34,3618.0,4,Line A,False
MC-096,2025-05-19 07:00,73.33,3.27,98.44,4074.6,151,Line A,True
MC-043,2025-05-03 15:00,82.62,4.74,116.31,2468.4,113,Line A,False
MC-010,2025-02-25 03:00,89.17,4.43,96.62,3105.7,227,Line B,True
MC-087,2025-03-01 22:00,61.01,1.99,107.33,4000.8,46,Line C,False
MC-020,2025-01-03 11:00,69.76,2.96,113.59,2877.4,35,Line B,False
MC-079,2025-02-13 02:00,81.17,4.13,121.83,2931.0,31,Line C,False
MC-045,2025-04-13 23:00,58.88,3.31,135.46,2349.9,70,Line D,False
MC-030,2025-04-12 08:00,73.95,2.23,109.18,453.7,163,Line A,False
MC-108,2025-02-07 10:00,71.0,4.62,104.34,1176.6,137,Line A,False
MC-068,2025-04-13 20:00,75.13,3.9,100.73,3683.8,145,Line B,False
MC-137,2025-01-10 21:00,46.37,5.01,84.61,4583.1,153,Line D,True
MC-018,2025-01-03 16:00,96.69,2.1,127.0,3538.4,95,Line D,False
MC-147,2025-04-25 18:00,71.12,3.99,100.72,1352.4,169,Line C,False
MC-035,2025-06-03 14:00,55.95,1.64,97.67,4781.8,137,Line C,False
MC-150,2025-01-17 19:00,77.09,4.71,106.93,3053.3,90,Line D,False
MC-147,2025-05-21 15:00,68.37,3.17,79.29,1954.3,120,Line C,False
MC-090,2025-01-04 07:00,53.49,2.65,87.35,1694.0,137,Line B,False
MC-063,2025-03-07 12:00,89.54,2.44,113.47,3047.8,192,Line C,False
MC-093,2025-02-06 11:00,75.73,3.14,72.74,3167.0,165,Line A,False
MC-042,2025-05-16 02:00,68.97,3.84,70.06,3263.1,198,Line B,False
MC-136,2025-04-29 19:00,71.5,4.35,88.18,2205.9,69,Line B,False
MC-016,2025-02-09 22:00,74.25,3.62,101.74,1606.0,74,Line C,False
MC-025,2025-01-23 03:00,59.59,3.99,100.89,1069.0,198,Line C,False
MC-132,2025-03-12 01:00,78.13,3.57,101.65,4959.2,89,Line C,False
MC-007,2025-05-26 21:00,71.72,2.84,141.81,198.4,164,Line A,True
MC-098,2025-05-29 08:00,62.22,4.21,106.01,1638.1,137,Line A,False
MC-083,2025-06-04 18:00,98.5,3.05,92.61,2415.9,102,Line C,False
MC-096,2025-04-22 14:00,63.49,3.13,109.61,4924.9,125,Line B,False
MC-097,2025-02-27 12:00,81.55,3.31,90.95,2246.1,6,Line A,False
MC-149,2025-04-01 10:00,80.55,2.63,109.05,886.9,156,Line A,False
MC-044,2025-06-23 03:00,69.72,4.48,86.91,1204.3,120,Line C,False
MC-118,2025-02-23 05:00,76.95,3.36,88.08,3187.5,14,Line C,False
MC-090,2025-02-15 22:00,73.5,4.55,121.46,4778.6,92,Line D,False
MC-099,2025-02-21 19:00,61.84,2.67,121.27,2151.1,226,Line B,False
MC-139,2025-03-02 23:00,77.28,1.7,114.88,2319.5,192,Line B,False
MC-135,2025-02-06 07:00,65.33,4.29,49.83,416.7,14,Line A,False
MC-096,2025-06-23 13:00,63.63,2.61,97.81,555.3,68,Line B,False
MC-024,2025-06-20 08:00,69.18,4.65,105.4,4756.9,60,Line A,False
MC-143,2025-05-18 22:00,79.54,3.47,76.5,1524.4,171,Line B,False
MC-123,2025-06-08 23:00,75.43,2.55,83.61,479.3,219,Line B,False
MC-006,2025-03-28 18:00,79.38,2.73,133.6,3971.8,175,Line C,False
MC-113,2025-01-30 23:00,100.07,3.21,135.92,4036.5,23,Line B,False
MC-005,2025-02-08 22:00,69.98,3.47,114.16,368.5,161,Line A,False
MC-077,2025-05-21 11:00,75.61,4.13,99.47,1389.4,229,Line D,False
MC-150,2025-05-15 17:00,72.27,2.78,101.61,4860.1,77,Line B,False
MC-130,2025-02-20 20:00,68.17,2.32,129.65,2630.1,23,Line A,False
MC-055,2025-01-26 05:00,70.68,3.03,88.39,440.6,139,Line D,False
MC-113,2025-04-24 05:00,61.78,1.8,114.43,2572.9,190,Line B,False
MC-116,2025-02-05 21:00,69.79,2.66,121.0,2268.8,98,Line B,True
MC-053,2025-02-21 21:00,63.65,3.88,84.58,225.8,7,Line C,False
MC-025,2025-04-07 13:00,53.99,4.31,105.93,4341.1,216,Line A,False
MC-122,2025-01-28 23:00,70.51,3.37,63.26,2078.1,26,Line B,False
MC-080,2025-06-16 17:00,52.08,3.06,109.59,1734.4,155,Line B,False
MC-054,2025-02-14 11:00,80.85,5.44,80.45,1612.6,12,Line A,False
MC-043,2025-05-05 01:00,68.27,3.57,123.2,1114.2,193,Line B,False
MC-045,2025-05-30 07:00,72.91,2.27,67.55,4546.8,153,Line D,False
MC-022,2025-04-19 17:00,61.82,5.37,85.13,4036.2,5,Line B,True
MC-056,2025-01-19 05:00,75.93,4.51,71.11,1402.2,232,Line D,False
MC-145,2025-01-19 23:00,62.8,2.7,117.34,4218.5,22,Line A,False
MC-137,2025-02-02 14:00,72.6,3.17,92.86,2231.3,200,Line C,False
MC-057,2025-06-07 23:00,61.04,3.8,119.17,3437.0,164,Line B,False
MC-072,2025-06-10 02:00,64.86,1.7,92.68,2139.0,210,Line D,False
MC-068,2025-02-15 02:00,74.07,3.4,71.59,1141.9,151,Line B,True
MC-075,2025-03-31 23:00,79.14,3.36,106.57,3792.3,62,Line B,False
MC-096,2025-04-28 11:00,53.84,2.58,108.14,645.9,137,Line C,False
MC-084,2025-04-20 03:00,73.61,2.62,123.14,3025.2,124,Line C,False
MC-096,2025-04-18 08:00,68.45,3.41,86.63,280.9,150,Line B,False
MC-049,2025-04-09 08:00,64.1,4.57,101.35,1610.4,153,Line B,False
MC-100,2025-06-19 17:00,86.55,2.52,81.78,109.3,67,Line A,False
MC-010,2025-01-14 20:00,77.85,1.61,96.03,337.5,161,Line B,False
MC-008,2025-02-10 22:00,76.58,1.79,108.08,2357.6,155,Line D,False
MC-132,2025-02-19 19:00,57.92,2.68,86.74,2319.1,145,Line D,False
MC-107,2025-05-21 21:00,86.62,2.94,111.14,2737.0,221,Line B,False
MC-073,2025-03-17 06:00,71.86,3.95,97.36,2311.5,49,Line A,False
MC-054,2025-02-22 15:00,61.57,3.82,58.34,2390.6,59,Line D,False
MC-011,2025-04-13 09:00,65.71,2.49,97.24,4398.1,184,Line A,False
MC-076,2025-01-26 07:00,89.16,2.11,67.81,922.2,118,Line C,False
MC-142,2025-02-22 15:00,87.69,4.87,98.13,2651.5,149,Line C,False
MC-067,2025-05-20 05:00,87.3,1.76,108.07,3884.4,200,Line D,False
MC-009,2025-03-09 11:00,66.1,0.53,93.47,1343.8,204,Line D,False
MC-094,2025-01-22 06:00,73.75,2.75,105.52,3764.1,37,Line A,False
MC-103,2025-02-09 05:00,58.79,3.42,103.25,877.9,131,Line C,False
MC-109,2025-03-25 15:00,71.73,4.13,135.01,2208.7,1,Line A,False
MC-145,2025-04-04 20:00,58.52,2.64,62.67,2630.0,160,Line C,False
MC-033,2025-03-26 03:00,77.67,3.56,75.15,1275.7,13,Line C,False
MC-122,2025-03-29 18:00,78.12,4.07,115.49,4201.8,189,Line B,True
MC-080,2025-04-30 02:00,62.61,0.85,134.08,3410.7,178,Line A,False
MC-059,2025-03-15 16:00,70.29,4.78,91.02,2740.1,96,Line B,False
MC-088,2025-02-06 17:00,64.82,2.71,142.83,2799.8,0,Line A,False
MC-114,2025-02-27 03:00,59.69,5.02,95.96,488.6,73,Line C,False
MC-134,2025-06-05 07:00,86.35,4.04,90.48,4883.0,212,Line A,False
MC-122,2025-06-15 12:00,61.07,2.81,102.12,2837.2,199,Line B,False
MC-107,2025-02-09 17:00,74.48,4.16,97.73,3382.3,13,Line D,False
MC-019,2025-01-15 04:00,84.31,2.69,120.05,690.0,71,Line A,False
MC-005,2025-03-03 09:00,65.54,2.61,100.87,3825.1,148,Line A,False
MC-081,2025-06-12 06:00,67.35,2.75,83.33,2537.8,181,Line D,False
MC-111,2025-03-18 21:00,78.55,3.27,98.21,3737.8,46,Line C,True
MC-124,2025-04-10 02:00,88.07,3.4,70.32,3188.4,63,Line B,True
MC-071,2025-06-14 22:00,60.39,3.19,93.28,4568.8,215,Line D,True
MC-110,2025-03-10 14:00,77.98,4.88,73.86,654.0,118,Line B,False
MC-136,2025-04-26 13:00,74.65,2.08,74.22,1488.1,61,Line C,False
MC-139,2025-05-26 15:00,80.99,4.59,104.81,3642.9,55,Line D,False
MC-095,2025-03-16 23:00,68.66,1.82,115.06,1187.7,13,Line A,True
MC-008,2025-03-29 03:00,82.09,3.94,100.29,1494.7,188,Line B,False
MC-032,2025-02-25 14:00,97.64,2.53,62.28,4848.7,150,Line D,False
MC-127,2025-02-16 08:00,79.34,1.09,96.59,1309.5,47,Line C,False
MC-127,2025-04-16 11:00,61.17,4.55,93.17,352.9,57,Line D,False
MC-033,2025-03-29 03:00,74.08,1.32,65.18,4258.1,160,Line C,False
MC-009,2025-04-05 10:00,84.29,4.51,107.99,1694.1,177,Line B,False
MC-125,2025-05-21 22:00,65.6,4.69,57.87,1705.5,57,Line A,False
MC-078,2025-03-11 04:00,64.52,4.01,94.85,1133.3,48,Line C,False
MC-038,2025-06-10 10:00,72.52,2.84,92.37,4738.8,163,Line C,False
MC-033,2025-04-24 03:00,72.25,2.93,106.32,926.8,135,Line D,False
MC-028,2025-03-30 20:00,100.52,3.62,82.68,504.5,139,Line B,False
MC-109,2025-05-15 15:00,72.62,0.55,112.36,936.5,82,Line A,False
MC-103,2025-05-24 06:00,66.12,4.74,93.33,39.1,199,Line C,False
MC-126,2025-02-05 13:00,81.5,2.99,109.79,3636.7,187,Line C,False
MC-120,2025-04-05 11:00,56.29,3.55,99.48,4306.4,14,Line A,False
MC-016,2025-05-18 20:00,73.92,1.7,132.92,3408.1,113,Line C,False
MC-147,2025-05-25 14:00,66.05,3.2,74.13,365.9,181,Line D,False
MC-004,2025-04-04 18:00,75.11,0.72,96.9,219.8,46,Line D,False
MC-050,2025-01-05 11:00,61.82,4.29,66.83,1174.6,98,Line A,False
MC-032,2025-03-17 05:00,80.13,2.21,81.62,391.9,142,Line C,False
MC-105,2025-06-05 07:00,82.65,1.12,110.75,1208.0,123,Line D,False
MC-148,2025-01-04 08:00,73.98,3.1,105.51,1912.1,81,Line D,False
MC-066,2025-01-01 04:00,54.63,5.64,96.15,3787.8,207,Line D,False
MC-081,2025-06-14 01:00,88.97,4.9,102.76,2737.9,176,Line A,False
MC-089,2025-06-21 15:00,69.53,2.68,117.98,2135.1,108,Line D,False
MC-035,2025-02-14 02:00,77.12,1.78,125.79,4014.9,177,Line B,False
MC-071,2025-06-06 21:00,78.32,3.94,64.26,4991.7,155,Line C,False
MC-132,2025-05-26 10:00,70.38,3.74,105.1,3091.1,162,Line C,False
MC-124,2025-05-27 10:00,72.4,1.45,132.6,910.5,38,Line B,False
MC-033,2025-04-14 14:00,63.98,4.31,100.37,3927.5,175,Line B,False
MC-106,2025-02-20 09:00,59.23,2.98,89.86,3378.0,30,Line D,False
MC-147,2025-05-04 08:00,62.76,5.1,102.34,2616.2,191,Line B,True
MC-014,2025-03-24 21:00,75.89,3.59,97.37,2967.5,30,Line C,False
MC-031,2025-04-10 03:00,85.39,4.58,80.54,3735.3,168,Line C,False
MC-099,2025-04-08 18:00,76.01,3.86,112.26,992.1,20,Line D,False
MC-139,2025-03-23 18:00,90.82,4.75,99.5,2786.0,208,Line B,True
MC-144,2025-06-13 04:00,80.53,1.46,155.96,4602.2,155,Line D,False
MC-097,2025-01-02 04:00,76.59,5.41,89.35,3840.9,190,Line C,False
MC-096,2025-02-26 23:00,84.79,2.95,82.47,3508.5,164,Line D,False
MC-040,2025-03-07 09:00,70.89,3.86,108.07,4973.3,54,Line D,False
MC-011,2025-06-24 01:00,80.89,4.89,112.6,4143.1,111,Line C,False
MC-115,2025-05-03 05:00,73.1,3.58,96.81,3135.3,24,Line C,False
MC-137,2025-02-09 19:00,75.75,2.94,109.22,816.3,9,Line A,False
MC-073,2025-05-08 05:00,76.53,4.23,100.51,2540.0,160,Line B,True
MC-133,2025-02-19 23:00,63.65,3.07,135.2,665.1,123,Line B,False
MC-026,2025-04-05 10:00,66.95,3.41,100.12,701.0,187,Line A,False
MC-021,2025-06-11 02:00,90.52,4.15,103.34,3090.0,233,Line A,True
MC-031,2025-02-14 07:00,42.92,4.36,111.0,791.7,190,Line D,False
MC-057,2025-02-13 18:00,63.91,2.32,96.0,1673.3,175,Line D,False
MC-090,2025-06-18 05:00,89.88,3.62,115.46,790.4,225,Line D,False
MC-107,2025-03-10 09:00,61.56,3.64,93.95,2845.9,139,Line C,False
MC-150,2025-05-20 19:00,82.7,1.3,109.4,1480.7,110,Line A,False
MC-149,2025-06-11 05:00,66.13,2.15,112.67,1012.1,83,Line B,False
MC-097,2025-03-02 20:00,86.58,3.47,97.12,2622.9,230,Line C,True
MC-086,2025-01-10 11:00,81.19,4.54,113.28,1083.2,148,Line A,False
MC-048,2025-06-15 10:00,80.65,2.98,120.29,657.0,104,Line A,False
MC-111,2025-03-14 22:00,74.67,2.82,102.06,3974.1,200,Line D,True
MC-060,2025-01-26 17:00,73.93,3.47,88.43,2275.7,59,Line D,False
MC-036,2025-01-14 04:00,59.82,2.1,103.22,3061.4,207,Line D,False
MC-064,2025-01-26 08:00,68.6,4.69,71.93,3564.8,185,Line C,True
MC-006,2025-03-15 14:00,52.67,3.06,115.01,3570.2,29,Line D,True
MC-077,2025-04-17 17:00,65.66,3.3,93.85,2779.9,173,Line A,False
MC-135,2025-01-02 09:00,80.87,4.77,68.27,4111.7,135,Line C,False
MC-124,2025-05-29 10:00,80.21,3.26,95.47,700.5,175,Line A,False
MC-101,2025-04-06 20:00,53.64,4.71,129.55,1949.0,159,Line A,False
MC-068,2025-04-14 06:00,71.81,3.28,73.87,410.2,151,Line D,False
MC-012,2025-02-12 09:00,79.75,1.2,141.46,146.9,105,Line C,False
MC-012,2025-03-10 07:00,55.92,3.77,104.11,4711.7,118,Line D,False
MC-044,2025-01-19 10:00,84.01,1.9,100.56,494.4,85,Line B,False
MC-077,2025-01-16 02:00,73.7,2.91,134.49,1573.9,190,Line D,False
MC-139,2025-01-22 20:00,81.37,3.97,90.44,1508.9,95,Line A,False
MC-041,2025-01-17 11:00,70.81,3.53,106.7,3517.2,71,Line D,False
MC-002,2025-01-23 22:00,63.78,1.73,103.01,2829.1,13,Line D,False
MC-098,2025-02-28 21:00,61.5,2.77,112.14,423.1,189,Line C,False
MC-137,2025-01-17 04:00,69.97,4.82,84.39,3236.5,200,Line D,False
MC-079,2025-03-21 17:00,85.74,2.05,88.34,4726.9,217,Line D,False
MC-041,2025-01-18 15:00,91.03,2.68,67.14,4308.8,116,Line C,False
MC-121,2025-05-05 10:00,68.95,1.08,100.08,3932.0,70,Line B,False
MC-065,2025-02-03 07:00,87.69,3.31,93.81,1581.5,15,Line C,False
MC-121,2025-01-26 22:00,85.0,3.02,98.11,868.2,25,Line C,False
MC-091,2025-05-14 08:00,72.79,3.04,115.69,3328.2,167,Line A,False
MC-111,2025-03-18 13:00,79.05,4.33,125.62,3693.3,206,Line D,False
MC-082,2025-04-06 09:00,63.3,4.26,105.57,2573.4,17,Line A,False
MC-013,2025-03-10 00:00,77.48,3.06,99.94,4770.8,40,Line B,False
MC-007,2025-03-07 20:00,92.64,3.72,123.55,4908.8,98,Line C,False
MC-011,2025-03-23 20:00,66.39,2.81,61.51,3635.4,18,Line A,False
MC-039,2025-01-13 04:00,63.15,1.88,109.81,3539.6,207,Line B,False
MC-018,2025-01-03 12:00,76.54,3.07,77.02,1491.9,203,Line D,False
MC-111,2025-03-06 00:00,80.55,3.23,91.5,4997.3,95,Line C,False
MC-080,2025-04-05 23:00,82.48,1.34,116.87,3410.5,164,Line B,False
MC-142,2025-01-29 10:00,56.55,3.65,80.87,1241.3,88,Line D,False
MC-107,2025-03-17 17:00,53.67,5.22,125.11,2953.1,229,Line A,True
MC-107,2025-06-25 15:00,56.37,2.83,74.47,4392.2,2,Line D,False
MC-145,2025-01-31 21:00,76.79,5.13,95.98,2641.1,158,Line C,True
MC-047,2025-04-25 12:00,75.54,0.2,118.12,4980.8,102,Line A,False
MC-009,2025-06-02 06:00,59.33,1.66,87.88,1375.0,218,Line D,False
MC-031,2025-04-25 11:00,64.81,2.13,97.96,3644.0,186,Line A,False
MC-003,2025-01-20 16:00,62.29,2.76,71.71,3185.1,1,Line A,False
MC-003,2025-01-01 22:00,89.47,3.03,94.37,4659.7,154,Line D,False
MC-111,2025-01-01 13:00,76.95,1.43,102.75,3324.7,80,Line B,False
MC-147,2025-06-06 15:00,63.02,2.76,99.16,2494.1,81,Line D,False
MC-091,2025-06-09 14:00,79.85,2.45,92.65,641.7,190,Line B,False
MC-136,2025-04-10 15:00,84.39,4.25,85.74,3396.0,129,Line D,False
MC-150,2025-05-03 22:00,62.53,2.03,105.16,4317.9,42,Line A,False
MC-130,2025-05-18 07:00,58.17,4.12,146.38,4764.4,165,Line A,False
MC-023,2025-01-06 17:00,73.61,4.02,77.08,1453.3,122,Line A,True
MC-112,2025-03-07 21:00,57.95,2.77,116.91,3822.9,124,Line D,False
MC-033,2025-02-17 04:00,67.17,2.64,97.61,4209.1,122,Line A,False
MC-047,2025-02-14 15:00,67.35,4.59,74.01,956.9,76,Line C,True
MC-065,2025-03-24 16:00,70.06,2.35,114.5,3832.8,200,Line D,True
MC-025,2025-04-09 13:00,75.43,5.78,100.28,1096.2,157,Line C,False
MC-112,2025-03-14 05:00,78.29,3.74,95.78,4772.0,87,Line A,False
MC-047,2025-04-18 07:00,84.39,3.76,118.97,4246.8,179,Line B,True
