CampaignID,Channel,AudienceSegment,Spend,Impressions,Clicks,Conversions,CampaignMonth,Revenue
M2644,Social Media,New Customer,12923.59,359851,22826,939,2025-06,108935.47
M2645,Display,New Customer,20267.57,24854,8439,373,2025-06,65766.02
M2646,Search,New Customer,10128.26,461373,11994,2167,2025-09,178187.5
M2647,Email,Returning Customer,23201.5,57454,4531,667,2025-04,37495.65
M2648,Search,Enterprise,1299.03,145748,13402,1415,2025-10,68755.28
M2649,Email,Student,16660.08,294909,24486,918,2025-04,132202.39
M2650,Display,Small Business,5898.25,6840,2721,2937,2025-02,294789.95
M2651,Display,Enterprise,16253.09,378704,6271,1519,2025-02,299054.18
M2652,Referral,Enterprise,23738.68,463536,8877,863,2025-05,145622.43
M2653,Search,New Customer,14417.03,205063,284,2993,2025-01,706354.99
M2654,Referral,Returning Customer,10979.08,61405,27200,2479,2025-03,608691.28
M2655,Display,Returning Customer,21480.5,294936,24656,2326,2025-06,58465.82
M2656,Social Media,Enterprise,11643.74,389201,9860,426,2025-12,33192.71
M2657,Social Media,Returning Customer,14149.68,486848,2832,2663,2025-12,211388.32
M2658,Referral,Returning Customer,7746.25,136673,15040,517,2025-10,115191.16
M2659,Email,Enterprise,13778.52,141364,12603,544,2025-12,29830.47
M2660,Email,New Customer,17923.57,42379,4316,1076,2025-08,127984.65
M2661,Email,Small Business,12781.42,22941,11886,72,2025-02,2662.7
M2662,Display,Student,5349.99,368524,27527,87,2025-08,11534.47
M2663,Display,Small Business,589.16,111714,4306,8,2025-07,269.15
M2664,Search,Returning Customer,5527.96,152651,26284,947,2025-11,178070.94
M2665,Search,Enterprise,21271.43,223789,1074,1507,2025-05,213348.18
M2666,Email,Small Business,23985.14,39707,13425,310,2025-10,77360.66
M2667,Email,Returning Customer,14104.36,388904,2558,352,2025-08,86913.73
M2668,Display,Small Business,20743.92,284977,20819,1551,2025-09,312551.97
M2669,Social Media,New Customer,1269.82,210207,12836,568,2025-01,51607.69
M2670,Referral,New Customer,21354.4,117328,18305,1452,2025-12,72972.59
M2671,Referral,Enterprise,7251.28,294868,28713,533,2025-07,32111.94
M2672,Display,Returning Customer,4468.84,359957,26328,2184,2025-08,393667.28
M2673,Search,Student,6999.37,283338,21753,2141,2025-06,118263.11
M2674,Social Media,Small Business,12500.66,379112,10502,2793,2025-02,248160.59
M2675,Referral,Returning Customer,14730.11,244426,21449,2859,2025-07,130932.48
M2676,Email,Student,273.32,62254,16235,2197,2025-09,80431.14
M2677,Referral,Returning Customer,8640.84,80349,20097,363,2025-02,40861.94
M2678,Referral,New Customer,17641.22,397698,20722,1630,2025-05,192934.67
M2679,Email,Small Business,18782.75,34942,23078,320,2025-08,21826.13
M2680,Social Media,Enterprise,5936.12,228240,22003,2027,2025-04,470364.24
M2681,Referral,Student,6237.21,102283,15892,989,2025-04,159936.71
M2682,Display,Returning Customer,17023.69,378446,5821,1450,2025-02,131506.16
M2683,Social Media,Enterprise,15278.42,135828,29568,1912,2025-07,406909.0
M2684,Referral,Small Business,12479.46,381891,2201,1214,2025-02,181365.0
M2685,Display,Enterprise,13708.73,94596,18239,1107,2025-11,138586.15
M2686,Referral,New Customer,12536.43,304574,6804,1340,2025-03,260055.77
M2687,Search,Enterprise,10239.64,97034,18933,835,2025-02,89820.16
M2688,Search,New Customer,19718.07,234053,13531,678,2025-12,139441.39
M2689,Display,New Customer,22225.77,304587,654,345,2025-05,8958.8
M2690,Email,Small Business,16032.1,77898,27966,180,2025-03,14467.22
M2691,Display,Small Business,6816.62,227797,22644,1373,2025-07,198179.54
M2692,Display,Small Business,24363.22,356634,10068,1949,2025-02,415468.03
M2693,Email,New Customer,2296.76,125852,10689,105,2025-05,20198.27
M2694,Referral,Small Business,23806.29,27387,16676,1441,2025-08,338882.84
M2695,Search,Returning Customer,13944.31,118660,23217,1884,2025-06,157638.67
M2696,Search,New Customer,17782.96,198271,29697,2569,2025-12,597484.32
M2697,Social Media,Enterprise,10646.32,72474,25427,2470,2025-09,125504.95
M2698,Referral,Returning Customer,8991.48,403088,2289,1639,2025-08,114372.19
M2699,Email,Enterprise,5660.25,346209,688,2905,2025-09,377843.46
M2700,Referral,Small Business,2894.79,253835,5473,2664,2025-09,192984.22
M2701,Search,Enterprise,7888.08,238491,11554,966,2025-06,31013.39
M2702,Social Media,Returning Customer,6437.42,397764,1378,1339,2025-02,226131.67
M2703,Display,Small Business,13389.18,332608,27150,2475,2025-04,288888.09
M2704,Display,Student,21445.16,345200,19714,2137,2025-04,497122.72
M2705,Social Media,Returning Customer,2181.54,189854,3855,1520,2025-04,374450.03
M2706,Referral,New Customer,18699.89,3637,25783,1480,2025-04,345207.56
M2707,Email,New Customer,6762.02,43419,22334,803,2025-10,113343.56
M2708,Email,Returning Customer,16063.04,368577,9216,1550,2025-12,146208.29
M2709,Referral,New Customer,15718.81,411695,9710,289,2025-06,69334.56
M2710,Display,Small Business,18463.85,47598,20960,2416,2025-06,263413.03
M2711,Search,New Customer,479.41,21748,15290,1340,2025-04,147732.81
M2712,Social Media,Small Business,134.32,118203,28699,1190,2025-08,199790.5
M2713,Display,Student,4301.5,184375,27110,2601,2025-09,436148.93
M2714,Display,New Customer,24511.48,91773,28080,2991,2025-01,145154.3
M2715,Email,Enterprise,8607.69,292980,18995,2842,2025-07,193558.4
M2716,Search,New Customer,15668.8,445853,23162,2569,2025-06,64232.68
M2717,Display,Returning Customer,7769.39,332583,13022,1386,2025-06,65512.15
M2718,Search,Returning Customer,12246.88,166895,22654,2275,2025-07,232325.48
M2719,Display,Student,11003.64,241393,20918,2319,2025-02,552954.8
M2720,Referral,New Customer,4782.61,472995,15252,1957,2025-10,400900.48
M2721,Email,Student,9019.86,399653,6702,638,2025-11,48650.75
M2722,Search,Student,4846.99,78144,28926,744,2025-02,38052.28
M2723,Search,Small Business,7063.95,240314,388,2232,2025-10,557347.59
M2724,Social Media,Enterprise,10490.42,42265,3367,36,2025-07,6733.63
M2725,Email,Returning Customer,19909.04,418073,18565,64,2025-11,9135.8
M2726,Referral,Student,4990.92,347515,11640,2052,2025-03,503031.74
M2727,Email,Student,4973.99,124181,25836,1254,2025-03,300551.65
M2728,Search,Returning Customer,6259.26,373336,1486,2735,2025-01,139671.03
M2729,Display,Returning Customer,19754.57,236796,20993,2308,2025-07,387976.93
M2730,Search,Student,6258.08,398299,7175,754,2025-05,135895.78
M2731,Display,Small Business,20504.38,16437,15592,1099,2025-12,241027.11
M2732,Email,Enterprise,8134.31,215155,13067,772,2025-07,105912.75
M2733,Search,Small Business,7642.69,289502,4316,309,2025-12,54990.52
M2734,Referral,Enterprise,9519.11,53196,12580,890,2025-04,93255.61
M2735,Search,Student,11258.34,201875,2566,2913,2025-01,335787.23
M2736,Referral,Returning Customer,10552.5,369673,25622,2984,2025-10,452752.37
M2737,Search,Student,9919.82,340912,8410,896,2025-01,65562.01
M2738,Social Media,New Customer,24944.47,53683,3135,1563,2025-11,317692.24
M2739,Search,Student,17358.65,371424,28897,126,2025-07,17254.03
M2740,Social Media,Enterprise,22052.37,363039,18411,534,2025-07,115633.55
M2741,Social Media,Enterprise,22351.34,217071,13868,1224,2025-03,247307.16
M2742,Search,Small Business,10730.73,409875,14505,1324,2025-04,200547.51
M2743,Social Media,Enterprise,19402.63,304607,24144,2090,2025-03,375637.66
M2744,Email,Student,11821.89,499764,12192,1031,2025-09,222531.28
M2745,Social Media,Student,14907.6,366283,407,1151,2025-06,116496.43
M2746,Email,New Customer,18389.24,499221,20126,2291,2025-02,433050.42
M2747,Referral,Small Business,14587.01,418552,14187,2701,2025-01,628983.16
M2748,Referral,Enterprise,12730.39,168248,3650,1976,2025-09,63265.18
M2749,Social Media,Student,394.83,53458,7421,639,2025-09,87765.96
M2750,Referral,New Customer,24247.14,315429,11220,1326,2025-04,76355.32
M2751,Social Media,Returning Customer,1045.8,274406,28583,1736,2025-05,193963.42
M2752,Social Media,Small Business,3095.36,492986,24377,813,2025-10,171924.94
M2753,Search,Enterprise,1157.58,462486,5976,320,2025-01,22329.3
M2754,Referral,New Customer,15692.45,2831,6552,2522,2025-12,83431.91
M2755,Display,Enterprise,7635.56,142730,1510,354,2025-11,31514.81
M2756,Display,Small Business,22354.99,256982,6241,346,2025-02,69334.47
M2757,Display,New Customer,14858.15,314676,4877,585,2025-07,28784.55
M2758,Referral,New Customer,19560.02,199780,15731,1,2025-07,156.9
M2759,Display,Enterprise,3715.94,141875,1910,652,2025-11,125232.42
M2760,Search,Enterprise,10324.58,226644,16458,324,2025-08,49681.83
M2761,Social Media,New Customer,15648.7,402119,9475,1978,2025-01,465510.1
M2762,Search,New Customer,4775.73,470491,20303,2684,2025-04,524418.89
M2763,Email,Enterprise,9612.07,371941,29871,2545,2025-08,114038.28
M2764,Display,Enterprise,18886.03,82109,28547,1710,2025-05,371979.16
M2765,Referral,New Customer,17086.54,474805,27917,2596,2025-06,384920.75
M2766,Email,Student,22557.38,266098,17070,1202,2025-12,291763.34
M2767,Referral,Returning Customer,13999.05,349780,17167,1884,2025-12,464742.8
M2768,Display,Small Business,5250.75,339219,17614,980,2025-04,60607.93
M2769,Referral,Small Business,21980.54,245070,24934,1220,2025-03,98697.52
M2770,Display,Student,24054.42,264761,7945,354,2025-12,60901.88
M2771,Referral,New Customer,12191.66,271017,12009,794,2025-07,29803.54
M2772,Display,New Customer,2203.35,66461,10235,276,2025-08,31801.33
M2773,Social Media,Returning Customer,6397.27,389928,26732,879,2025-03,217458.95
M2774,Search,Enterprise,18828.69,157110,6348,2088,2025-08,299282.52
M2775,Email,Returning Customer,105.71,369204,6319,1358,2025-11,135187.16
M2776,Referral,Student,7439.63,14141,10959,2609,2025-02,174229.64
M2777,Display,Enterprise,9287.87,59787,12107,1886,2025-05,365470.61
M2778,Search,Returning Customer,19731.11,133916,21287,2946,2025-05,690301.29
M2779,Display,Small Business,10982.46,150265,3635,1665,2025-06,387940.85
M2780,Display,Small Business,13186.19,52775,6429,2008,2025-03,79620.99
M2781,Social Media,Student,16822.8,341563,28099,2284,2025-09,96018.38
M2782,Display,Returning Customer,19644.68,34006,19245,554,2025-03,137331.42
M2783,Display,Small Business,8518.54,51340,10158,384,2025-04,91962.31
M2784,Display,Student,4378.68,307889,29178,1382,2025-07,102786.46
M2785,Referral,New Customer,4631.26,330275,7394,338,2025-02,23482.9
M2786,Social Media,New Customer,4087.7,327735,19174,2888,2025-11,455318.65
M2787,Email,Returning Customer,2949.64,431856,6670,2972,2025-06,286402.66
M2788,Referral,Student,11078.29,394548,20572,568,2025-12,105985.37
M2789,Social Media,Small Business,4659.6,184503,14228,947,2025-05,67512.5
M2790,Social Media,New Customer,19584.63,321917,4225,677,2025-01,139731.99
M2791,Social Media,New Customer,101.43,109783,15132,2914,2025-05,257990.24
M2792,Display,Student,23842.72,411680,13487,2435,2025-08,137121.91
M2793,Social Media,Enterprise,429.19,427154,20189,868,2025-01,88526.21
M2794,Email,New Customer,8200.81,278600,26908,2227,2025-06,65586.91
M2795,Display,Enterprise,18876.05,241283,24278,193,2025-10,32831.36
M2796,Search,New Customer,21814.37,310959,9961,451,2025-11,18155.35
M2797,Display,Small Business,2271.86,416295,21086,1522,2025-09,88587.92
M2798,Social Media,Small Business,20046.94,456414,16626,955,2025-03,194359.83
M2799,Social Media,Enterprise,18812.63,39970,14787,592,2025-09,82145.22
M2800,Search,Small Business,11550.81,301172,6468,1544,2025-10,244582.9
M2801,Referral,Small Business,15710.01,106681,16079,2698,2025-05,238199.62
M2802,Display,New Customer,9242.18,32006,10085,1559,2025-08,380014.33
M2803,Search,Enterprise,7864.53,1519,29261,1297,2025-06,320468.42
M2804,Email,Returning Customer,922.71,48569,13786,342,2025-05,36684.35
M2805,Search,Returning Customer,270.21,224625,13423,1322,2025-08,267415.1
M2806,Email,Student,13201.35,428405,2367,2552,2025-12,524433.65
M2807,Display,New Customer,388.54,441167,9658,1168,2025-12,269323.37
M2808,Search,Small Business,3158.76,390250,29647,2570,2025-01,562526.88
M2809,Referral,Enterprise,2503.4,322993,19376,333,2025-04,41249.17
M2810,Referral,Small Business,15863.85,305443,22172,1880,2025-10,199690.04
M2811,Social Media,New Customer,16756.84,9902,20190,1869,2025-09,439926.02
M2812,Email,Student,18882.41,411300,14291,860,2025-09,100458.33
M2813,Search,Returning Customer,24332.47,13347,28123,463,2025-08,65761.54
M2814,Email,Student,24499.16,394465,9317,2098,2025-06,97819.4
M2815,Display,Enterprise,5268.7,360436,10578,1919,2025-08,174941.48
M2816,Referral,Enterprise,8857.84,133113,21782,1188,2025-10,73252.53
M2817,Referral,Enterprise,14081.42,47307,15300,1200,2025-02,52236.96
M2818,Display,Enterprise,1200.43,440538,11645,2737,2025-01,296753.11
M2819,Display,Enterprise,4891.44,110905,18737,2559,2025-10,360761.09
M2820,Social Media,Small Business,21354.1,266622,24782,1166,2025-01,233600.37
M2821,Referral,Small Business,10262.99,349517,21268,1561,2025-05,252475.4
M2822,Display,Enterprise,12167.05,231804,12910,1244,2025-02,261866.85
M2823,Email,New Customer,18439.63,125162,1220,2665,2025-04,206217.19
M2824,Search,New Customer,20237.54,246014,24145,1438,2025-03,293194.15
M2825,Search,Small Business,21636.17,245605,27011,75,2025-06,2746.11
M2826,Email,New Customer,22382.36,222032,22229,322,2025-01,28132.13
M2827,Social Media,Student,7433.87,198257,5344,2176,2025-11,271652.72
M2828,Referral,Student,16261.33,27270,25985,104,2025-09,24997.82
M2829,Search,Small Business,2869.59,172544,6771,1676,2025-08,76111.57
M2830,Email,Returning Customer,24225.42,183471,26121,1652,2025-10,138902.8
M2831,Referral,Student,6764.2,127041,20837,506,2025-01,30003.44
M2832,Social Media,Enterprise,9820.39,55404,15036,1985,2025-07,239571.06
M2833,Search,Returning Customer,23273.97,204349,5981,317,2025-03,31382.34
M2834,Email,Student,15790.74,461659,12773,2771,2025-11,126696.2
M2835,Email,Student,7278.54,92210,4023,2211,2025-09,294682.2
M2836,Referral,Enterprise,2248.09,347614,21223,488,2025-01,65512.8
M2837,Display,Small Business,12268.74,477385,28481,1126,2025-11,187816.11
M2838,Display,Student,14808.91,480885,24997,2689,2025-08,576042.61
M2839,Email,Student,16743.04,158889,19299,229,2025-07,55876.36
M2840,Display,Student,4200.34,69267,29336,844,2025-02,40825.18
M2841,Email,Small Business,17677.42,364758,28421,2085,2025-08,210884.42
M2842,Email,Student,9128.43,152876,29757,1517,2025-05,369804.54
M2843,Display,New Customer,23605.87,147033,1911,872,2025-04,133160.06
M2844,Search,Small Business,16370.92,361810,29225,487,2025-03,55665.85
M2845,Referral,Small Business,22959.98,131835,1082,900,2025-02,110564.14
M2846,Social Media,Student,850.24,259834,11824,1365,2025-11,292929.26
M2847,Social Media,Small Business,22593.93,241873,8396,246,2025-06,53958.42
M2848,Referral,Returning Customer,21958.96,422297,25558,1800,2025-04,164517.39
M2849,Search,Small Business,12818.66,366523,1171,1267,2025-07,119717.18
M2850,Referral,New Customer,24412.59,184771,28763,778,2025-05,141952.87
M2851,Search,Student,18755.59,2955,13167,2739,2025-07,110093.85
M2852,Email,Enterprise,24877.03,125356,2442,2546,2025-01,548260.83
M2853,Email,Small Business,18932.81,86384,28846,2580,2025-03,68519.35
M2854,Social Media,Enterprise,22888.18,392791,1569,2819,2025-08,362898.13
M2855,Search,Student,5008.96,387386,10719,993,2025-01,201895.89
M2856,Display,Returning Customer,5005.02,21598,7894,1050,2025-12,242246.26
M2857,Email,Enterprise,12742.67,177130,21972,920,2025-05,152785.08
M2858,Social Media,Returning Customer,18258.87,75639,7176,713,2025-07,102973.56
M2859,Referral,Small Business,6698.46,427841,19400,2598,2025-10,472531.78
M2860,Social Media,Enterprise,10481.94,361351,2711,1005,2025-06,215547.89
M2861,Display,Returning Customer,4393.14,67484,986,2218,2025-04,61921.38
M2862,Social Media,New Customer,23145.63,347199,2221,2902,2025-11,468413.78
M2863,Social Media,Small Business,18635.92,406683,6977,611,2025-09,120702.82
M2864,Display,Student,1055.62,33580,14710,930,2025-09,216897.51
M2865,Social Media,Enterprise,660.23,311431,18908,2694,2025-04,309558.08
M2866,Display,Returning Customer,24845.52,263644,18387,1205,2025-02,274607.65
M2867,Email,Returning Customer,9962.51,85076,2779,2735,2025-03,456085.1
M2868,Display,Student,15096.88,460043,11025,1742,2025-09,174224.06
M2869,Referral,Enterprise,23701.43,7159,13731,1021,2025-03,251440.23
M2870,Referral,Enterprise,23899.64,246280,11815,1358,2025-10,51862.94
M2871,Referral,Student,2488.77,440813,20334,2678,2025-06,591024.19
M2872,Email,Small Business,15922.53,156384,14836,130,2025-04,18704.53
M2873,Referral,New Customer,24821.41,145151,10207,1990,2025-04,311552.15
M2874,Display,Student,4573.4,364014,6578,2551,2025-01,541514.7
M2875,Search,Student,16604.34,121441,9377,2626,2025-05,613424.68
M2876,Referral,Enterprise,19372.68,252177,24823,1636,2025-12,370519.47
M2877,Referral,Returning Customer,1981.55,92740,21702,1156,2025-07,150237.01
M2878,Referral,Enterprise,9736.87,34948,12932,2949,2025-10,546201.77
M2879,Search,Student,5211.74,178150,12576,1194,2025-10,231965.99
M2880,Display,Returning Customer,1513.77,71756,8926,1179,2025-09,121346.18
M2881,Social Media,New Customer,2572.55,262405,15968,1508,2025-10,140654.36
M2882,Display,New Customer,8610.24,246069,26354,1455,2025-06,305318.53
M2883,Search,New Customer,14521.3,239367,6008,790,2025-06,114991.7
M2884,Display,Small Business,23845.14,483998,17560,1192,2025-06,89627.98
M2885,Search,New Customer,23398.24,425758,23691,1612,2025-04,359652.41
M2886,Email,Student,21822.59,217404,2056,370,2025-01,50433.62
M2887,Social Media,New Customer,19308.77,99472,18000,1527,2025-08,337824.98
M2888,Social Media,Enterprise,1113.28,104007,17564,2185,2025-08,135589.97
M2889,Social Media,Student,10200.23,373518,29188,564,2025-06,127165.48
M2890,Email,New Customer,19505.9,421961,11620,708,2025-08,82162.7
M2891,Social Media,Enterprise,24190.52,454698,22685,2686,2025-10,243955.55
M2892,Search,Enterprise,11609.91,463382,2447,2702,2025-11,291879.48
M2893,Search,Student,17561.76,19395,17989,313,2025-11,50275.22
M2894,Display,Enterprise,24883.82,415314,7525,148,2025-05,13703.77
M2895,Email,Student,15612.96,375856,18440,2646,2025-04,449342.49
M2896,Email,Enterprise,19491.76,83841,18017,2935,2025-06,406242.78
M2897,Email,Returning Customer,24161.23,137965,10002,1613,2025-05,278223.53
M2898,Display,Enterprise,17781.12,485003,25321,2553,2025-09,257572.2
M2899,Display,Small Business,3384.34,224398,13374,1446,2025-01,120519.07
M2900,Search,Enterprise,24479.86,348058,7613,908,2025-04,160372.59
M2901,Search,Student,20118.83,31476,20204,2575,2025-06,371032.88
M2902,Display,Student,6688.26,320452,15868,1472,2025-02,83962.24
M2903,Social Media,New Customer,24684.3,147879,15460,1359,2025-06,233592.99
M2904,Display,New Customer,2083.14,387897,4062,1753,2025-02,153033.9
M2905,Referral,Enterprise,23502.29,56936,28628,908,2025-12,97149.54
M2906,Social Media,New Customer,21043.78,497139,10888,836,2025-02,181757.43
M2907,Search,Enterprise,6946.42,117198,16610,473,2025-05,33354.89
M2908,Social Media,Enterprise,21524.3,204693,4551,281,2025-04,34261.59
M2909,Social Media,Enterprise,1604.19,17362,401,2063,2025-06,91431.44
M2910,Social Media,Student,23810.26,49129,21547,1358,2025-09,171540.85
M2911,Social Media,Returning Customer,15160.27,469500,3804,2499,2025-04,580331.03
M2912,Social Media,New Customer,13075.18,351158,20755,1742,2025-09,262500.63
M2913,Social Media,Enterprise,24776.93,447765,1403,1530,2025-02,337170.53
M2914,Referral,Small Business,756.39,422781,9765,2919,2025-12,428992.4
M2915,Social Media,Returning Customer,12859.57,325846,27095,847,2025-08,32340.48
M2916,Email,Student,18406.95,323555,16524,2548,2025-11,352906.31
M2917,Referral,Enterprise,2895.42,163276,9468,2822,2025-03,218267.33
M2918,Referral,New Customer,472.64,350561,3399,1737,2025-09,212502.39
M2919,Referral,Enterprise,15418.82,471707,25087,1939,2025-07,151965.67
M2920,Email,Enterprise,8516.84,117545,17153,2567,2025-04,129475.78
M2921,Search,Student,12096.96,485935,13378,1634,2025-10,118690.38
M2922,Social Media,Student,15595.3,261986,23478,1336,2025-06,154041.51
M2923,Social Media,New Customer,9715.82,397470,27616,2376,2025-09,499363.55
M2924,Referral,New Customer,5442.34,178083,20195,2658,2025-01,526610.09
M2925,Email,New Customer,6040.68,341121,14476,1002,2025-02,33325.57
M2926,Display,Student,4765.59,278724,18760,1387,2025-10,277119.22
M2927,Display,Enterprise,17928.22,165070,25806,2208,2025-06,70467.28
M2928,Email,Returning Customer,3443.87,14508,8532,2033,2025-03,85537.78
M2929,Referral,Enterprise,24307.31,441757,20157,1052,2025-10,206601.5
M2930,Social Media,New Customer,219.02,347133,15726,2165,2025-02,245672.89
M2931,Search,Enterprise,7659.9,250457,8000,774,2025-01,75332.99
M2932,Search,New Customer,20087.03,274597,6891,405,2025-07,44337.15
M2933,Referral,Student,2343.4,316542,17304,698,2025-02,99768.76
M2934,Referral,New Customer,14740.67,13972,5305,2925,2025-09,472311.1
M2935,Social Media,Returning Customer,7336.88,87448,8055,2650,2025-06,465945.8
M2936,Search,Small Business,24139.07,494975,11275,393,2025-11,18329.5
M2937,Display,Student,5552.64,11696,6012,2416,2025-07,149786.6
M2938,Search,Small Business,1867.13,55883,9549,1104,2025-03,135441.38
M2939,Email,Enterprise,15382.16,493770,9589,624,2025-07,136922.54
M2940,Display,Student,9463.39,392612,1484,825,2025-08,162198.85
M2941,Search,Enterprise,22607.04,311117,8914,210,2025-11,14070.84
M2942,Email,Student,22882.97,459134,19885,616,2025-02,55238.46
M2943,Display,Enterprise,19896.81,342968,14906,463,2025-09,51020.29
M2944,Referral,New Customer,3303.32,44982,11166,482,2025-08,105306.82
M2945,Display,Student,16485.82,26145,19119,922,2025-12,226002.8
M2946,Search,New Customer,2395.57,438957,5925,2719,2025-08,114677.38
M2947,Display,Student,728.51,211320,29023,1829,2025-12,246076.14
M2948,Social Media,New Customer,5009.91,177194,2026,555,2025-07,59139.88
M2949,Email,Small Business,12411.84,142843,14085,1996,2025-01,194394.93
M2950,Search,Enterprise,11332.3,399777,23649,2798,2025-02,384140.43
M2951,Social Media,Enterprise,19422.49,417987,22833,341,2025-02,63666.56
M2952,Search,Small Business,13132.83,310978,13825,743,2025-07,117289.06
M2953,Display,Small Business,6679.21,243281,14741,1363,2025-10,164214.09
M2954,Referral,Returning Customer,3578.87,296308,26453,433,2025-07,81190.05
M2955,Search,Small Business,14285.81,192872,13025,1562,2025-12,183667.43
M2956,Display,Enterprise,16903.57,183218,1255,1858,2025-07,318888.52
M2957,Referral,Returning Customer,5401.75,74777,12381,777,2025-09,48783.02
M2958,Referral,Small Business,15832.61,234192,1319,761,2025-03,77165.95
M2959,Display,Small Business,21519.27,192389,26273,2189,2025-01,334803.63
M2960,Referral,Small Business,6130.73,142120,6623,1659,2025-09,384105.05
M2961,Search,Enterprise,20503.96,181676,4403,1785,2025-02,52361.84
M2962,Display,Enterprise,23764.3,351045,18767,190,2025-12,35822.97
M2963,Search,Small Business,23418.71,393713,8719,2192,2025-12,293470.61
M2964,Display,New Customer,3615.69,402412,22144,1690,2025-03,325434.37
M2965,Display,Small Business,1318.64,423912,21632,2095,2025-02,106507.24
M2966,Email,Small Business,18191.79,491781,15556,988,2025-11,156242.52
M2967,Email,Enterprise,9612.94,190241,8887,2690,2025-11,322523.41
M2968,Referral,New Customer,4525.56,447254,8446,35,2025-07,3328.35
M2969,Social Media,Returning Customer,11232.17,205732,86,2019,2025-05,65232.83
M2970,Email,New Customer,13612.87,414148,26515,178,2025-06,25493.41
M2971,Email,Student,4128.04,487637,6517,2400,2025-12,244616.12
M2972,Email,Returning Customer,1042.55,392086,14058,2485,2025-07,577641.93
M2973,Social Media,Returning Customer,19566.94,189720,901,1528,2025-03,296422.35
M2974,Display,Enterprise,11456.81,188947,15290,1661,2025-09,74049.86
M2975,Referral,Student,6184.96,314679,8785,711,2025-12,67364.81
M2976,Email,New Customer,23884.35,499282,15202,32,2025-01,2670.09
M2977,Search,Enterprise,19000.49,68263,9815,272,2025-07,48663.47
M2978,Display,New Customer,10126.05,129501,23071,697,2025-07,107625.01
M2979,Referral,Enterprise,6893.99,215014,28597,1468,2025-10,155273.79
M2980,Referral,Returning Customer,18257.24,404075,19411,568,2025-07,42545.0
M2981,Referral,Returning Customer,18136.33,121557,24243,2395,2025-03,297240.96
M2982,Display,New Customer,22111.43,227162,13845,2118,2025-08,172525.84
M2983,Referral,Student,426.97,122212,3686,1750,2025-02,118359.55
M2984,Display,Returning Customer,15777.43,354174,10838,1985,2025-07,413933.87
M2985,Display,Student,7115.52,117804,3702,77,2025-03,18701.82
M2986,Referral,Student,24368.01,49088,1335,775,2025-12,151027.86
M2987,Email,Student,718.04,237874,29909,717,2025-09,27997.38
M2988,Email,New Customer,12237.33,1687,14417,66,2025-09,15586.75
M2989,Social Media,Small Business,17799.13,147777,20152,1323,2025-01,168103.53
M2990,Referral,Student,18806.46,483320,12944,1164,2025-06,98629.22
M2991,Display,Student,15863.56,408580,18772,1206,2025-09,239571.75
M2992,Search,Student,11855.83,314378,8863,2016,2025-06,52104.62
M2993,Social Media,Enterprise,22744.81,224909,17662,2091,2025-02,66576.3
M2994,Email,Student,14461.34,404721,15893,984,2025-07,192555.45
M2995,Social Media,Returning Customer,13078.04,28373,4508,527,2025-08,32202.7
M2996,Referral,Returning Customer,21442.19,217889,16311,1126,2025-09,147807.5
M2997,Referral,Returning Customer,11135.63,219886,7945,1109,2025-04,158672.12
M2998,Referral,Returning Customer,15236.32,9361,16791,250,2025-07,62147.07
M2999,Display,Enterprise,8292.49,50508,12982,1607,2025-11,159298.73
M3000,Search,Student,5383.11,216296,9744,1147,2025-12,107089.92
M3001,Email,Returning Customer,11562.41,74428,13401,2951,2025-04,388305.8
M3002,Search,Returning Customer,8467.14,494736,2217,405,2025-09,54223.15
M3003,Display,Student,1039.56,68512,29123,2775,2025-11,411758.7
M3004,Search,Student,12218.74,15574,17507,1028,2025-01,228847.22
M3005,Display,Returning Customer,16440.28,396610,1332,1145,2025-07,211287.59
M3006,Search,New Customer,1394.89,203325,4229,773,2025-10,169233.04
M3007,Referral,Returning Customer,14226.22,215343,460,1002,2025-03,112197.51
M3008,Email,New Customer,7819.89,133624,7540,141,2025-04,27985.68
M3009,Display,Student,1115.51,1487,27448,2849,2025-11,687318.16
M3010,Social Media,Student,2512.5,359074,21821,1004,2025-03,42894.52
M3011,Email,Student,17936.37,256343,26329,2584,2025-04,317574.72
M3012,Social Media,Returning Customer,13524.49,198899,14379,2305,2025-10,366919.59
M3013,Display,Returning Customer,23901.83,101421,8701,2130,2025-08,333955.84
M3014,Email,Enterprise,17071.47,68598,11402,1153,2025-08,161932.02
M3015,Display,Student,24068.03,358950,9653,1864,2025-07,391518.66
M3016,Social Media,Small Business,7199.57,34499,26112,1063,2025-05,76906.06
M3017,Search,Small Business,14603.83,470873,17769,2186,2025-10,529585.37
M3018,Email,Returning Customer,14010.05,268504,24983,2478,2025-04,512844.2
M3019,Display,New Customer,13137.94,86001,6077,2129,2025-04,193588.46
M3020,Referral,New Customer,22445.57,442585,27037,1216,2025-06,39320.99
M3021,Search,Small Business,13239.92,138954,26266,2510,2025-02,469913.73
M3022,Social Media,Small Business,6664.59,150181,17805,25,2025-08,773.69
M3023,Referral,Enterprise,17578.92,356429,8101,2170,2025-11,291849.63
M3024,Referral,New Customer,6694.72,61468,17884,2511,2025-09,391619.15
M3025,Referral,Enterprise,2175.61,316554,1816,1950,2025-04,478156.07
M3026,Display,Student,14757.13,137859,5847,1434,2025-02,137151.46
M3027,Social Media,Student,3523.16,414338,15991,2810,2025-08,524421.28
