CampaignID,Channel,CampaignDate,AudienceSegment,Spend,Impressions,Clicks,Conversions,Revenue
200776,Search,2025-08-16,Returning,1124.33,480915,3876,549,116803.64
200777,Email,2025-09-26,High Value,5144.55,268372,10847,991,78473.35
200778,Affiliate,2025-07-31,New Customers,9124.03,412206,26972,34,7340.2
200779,Email,2025-11-15,Dormant,5916.75,25465,6562,1632,193887.28
200780,Affiliate,2025-07-16,Returning,8207.22,44207,24216,492,29978.48
200781,Affiliate,2025-05-04,New Customers,16697.05,300557,16070,1783,317090.33
200782,Email,2025-11-25,Dormant,11600.98,343076,22694,1750,329986.2
200783,Social Media,2025-08-23,High Value,8676.36,468278,9473,511,49816.57
200784,Email,2025-11-28,New Customers,9973.94,322105,23198,126,26949.63
200785,Social Media,2025-03-19,Dormant,5856.9,200139,15315,888,119192.73
200786,Search,2025-09-28,New Customers,4595.12,248222,19964,398,16295.7
200787,Social Media,2025-10-25,High Value,4641.52,319347,20740,1196,118122.9
200788,Display,2025-10-01,Dormant,16072.94,389263,627,1297,229176.98
200789,Search,2025-11-24,New Customers,4272.26,447980,23188,961,68976.49
200790,Search,2025-05-16,Dormant,18267.76,142729,25170,687,40779.05
200791,Social Media,2025-11-20,High Value,9262.38,402571,2944,1083,160890.66
200792,Social Media,2025-06-03,New Customers,10902.66,233146,10609,492,44428.08
200793,Display,2025-03-16,Returning,12414.01,316254,14670,1463,217278.25
200794,Search,2025-11-22,Dormant,6471.81,301596,10576,1115,104091.43
200795,Social Media,2025-01-22,Dormant,17963.45,192188,6440,635,112829.19
200796,Email,2025-09-13,Dormant,12362.27,473505,29775,919,103843.43
200797,Affiliate,2025-03-10,Dormant,18040.3,37487,22580,58,12611.8
200798,Affiliate,2025-05-09,Dormant,10396.27,12069,25048,1051,109649.26
200799,Social Media,2025-12-08,Dormant,1259.85,405032,14584,834,51798.58
200800,Display,2025-02-04,High Value,1107.38,201245,12265,429,65421.67
200801,Social Media,2025-07-03,New Customers,6499.99,155021,11771,1876,318541.25
200802,Display,2025-08-11,Returning,17022.87,202203,7508,259,25573.59
200803,Search,2025-05-06,Dormant,5695.69,19790,14719,1936,334906.67
200804,Email,2025-11-19,Returning,9946.52,152741,5404,1768,173571.97
200805,Search,2025-05-11,New Customers,4430.05,463858,10718,136,7204.39
200806,Email,2025-07-18,New Customers,15126.07,231024,26396,1040,52407.48
200807,Display,2025-05-09,New Customers,13560.12,348864,26164,1439,177234.08
200808,Social Media,2025-10-25,Returning,18098.74,40847,7513,18,3905.43
200809,Social Media,2025-02-27,High Value,7423.85,412440,16589,1044,139273.28
200810,Social Media,2025-12-10,Dormant,19705.38,350450,1145,1017,135721.62
200811,Social Media,2025-08-17,New Customers,17614.53,446435,22395,1121,218177.35
200812,Search,2025-08-10,Returning,9244.62,391719,13259,1918,403270.21
200813,Search,2025-08-12,Dormant,17275.36,293047,12661,1424,96186.91
200814,Display,2025-12-18,Dormant,8784.07,410000,24575,441,26205.32
200815,Email,2025-03-26,New Customers,15856.47,491443,4508,275,44346.36
200816,Email,2025-08-28,Returning,7521.38,325770,3940,5,740.87
200817,Email,2025-09-17,New Customers,5478.69,304819,25544,800,79166.94
200818,Social Media,2025-01-17,New Customers,14883.46,132793,24445,1804,362014.56
200819,Search,2025-03-18,New Customers,19309.71,175211,24149,1380,186834.9
200820,Affiliate,2025-12-21,New Customers,14665.59,29879,10173,1916,128447.19
200821,Affiliate,2025-01-11,Dormant,19540.4,451214,7392,1629,174385.27
200822,Social Media,2025-10-23,Dormant,18450.4,270225,19226,743,146669.31
200823,Affiliate,2025-05-21,Dormant,8812.75,436437,10357,80,3075.67
200824,Email,2025-06-01,New Customers,10348.01,255111,28456,704,133772.86
200825,Email,2025-04-10,Dormant,4213.33,256025,24505,1162,245245.13
200826,Display,2025-10-17,High Value,9064.02,136104,20333,707,72663.0
200827,Social Media,2025-05-16,Returning,15460.48,143741,6641,1251,109694.77
200828,Display,2025-09-04,New Customers,10688.45,332257,16303,1023,67177.55
200829,Email,2025-07-29,New Customers,19482.12,394439,17859,126,5342.56
200830,Search,2025-11-14,Dormant,2741.11,471470,27018,525,84080.96
200831,Social Media,2025-02-15,New Customers,10400.94,304519,24656,1336,89013.5
200832,Display,2025-08-02,Returning,10876.18,470079,20743,477,95660.25
200833,Display,2025-07-18,Dormant,3402.04,339257,20374,1850,220731.69
200834,Email,2025-05-07,Returning,16042.82,458200,16405,1752,376660.56
200835,Display,2025-01-13,High Value,16453.81,409074,18386,1107,239409.68
200836,Email,2025-08-24,Returning,17999.1,136483,29426,1850,338733.66
200837,Search,2025-09-15,Dormant,18772.25,187337,29086,132,15358.78
200838,Display,2025-01-29,New Customers,15074.95,467695,4612,1704,205396.54
200839,Email,2025-12-13,Returning,16913.97,18412,5683,1438,303211.64
200840,Email,2025-12-04,New Customers,1923.35,181223,10151,873,148080.51
200841,Search,2025-01-02,High Value,7984.48,103266,15385,1013,110540.66
200842,Display,2025-07-15,High Value,6057.19,194854,12694,1709,332508.97
200843,Search,2025-11-13,High Value,15980.32,151243,20198,527,44945.97
200844,Search,2025-06-23,High Value,6516.69,346346,22717,1091,227269.45
200845,Search,2025-11-24,New Customers,10270.47,222439,731,415,33141.98
200846,Display,2025-04-10,Returning,8763.74,341650,28872,43,7336.2
200847,Affiliate,2025-02-28,Dormant,15290.93,323968,4869,793,122719.73
200848,Email,2025-10-31,New Customers,11746.68,36092,18317,1657,237710.94
200849,Email,2025-11-02,High Value,8196.19,181662,26476,906,110171.56
200850,Search,2025-12-08,New Customers,3055.05,144950,13007,1167,161216.46
200851,Search,2025-08-25,High Value,3684.3,431043,22897,818,133422.28
200852,Affiliate,2025-07-22,Returning,14569.33,494878,13394,1443,219590.4
200853,Social Media,2025-06-04,Returning,1153.47,165614,7620,1980,170602.61
200854,Email,2025-11-18,Dormant,9051.07,60415,10835,1615,137699.6
200855,Social Media,2025-03-07,High Value,14733.48,338730,24777,823,127637.28
200856,Search,2025-08-10,Returning,7613.95,304472,9704,1649,104224.24
200857,Email,2025-10-05,Returning,13188.0,136888,20822,652,140428.95
200858,Email,2025-12-08,Returning,15494.85,245083,29119,87,16673.94
200859,Search,2025-06-01,Returning,17661.03,497906,4228,1508,179162.1
200860,Social Media,2025-12-13,Dormant,4875.3,85753,24756,222,29331.71
200861,Social Media,2025-07-22,New Customers,14232.92,477095,7352,754,75806.58
200862,Display,2025-08-07,Dormant,11396.04,322175,20330,1199,75774.94
200863,Display,2025-05-23,Returning,9451.59,275501,18315,889,128391.29
200864,Affiliate,2025-05-25,New Customers,8660.83,415052,18694,550,119860.13
200865,Affiliate,2025-10-22,High Value,17520.42,383702,13098,563,36675.68
200866,Social Media,2025-07-20,Dormant,3995.48,96709,11883,1300,174435.32
200867,Search,2025-03-28,New Customers,15679.34,169511,28118,741,157560.77
200868,Social Media,2025-01-04,Dormant,1992.42,123881,27215,1191,258123.01
200869,Email,2025-01-15,Dormant,11182.76,451489,24095,782,97668.71
200870,Display,2025-06-20,Returning,3619.44,418042,13965,232,11257.31
200871,Display,2025-09-19,New Customers,9460.5,498966,27202,347,28195.07
200872,Social Media,2025-11-17,High Value,9907.11,243408,28891,827,136615.65
200873,Email,2025-12-08,New Customers,14775.13,135558,23272,129,6177.75
200874,Social Media,2025-01-30,New Customers,4575.42,184268,22559,308,47123.51
200875,Social Media,2025-11-10,Returning,6252.53,222953,4200,1288,152401.32
200876,Social Media,2025-03-27,New Customers,10268.73,463720,315,791,54126.4
200877,Email,2025-08-13,High Value,15251.17,45724,14681,1088,58122.75
200878,Display,2025-02-25,Dormant,11117.28,378442,6201,471,75995.91
200879,Search,2025-07-16,Returning,15983.82,343077,5135,1838,124203.84
200880,Affiliate,2025-10-29,Returning,13265.88,493580,12001,494,65061.85
200881,Email,2025-09-02,New Customers,18423.39,340741,3888,1810,228439.48
200882,Display,2025-03-08,New Customers,13541.05,239199,2873,1061,169360.29
200883,Social Media,2025-05-05,Dormant,7255.18,201787,701,436,50050.05
200884,Search,2025-01-10,New Customers,2465.39,88983,13476,570,116479.31
200885,Affiliate,2025-01-01,Returning,14234.11,425485,18356,696,134118.69
200886,Affiliate,2025-10-02,New Customers,19659.39,357226,26806,425,79151.32
200887,Email,2025-12-04,Returning,10008.55,307233,22940,882,76115.32
200888,Social Media,2025-08-25,High Value,3134.56,420211,16661,982,213305.62
200889,Social Media,2025-04-05,Returning,6746.43,177343,17175,1164,153612.9
200890,Search,2025-07-02,Returning,8500.92,471048,5870,1870,403314.83
200891,Affiliate,2025-06-26,Returning,3179.27,360001,18561,163,31064.44
200892,Email,2025-07-02,Dormant,6975.83,339675,5905,39,7605.41
200893,Social Media,2025-08-02,High Value,16077.0,435261,25402,1026,169877.43
200894,Affiliate,2025-11-20,Returning,6683.6,419445,21981,443,29750.88
200895,Affiliate,2025-10-24,New Customers,19973.56,312530,18418,1757,372895.08
200896,Display,2025-07-02,New Customers,6172.14,75547,22687,1181,128775.75
200897,Search,2025-07-26,Returning,2434.1,349870,12218,876,183576.86
200898,Social Media,2025-03-10,New Customers,15870.14,339083,15855,371,73222.5
200899,Display,2025-06-20,New Customers,2860.35,238381,3774,370,69243.9
200900,Search,2025-03-23,Dormant,1428.39,109621,18537,1543,56325.75
200901,Display,2025-11-09,High Value,8223.7,31921,26433,1811,256574.56
200902,Social Media,2025-10-31,New Customers,18081.88,59557,18536,1892,151627.5
200903,Email,2025-11-02,High Value,11624.13,73515,13329,1049,207595.0
200904,Display,2025-07-03,New Customers,18396.9,18164,29961,574,94585.24
200905,Display,2025-04-20,Returning,17531.9,302749,23558,1707,264601.44
200906,Affiliate,2025-08-05,Returning,1981.15,365103,5658,927,187564.3
200907,Social Media,2025-04-26,High Value,1586.94,173849,12451,786,70503.87
200908,Display,2025-04-19,High Value,6307.42,404236,14569,1320,72541.62
200909,Email,2025-10-06,High Value,17720.82,155315,17521,1074,98263.96
200910,Display,2025-02-10,High Value,10347.26,202085,12951,1261,86943.62
200911,Search,2025-03-28,Returning,19179.57,133246,13589,1678,137158.04
200912,Email,2025-04-03,New Customers,6322.52,130060,3444,668,93360.45
200913,Email,2025-08-13,Returning,9204.16,209710,24556,1422,169562.63
200914,Display,2025-11-11,High Value,1005.27,103034,17163,1123,243109.36
200915,Display,2025-09-12,Dormant,17537.05,96469,11330,1899,213481.89
200916,Affiliate,2025-10-01,New Customers,3619.37,33362,23175,499,31478.67
200917,Social Media,2025-11-23,Returning,19737.15,313723,7341,574,112993.31
200918,Affiliate,2025-08-12,Dormant,6437.49,492355,20926,1696,146071.63
200919,Search,2025-07-18,New Customers,18932.5,207186,5780,1864,102431.93
200920,Social Media,2025-05-16,Returning,13571.19,62119,24087,1782,279568.88
200921,Affiliate,2025-04-24,New Customers,11710.65,35044,19752,1460,120339.44
200922,Affiliate,2025-12-28,Dormant,2844.65,440522,3380,1559,59176.55
200923,Display,2025-09-30,High Value,2530.62,164116,3202,1260,198793.34
200924,Affiliate,2025-11-03,New Customers,5684.88,195085,8476,1428,69106.03
200925,Display,2025-10-13,High Value,7471.56,286977,21169,1252,44342.6
200926,Email,2025-03-07,Returning,12530.67,168375,21050,74,11929.77
200927,Social Media,2025-07-07,Returning,3772.72,120163,14543,439,52168.93
200928,Display,2025-06-23,New Customers,14004.58,141414,20416,1358,249627.87
200929,Affiliate,2025-10-05,New Customers,1593.79,384670,26314,1471,96199.66
200930,Display,2025-02-01,Dormant,17369.79,269037,14130,1777,230086.9
200931,Email,2025-08-29,High Value,17603.28,176493,18962,788,44495.92
200932,Search,2025-05-16,New Customers,17974.94,454396,10927,774,85756.97
200933,Search,2025-03-04,New Customers,8779.47,260557,16068,1740,175616.11
200934,Email,2025-01-29,New Customers,3039.26,263197,17439,621,95055.01
200935,Affiliate,2025-07-28,New Customers,10437.38,133039,12253,683,102677.62
200936,Social Media,2025-02-09,New Customers,15289.17,328888,7873,841,69609.23
200937,Social Media,2025-06-22,New Customers,5745.46,452009,3449,226,10028.99
200938,Display,2025-01-02,Dormant,13506.89,28036,29057,12,652.61
200939,Search,2025-09-13,New Customers,866.22,384365,23043,1121,228562.64
200940,Email,2025-11-01,Dormant,16346.94,213101,27913,519,87926.95
200941,Affiliate,2025-08-28,High Value,4744.69,330830,1886,1873,392106.11
200942,Email,2025-08-29,High Value,18291.66,202120,17207,952,142114.01
200943,Search,2025-01-31,Dormant,11077.66,278759,23781,1823,360349.91
200944,Email,2025-03-09,New Customers,7821.52,326557,6108,1463,260376.64
200945,Email,2025-08-22,Returning,14876.65,272495,6819,464,37249.63
200946,Email,2025-12-12,Returning,6604.17,472138,2141,1473,255872.42
200947,Display,2025-01-10,New Customers,14444.2,17483,28442,823,121586.66
200948,Affiliate,2025-02-20,New Customers,6594.8,108038,8703,812,53928.78
200949,Social Media,2025-07-17,New Customers,17022.24,272984,16998,1783,93448.7
200950,Affiliate,2025-06-21,High Value,19631.51,428650,26142,778,80003.75
200951,Search,2025-01-26,New Customers,13326.82,295173,1222,619,88736.14
200952,Social Media,2025-07-22,High Value,10991.84,27230,9761,1077,148612.9
200953,Display,2025-12-01,Dormant,9467.92,116324,18978,1171,145228.08
200954,Social Media,2025-05-01,Returning,18619.18,288064,3702,1714,211812.25
200955,Social Media,2025-08-24,High Value,9036.08,293193,17385,1971,74998.53
200956,Social Media,2025-04-18,High Value,16296.81,409845,23086,1407,54862.94
200957,Email,2025-04-01,Returning,575.46,376963,16272,1612,178026.95
200958,Search,2025-01-30,High Value,17902.48,135757,24745,108,14073.19
200959,Display,2025-07-18,High Value,8041.52,415358,24629,127,20316.94
200960,Search,2025-08-17,New Customers,5930.85,210361,9810,1848,292105.73
200961,Email,2025-05-23,Returning,3442.11,234911,26145,1700,369320.43
200962,Display,2025-03-21,High Value,1894.55,336841,3249,1059,113824.25
200963,Email,2025-05-03,Dormant,17703.23,309523,27761,1194,69787.46
200964,Display,2025-08-23,New Customers,6968.14,200193,1316,827,74992.84
200965,Display,2025-03-25,Returning,19462.91,33036,14873,903,159661.78
200966,Affiliate,2025-04-23,Dormant,8708.37,421745,10720,436,34929.59
200967,Email,2025-12-24,Returning,18981.19,327126,23839,743,138372.35
200968,Search,2025-12-06,Returning,13336.81,240212,11097,1425,262371.66
200969,Email,2025-11-22,Returning,3503.43,140689,6065,511,62241.85
200970,Email,2025-12-30,High Value,6466.57,482717,29826,1156,196593.22
200971,Email,2025-04-14,Returning,18848.78,362104,27280,702,128622.44
200972,Affiliate,2025-05-28,Returning,8868.18,204020,23853,1267,214589.05
200973,Affiliate,2025-07-16,Returning,1594.53,332558,10057,1582,146899.66
200974,Affiliate,2025-11-05,High Value,7135.68,369629,23464,173,11492.2
200975,Affiliate,2025-07-22,New Customers,17586.74,27531,17075,254,14492.89
200976,Email,2025-05-10,High Value,19952.42,325065,21623,1427,304284.96
200977,Search,2025-06-07,High Value,1078.14,310336,10259,1438,75465.44
200978,Social Media,2025-05-16,High Value,9685.16,262111,14329,656,76464.0
200979,Email,2025-10-23,Returning,5296.48,112289,28212,768,41319.19
200980,Search,2025-05-16,New Customers,19640.68,9629,4373,733,133433.45
200981,Social Media,2025-05-25,Dormant,7988.06,392012,4117,1760,241701.15
200982,Social Media,2025-08-19,Returning,18705.77,476241,20332,663,44757.08
200983,Affiliate,2025-04-09,Dormant,12407.06,311166,6857,461,97982.94
200984,Social Media,2025-01-30,Dormant,17890.61,22981,21581,1127,216323.57
200985,Search,2025-07-16,New Customers,19007.8,483994,13612,433,25325.39
200986,Affiliate,2025-03-05,New Customers,2545.02,350768,14770,296,54895.18
200987,Email,2025-02-05,High Value,4433.88,267165,12567,1060,202690.58
200988,Email,2025-03-20,Dormant,5674.29,53666,14737,1223,217428.42
200989,Affiliate,2025-06-26,High Value,10935.99,133641,12465,1161,116056.28
200990,Affiliate,2025-03-22,Dormant,5203.43,286364,26156,320,26386.0
200991,Social Media,2025-07-24,High Value,18708.59,178144,2796,1784,235684.34
200992,Social Media,2025-01-24,New Customers,4025.48,283549,8708,1110,136236.71
200993,Search,2025-04-17,Dormant,3834.88,269072,21660,686,98082.84
200994,Affiliate,2025-08-28,Dormant,3456.76,94758,21336,380,42684.55
200995,Email,2025-05-12,New Customers,9001.83,410164,5986,1335,98773.67
200996,Search,2025-08-27,Dormant,1381.98,326024,20226,1491,209469.23
200997,Email,2025-04-20,High Value,13761.34,458134,28717,1245,167393.87
200998,Email,2025-03-18,High Value,5349.59,379941,5982,918,186404.18
200999,Search,2025-05-17,Dormant,18702.7,393173,394,459,70004.51
201000,Email,2025-10-09,Dormant,4005.28,255346,1064,1306,231624.99
201001,Affiliate,2025-10-30,High Value,2037.62,125353,9013,220,25085.48
201002,Affiliate,2025-08-22,New Customers,8347.67,134688,22296,39,7298.87
201003,Search,2025-06-14,New Customers,5282.61,175424,20932,538,49651.44
201004,Email,2025-04-17,High Value,17447.32,290728,17876,927,200150.52
201005,Email,2025-09-24,New Customers,10646.94,288732,437,1414,262864.96
201006,Social Media,2025-05-03,New Customers,9796.04,134247,3613,1857,66497.02
201007,Display,2025-03-24,Dormant,15675.94,344471,18863,719,133962.69
201008,Search,2025-10-06,Returning,13226.46,167884,25148,1278,171937.86
201009,Email,2025-06-24,High Value,687.63,338466,17315,641,91220.16
201010,Search,2025-11-14,Returning,13866.24,340257,25561,627,137746.17
201011,Social Media,2025-11-28,High Value,14391.75,460613,25726,1438,241228.26
201012,Search,2025-02-08,New Customers,3899.86,76698,8908,1419,83870.82
201013,Affiliate,2025-11-12,New Customers,14332.94,493213,344,215,37517.84
201014,Email,2025-04-20,Dormant,19880.1,331601,1900,1641,118003.85
201015,Social Media,2025-12-01,Dormant,6234.08,190331,788,343,71331.39
201016,Affiliate,2025-10-19,New Customers,1252.15,445782,26915,718,60163.38
201017,Display,2025-03-18,Dormant,17083.16,95337,28976,1267,152575.42
201018,Display,2025-11-24,Dormant,4495.88,58853,21154,995,184444.5
201019,Search,2025-12-10,High Value,15679.03,491178,25300,1861,397104.14
201020,Email,2025-06-08,Dormant,8437.67,79893,7673,469,30046.57
201021,Display,2025-06-17,New Customers,18124.82,288478,12389,1358,64875.5
201022,Social Media,2025-03-01,New Customers,18868.56,337144,17162,1320,239136.67
201023,Email,2025-12-15,New Customers,8223.36,334350,3100,665,129412.72
201024,Social Media,2025-08-23,Dormant,19627.08,178165,19411,917,134231.55
201025,Social Media,2025-02-06,Dormant,1041.58,21601,6450,686,45693.1
201026,Social Media,2025-09-08,Returning,11595.72,461284,24314,944,60489.45
201027,Display,2025-03-02,New Customers,14906.17,424887,1441,943,113358.19
201028,Search,2025-05-26,Dormant,8841.58,186597,29552,1735,122962.3
201029,Display,2025-11-06,Returning,13345.21,466869,29660,1271,126031.33
201030,Display,2025-10-14,New Customers,6494.42,156149,14544,1334,242719.02
201031,Search,2025-03-20,New Customers,2009.5,106462,2450,794,43324.96
201032,Affiliate,2025-06-14,New Customers,16780.75,86609,28272,866,78963.39
201033,Social Media,2025-12-06,High Value,6279.04,320630,8986,1281,138826.18
201034,Affiliate,2025-12-14,New Customers,4315.12,269473,12542,1462,112692.13
201035,Social Media,2025-03-09,New Customers,4397.63,402045,29901,1064,176682.85
201036,Affiliate,2025-07-29,Returning,16539.93,234265,14388,1609,195860.56
201037,Social Media,2025-12-18,New Customers,1781.87,35656,13826,1287,270431.05
201038,Search,2025-03-28,High Value,10208.95,497546,957,197,19281.04
201039,Search,2025-03-03,Dormant,4288.9,311792,21113,597,123114.48
201040,Search,2025-03-20,New Customers,13209.53,468900,24652,501,70205.01
201041,Email,2025-08-24,Dormant,16080.63,147724,6275,314,42285.4
201042,Social Media,2025-09-20,High Value,11452.18,48844,27043,1208,94764.93
201043,Search,2025-06-08,Returning,12490.05,11286,1145,1050,220854.6
201044,Affiliate,2025-09-12,Returning,12657.49,347617,22305,991,93046.46
201045,Email,2025-12-18,Dormant,11673.61,473249,1087,1061,144428.71
201046,Email,2025-02-09,Dormant,4771.93,278443,21594,409,85397.0
201047,Search,2025-03-19,Dormant,13243.45,66430,19021,133,25585.09
201048,Display,2025-12-05,High Value,15597.42,454018,5266,1160,106865.26
201049,Search,2025-06-27,Dormant,16570.37,269025,24676,1709,314372.6
201050,Display,2025-03-21,Dormant,2047.77,375417,19495,1162,187019.13
201051,Search,2025-07-12,Dormant,8255.29,311460,3635,544,22398.78
201052,Social Media,2025-01-25,High Value,7699.7,327470,15630,464,58547.11
201053,Affiliate,2025-05-16,High Value,18507.49,229499,11706,1905,215550.04
201054,Display,2025-10-22,High Value,13359.48,169373,20617,1022,160351.59
201055,Display,2025-06-09,High Value,9719.15,13893,9740,475,78385.97
201056,Email,2025-09-21,High Value,19213.29,21320,19015,239,39517.56
201057,Display,2025-05-21,New Customers,3635.63,167267,23025,16,1921.4
201058,Social Media,2025-07-14,Dormant,7550.17,48821,6478,110,23127.53
201059,Affiliate,2025-07-13,High Value,12766.66,97518,6606,1204,57966.72
201060,Display,2025-12-31,New Customers,10447.13,296026,18022,1214,188211.88
201061,Email,2025-01-04,Dormant,12016.39,466054,16292,629,73112.11
201062,Affiliate,2025-10-06,Returning,15352.41,171504,28047,1841,143626.59
201063,Display,2025-10-17,High Value,14073.74,158588,16243,293,17663.03
201064,Social Media,2025-11-23,Returning,13313.84,365958,22763,1177,141892.28
201065,Social Media,2025-04-04,New Customers,14448.98,331219,3620,891,81512.05
201066,Affiliate,2025-07-05,High Value,15739.88,176701,19640,109,8236.08
201067,Email,2025-11-25,Dormant,4604.63,313457,13729,1277,53274.54
201068,Social Media,2025-10-02,New Customers,13919.52,377101,1893,1342,124629.8
201069,Search,2025-05-17,Dormant,13457.41,373246,21689,1004,208237.13
201070,Search,2025-01-23,High Value,14247.73,46442,20379,1631,219541.77
201071,Display,2025-07-22,High Value,5266.43,482322,26935,1078,85875.25
201072,Social Media,2025-01-13,High Value,5984.21,207496,14324,1380,297407.84
201073,Search,2025-11-24,Dormant,15532.81,328136,7456,5,777.33
201074,Display,2025-10-02,High Value,7870.96,232206,6751,548,70588.49
201075,Display,2025-01-05,Dormant,18498.95,427651,22890,1223,254010.46
201076,Display,2025-05-30,New Customers,2717.31,228068,13752,101,18128.7
201077,Email,2025-09-18,New Customers,3863.35,224553,24453,1413,188630.95
201078,Display,2025-12-02,Dormant,4114.31,389134,12703,540,19604.37
201079,Email,2025-10-09,Dormant,6066.72,470566,8313,1175,131127.78
201080,Search,2025-04-27,Dormant,18062.35,76803,13305,918,167937.93
201081,Display,2025-03-21,Returning,7843.87,111807,5624,1124,98582.41
201082,Search,2025-05-05,High Value,9497.72,354312,21088,432,19468.83
201083,Social Media,2025-11-01,Dormant,8744.32,263404,13424,1418,209169.26
201084,Email,2025-05-20,Returning,16233.86,22561,2384,213,42902.73
201085,Search,2025-12-18,Returning,7837.98,209785,10025,16,3486.8
201086,Display,2025-04-10,Returning,16733.71,24740,19170,1702,95651.38
201087,Search,2025-04-02,Dormant,9898.04,252458,12431,1960,417433.53
201088,Display,2025-05-04,New Customers,5244.64,30636,8194,107,11339.53
201089,Affiliate,2025-09-04,Returning,8900.52,206481,8572,196,33893.93
201090,Email,2025-08-24,High Value,8235.3,419404,28099,70,5093.92
201091,Social Media,2025-01-04,Dormant,5211.6,375653,17562,1432,228300.42
201092,Search,2025-12-25,High Value,2887.17,234489,14163,984,156676.05
201093,Search,2025-12-25,High Value,16905.82,488331,6022,1724,150349.58
201094,Affiliate,2025-04-03,Returning,10554.11,120398,17327,1459,171318.17
201095,Display,2025-10-08,Returning,5234.7,427645,3251,1579,176378.67
201096,Social Media,2025-08-15,Returning,8809.59,448006,19884,315,49196.01
201097,Display,2025-06-01,Dormant,12314.34,126458,15152,1085,234116.91
201098,Display,2025-07-03,High Value,14534.9,228676,24160,311,43685.97
201099,Search,2025-10-02,New Customers,12592.43,21851,11709,1604,217675.83
201100,Search,2025-10-06,Returning,5062.54,23267,3674,356,34723.13
201101,Search,2025-12-17,New Customers,2652.79,196110,11762,903,144835.9
201102,Email,2025-03-24,Returning,1938.29,420920,24999,94,18003.59
201103,Email,2025-04-06,Dormant,2606.45,82500,11156,941,50111.94
201104,Search,2025-07-24,Dormant,7242.36,135189,19245,208,16567.3
201105,Display,2025-02-15,New Customers,7421.72,244303,25619,1846,267143.32
201106,Social Media,2025-05-26,High Value,19574.99,397855,9359,1671,84457.44
201107,Social Media,2025-07-08,High Value,940.81,89530,7817,928,92165.86
201108,Display,2025-03-12,Returning,12829.43,245117,14547,1229,152038.97
201109,Affiliate,2025-02-14,Returning,10467.74,121766,14703,478,87987.48
201110,Display,2025-08-04,High Value,3340.75,215682,1439,1930,255573.1
201111,Social Media,2025-05-01,New Customers,18999.39,266249,9529,1289,135749.64
201112,Affiliate,2025-01-17,New Customers,16314.86,446287,5129,1229,76526.51
201113,Affiliate,2025-11-25,High Value,4806.65,135138,24355,955,69188.34
201114,Social Media,2025-10-17,Returning,6192.91,58418,26206,1522,199158.56
201115,Affiliate,2025-04-09,Returning,4401.22,282756,21953,358,65822.6
201116,Email,2025-02-19,Dormant,6514.45,497631,20594,542,58985.1
201117,Search,2025-05-19,Returning,4944.5,142906,18311,317,24454.75
201118,Affiliate,2025-12-10,High Value,5527.88,206157,6824,259,27223.9
201119,Affiliate,2025-06-19,Returning,10573.58,439954,20308,1850,83674.77
201120,Email,2025-04-04,Returning,7081.87,253496,17959,450,59940.56
201121,Email,2025-08-01,New Customers,10051.84,400791,7357,103,5020.2
201122,Display,2025-02-04,Dormant,1098.05,495611,5390,453,87083.6
201123,Social Media,2025-02-28,High Value,14959.0,405092,28022,72,12686.49
201124,Display,2025-05-20,Returning,18601.44,206896,27313,895,147779.18
201125,Social Media,2025-01-12,High Value,19930.78,444197,1470,977,205012.55
201126,Email,2025-01-28,Dormant,4411.53,73012,18651,876,174757.22
201127,Search,2025-08-09,New Customers,7988.45,344654,21769,953,33835.5
201128,Social Media,2025-06-23,Dormant,19486.41,19863,29053,1561,279656.41
201129,Social Media,2025-12-31,High Value,4636.42,317547,14029,1624,232683.52
201130,Email,2025-10-23,High Value,11019.49,166182,21818,1672,193234.39
201131,Affiliate,2025-12-21,New Customers,16085.97,192402,25037,100,8812.82
201132,Display,2025-10-12,High Value,1055.65,438362,8789,671,47833.69
201133,Search,2025-05-08,Returning,2549.22,6357,22548,1373,272176.99
201134,Social Media,2025-05-24,High Value,4332.92,152193,11680,1355,138436.87
201135,Affiliate,2025-09-13,Returning,9383.4,438614,23129,1457,171800.3
201136,Email,2025-10-29,Dormant,796.58,434575,5424,866,144541.88
201137,Social Media,2025-08-08,New Customers,8909.7,489107,9967,347,62591.72
201138,Affiliate,2025-07-12,Returning,3649.53,108402,20296,1057,159282.01
201139,Display,2025-10-12,Returning,17069.9,343775,18891,1149,129395.86
201140,Email,2025-02-21,New Customers,9983.62,168900,3975,701,32846.11
201141,Affiliate,2025-02-09,Returning,1888.58,154413,4134,1177,174387.9
201142,Affiliate,2025-01-06,Returning,9525.33,283198,19367,1509,289065.82
201143,Social Media,2025-10-10,High Value,9864.83,189972,20482,1622,70442.72
201144,Display,2025-06-14,Dormant,6344.02,51545,18316,1311,131548.76
201145,Email,2025-09-20,Dormant,7671.45,249444,11007,1746,141103.41
201146,Email,2025-03-18,Returning,19426.12,321733,7755,556,75036.95
201147,Display,2025-06-25,New Customers,5320.61,234395,28462,1018,37670.78
201148,Search,2025-08-24,High Value,13693.43,78269,18450,419,83077.36
201149,Social Media,2025-05-22,High Value,13390.51,64233,1563,1774,321908.8
201150,Affiliate,2025-12-01,Returning,8735.58,199626,25422,268,14545.28
201151,Social Media,2025-09-12,High Value,18676.83,345349,19507,1665,333171.03
201152,Display,2025-06-26,New Customers,15506.12,55878,17225,967,171122.7
