CustomerID,TenureMonths,ContractType,MonthlyCharges,TotalCharges,InternetService,TechSupport,PaymentMethod,SeniorCitizen,ChurnFlag
C701341,0,Month-to-month,102.21,0.0,Fiber,Yes,Bank Transfer,0,False
C701342,18,Month-to-month,46.22,837.51,None,No,Bank Transfer,0,True
C701343,67,Month-to-month,76.1,4784.35,None,No,Electronic Check,0,False
C701344,60,One year,72.42,4773.18,DSL,No,Bank Transfer,0,False
C701345,0,Two year,116.6,0.0,DSL,No,Mailed Check,0,False
C701346,46,Month-to-month,148.87,6262.3,Fiber,No,Credit Card,0,False
C701347,21,Month-to-month,125.57,2406.7,Fiber,No,Bank Transfer,0,False
C701348,1,Month-to-month,40.76,37.61,Fiber,Yes,Electronic Check,0,False
C701349,24,Month-to-month,103.52,2782.32,DSL,No,Credit Card,0,False
C701350,1,One year,127.94,139.72,Fiber,No,Mailed Check,1,False
C701351,28,One year,48.59,1226.62,Fiber,No,Bank Transfer,0,False
C701352,28,Month-to-month,105.82,3022.32,DSL,Yes,Mailed Check,1,True
C701353,0,Two year,117.23,0.0,DSL,No,Bank Transfer,0,False
C701354,26,Two year,43.4,1113.74,Fiber,No,Bank Transfer,0,False
C701355,26,Month-to-month,126.18,2816.09,DSL,No,Electronic Check,0,True
C701356,58,Month-to-month,55.05,3153.88,DSL,No,Electronic Check,0,False
C701357,47,Two year,75.15,3819.5,Fiber,No,Electronic Check,0,True
C701358,1,One year,131.11,113.45,DSL,No,Electronic Check,0,True
C701359,43,Two year,117.11,4359.63,Fiber,No,Credit Card,0,False
C701360,14,Month-to-month,139.79,1996.64,DSL,No,Electronic Check,1,True
C701361,14,Month-to-month,85.78,1331.18,DSL,No,Bank Transfer,0,False
C701362,28,Month-to-month,120.08,3403.53,Fiber,No,Bank Transfer,0,True
C701363,21,One year,78.67,1524.52,Fiber,No,Bank Transfer,0,True
C701364,24,Month-to-month,30.53,733.47,Fiber,No,Bank Transfer,0,True
C701365,55,Month-to-month,145.65,7890.6,Fiber,No,Electronic Check,0,False
C701366,21,Month-to-month,104.26,2251.55,DSL,Yes,Electronic Check,0,True
C701367,41,Month-to-month,98.81,3594.28,DSL,No,Bank Transfer,0,False
C701368,27,Two year,41.58,1256.2,None,Yes,Mailed Check,0,False
C701369,63,One year,119.9,7034.46,Fiber,Yes,Bank Transfer,0,False
C701370,47,One year,102.93,4291.32,Fiber,Yes,Bank Transfer,0,False
C701371,30,One year,141.46,4864.46,Fiber,No,Credit Card,0,False
C701372,30,One year,75.66,2120.63,Fiber,No,Bank Transfer,0,False
C701373,13,One year,145.12,1909.05,Fiber,No,Credit Card,0,False
C701374,49,Month-to-month,111.47,5819.42,DSL,No,Electronic Check,0,True
C701375,3,Two year,35.47,93.84,Fiber,Yes,Credit Card,0,False
C701376,36,Two year,93.55,3195.77,None,No,Bank Transfer,0,False
C701377,20,One year,112.47,2108.23,None,Yes,Credit Card,0,True
C701378,64,Two year,27.72,1669.35,None,Yes,Credit Card,0,False
C701379,52,Month-to-month,53.22,3067.36,Fiber,No,Credit Card,0,False
C701380,27,Month-to-month,21.55,667.19,Fiber,Yes,Bank Transfer,0,False
C701381,15,Two year,33.33,551.75,DSL,No,Bank Transfer,0,False
C701382,19,Month-to-month,69.73,1254.79,Fiber,No,Mailed Check,0,False
C701383,9,Month-to-month,94.85,979.22,Fiber,Yes,Electronic Check,0,True
C701384,1,Month-to-month,99.46,104.22,None,No,Bank Transfer,1,True
C701385,7,One year,67.96,449.1,Fiber,No,Electronic Check,0,False
C701386,63,Month-to-month,66.11,3997.41,Fiber,No,Credit Card,0,False
C701387,50,Two year,144.06,6967.85,DSL,No,Electronic Check,0,True
C701388,63,Month-to-month,36.45,2359.43,None,Yes,Mailed Check,0,False
C701389,69,Month-to-month,98.77,7655.28,DSL,Yes,Mailed Check,1,False
C701390,59,One year,104.02,5734.19,DSL,No,Credit Card,0,False
C701391,67,Month-to-month,72.08,4856.55,DSL,No,Credit Card,0,False
C701392,53,One year,121.67,5959.02,DSL,No,Mailed Check,0,False
C701393,14,Two year,116.89,1415.28,None,Yes,Electronic Check,0,True
C701394,9,Month-to-month,20.84,207.67,DSL,Yes,Bank Transfer,0,True
C701395,60,Two year,131.83,7771.84,None,Yes,Electronic Check,0,False
C701396,58,One year,86.91,5189.79,DSL,No,Electronic Check,0,False
C701397,26,One year,97.11,2659.11,Fiber,No,Bank Transfer,0,False
C701398,13,Month-to-month,142.77,1689.08,None,No,Credit Card,0,True
C701399,12,Month-to-month,144.87,1799.31,DSL,No,Bank Transfer,1,False
C701400,35,Two year,89.88,2938.19,None,No,Mailed Check,0,False
C701401,48,Two year,70.33,3354.54,DSL,No,Bank Transfer,0,False
C701402,54,One year,47.57,2945.45,None,Yes,Mailed Check,1,False
C701403,37,Month-to-month,90.46,2893.6,DSL,Yes,Mailed Check,1,False
C701404,38,Month-to-month,104.98,3620.88,DSL,Yes,Bank Transfer,0,False
C701405,57,Two year,29.07,1801.35,Fiber,No,Mailed Check,0,True
C701406,56,Month-to-month,53.23,2734.37,None,Yes,Mailed Check,0,False
C701407,60,Two year,21.96,1195.92,Fiber,Yes,Credit Card,0,False
C701408,26,One year,72.43,1858.42,None,No,Bank Transfer,0,False
C701409,19,One year,94.48,1924.76,Fiber,Yes,Mailed Check,0,False
C701410,64,Month-to-month,117.7,8456.85,None,No,Electronic Check,0,False
C701411,65,Two year,80.13,4915.44,Fiber,No,Credit Card,0,False
C701412,51,Month-to-month,76.34,3811.89,Fiber,Yes,Electronic Check,1,False
C701413,49,Month-to-month,26.34,1271.45,Fiber,No,Mailed Check,0,True
C701414,9,Two year,131.85,1262.97,Fiber,No,Credit Card,0,False
C701415,18,Two year,136.58,2529.28,DSL,No,Electronic Check,0,True
C701416,22,One year,141.34,3233.52,DSL,Yes,Credit Card,0,False
C701417,23,One year,148.74,3085.31,DSL,No,Electronic Check,1,False
C701418,10,Month-to-month,100.71,949.51,Fiber,Yes,Bank Transfer,0,True
C701419,32,Month-to-month,133.56,4872.74,DSL,No,Credit Card,1,True
C701420,13,Two year,55.69,750.43,DSL,No,Mailed Check,0,False
C701421,30,Month-to-month,20.37,559.54,Fiber,No,Electronic Check,0,False
C701422,16,Month-to-month,120.53,2146.37,DSL,No,Mailed Check,1,True
C701423,6,Month-to-month,93.82,493.96,Fiber,No,Credit Card,0,True
C701424,69,One year,142.56,11238.6,Fiber,Yes,Bank Transfer,0,True
C701425,62,Month-to-month,82.15,5661.16,Fiber,Yes,Mailed Check,0,False
C701426,60,Month-to-month,75.26,4250.88,Fiber,No,Mailed Check,0,True
C701427,44,One year,66.8,2815.52,DSL,No,Credit Card,0,False
C701428,63,Month-to-month,60.47,4003.89,Fiber,Yes,Mailed Check,0,False
C701429,7,Month-to-month,142.25,914.44,DSL,No,Electronic Check,0,False
C701430,5,Month-to-month,31.18,144.17,Fiber,No,Bank Transfer,0,False
C701431,61,Month-to-month,79.78,4420.08,Fiber,Yes,Electronic Check,0,False
C701432,13,Month-to-month,57.02,636.95,DSL,No,Credit Card,0,False
C701433,62,Month-to-month,132.43,7644.5,Fiber,No,Bank Transfer,0,False
C701434,11,Month-to-month,142.36,1743.63,DSL,Yes,Credit Card,0,False
C701435,24,One year,48.51,1253.58,Fiber,No,Electronic Check,0,False
C701436,23,Month-to-month,64.14,1441.75,Fiber,Yes,Bank Transfer,0,False
C701437,64,Month-to-month,99.35,5810.36,Fiber,No,Mailed Check,1,False
C701438,21,Month-to-month,138.62,2947.11,DSL,Yes,Electronic Check,0,False
C701439,61,Two year,73.55,4265.89,DSL,No,Electronic Check,0,False
C701440,21,Month-to-month,67.2,1590.52,DSL,Yes,Credit Card,0,False
C701441,71,Month-to-month,64.78,5155.53,DSL,Yes,Mailed Check,0,True
C701442,18,Two year,71.71,1199.65,DSL,No,Mailed Check,1,True
C701443,2,Two year,38.89,71.46,Fiber,Yes,Bank Transfer,0,False
C701444,36,Two year,46.68,1572.89,Fiber,Yes,Bank Transfer,0,False
C701445,68,Month-to-month,84.16,4996.97,Fiber,No,Bank Transfer,0,False
C701446,30,Month-to-month,71.32,2243.72,Fiber,Yes,Bank Transfer,0,True
C701447,58,Month-to-month,26.09,1500.76,Fiber,No,Bank Transfer,0,True
C701448,33,Two year,133.05,3754.71,Fiber,No,Bank Transfer,0,False
C701449,47,One year,21.77,1172.66,DSL,No,Credit Card,0,False
C701450,21,Month-to-month,82.27,1529.82,Fiber,Yes,Bank Transfer,1,False
C701451,52,One year,132.97,7230.15,Fiber,No,Bank Transfer,0,False
C701452,13,One year,89.08,1247.96,DSL,No,Credit Card,0,False
C701453,2,Month-to-month,102.57,211.03,Fiber,Yes,Electronic Check,0,True
C701454,4,Month-to-month,68.02,293.35,DSL,No,Electronic Check,0,False
C701455,68,Month-to-month,63.55,4432.99,DSL,No,Electronic Check,0,True
C701456,31,Month-to-month,149.83,4392.73,DSL,No,Mailed Check,0,True
C701457,53,Month-to-month,142.08,8312.83,DSL,Yes,Electronic Check,0,False
C701458,65,Month-to-month,73.71,4503.94,DSL,Yes,Mailed Check,0,False
C701459,4,One year,100.49,372.56,DSL,Yes,Credit Card,0,False
C701460,30,Two year,51.41,1428.5,DSL,No,Mailed Check,0,False
C701461,43,Month-to-month,116.55,5245.04,Fiber,No,Electronic Check,1,False
C701462,25,Month-to-month,24.76,706.96,None,Yes,Electronic Check,0,True
C701463,48,Two year,93.91,4569.66,Fiber,Yes,Bank Transfer,0,False
C701464,31,One year,128.39,4248.65,Fiber,Yes,Electronic Check,0,False
C701465,1,Month-to-month,32.42,35.54,Fiber,No,Bank Transfer,0,True
C701466,20,Month-to-month,141.8,2946.9,Fiber,No,Electronic Check,0,True
C701467,42,Month-to-month,81.47,2940.4,DSL,No,Bank Transfer,0,False
C701468,29,Month-to-month,77.47,2340.64,Fiber,No,Credit Card,1,False
C701469,6,One year,76.81,516.68,Fiber,No,Credit Card,0,False
C701470,64,One year,27.84,1817.43,DSL,Yes,Bank Transfer,0,False
C701471,39,Month-to-month,93.81,3703.42,DSL,No,Electronic Check,0,False
C701472,7,Month-to-month,94.17,732.6,None,Yes,Electronic Check,0,False
C701473,70,Month-to-month,35.95,2699.75,DSL,Yes,Mailed Check,0,True
C701474,6,One year,51.88,306.16,Fiber,No,Mailed Check,0,False
C701475,37,One year,73.14,3029.24,None,No,Electronic Check,0,False
C701476,0,One year,90.81,0.0,DSL,No,Credit Card,0,False
C701477,17,Month-to-month,58.14,1081.57,None,No,Credit Card,0,True
C701478,11,One year,56.76,570.44,Fiber,No,Credit Card,0,False
C701479,58,Month-to-month,40.19,1998.21,Fiber,Yes,Mailed Check,0,False
C701480,66,Month-to-month,108.68,6429.97,Fiber,No,Credit Card,0,True
C701481,47,Two year,41.64,2244.53,DSL,No,Credit Card,0,False
C701482,12,Month-to-month,45.41,531.05,DSL,No,Electronic Check,0,True
C701483,0,Month-to-month,132.02,0.0,DSL,Yes,Bank Transfer,0,True
C701484,11,Month-to-month,81.54,797.71,DSL,No,Mailed Check,1,False
C701485,47,One year,33.44,1765.57,DSL,No,Credit Card,0,False
C701486,53,One year,128.16,7566.0,Fiber,No,Mailed Check,0,False
C701487,28,Two year,115.13,3566.15,DSL,No,Mailed Check,0,False
C701488,26,One year,92.58,2537.55,Fiber,Yes,Electronic Check,1,False
C701489,26,One year,111.16,2631.55,DSL,Yes,Mailed Check,1,False
C701490,42,One year,58.05,2288.39,None,Yes,Mailed Check,0,False
C701491,15,One year,99.87,1331.99,Fiber,Yes,Mailed Check,1,False
C701492,39,One year,121.27,4695.08,None,Yes,Mailed Check,0,False
C701493,36,Month-to-month,116.76,4721.77,Fiber,Yes,Bank Transfer,0,False
C701494,68,Month-to-month,138.37,8795.0,Fiber,Yes,Bank Transfer,0,False
C701495,59,Two year,51.12,2663.22,DSL,Yes,Bank Transfer,0,False
C701496,43,One year,140.82,5291.63,DSL,No,Mailed Check,0,True
C701497,31,Month-to-month,43.46,1314.15,DSL,No,Mailed Check,0,True
C701498,63,Month-to-month,22.79,1274.19,DSL,No,Electronic Check,1,True
C701499,16,Month-to-month,27.12,441.83,Fiber,No,Credit Card,0,False
C701500,39,Month-to-month,71.7,2920.4,DSL,Yes,Bank Transfer,0,True
C701501,48,Two year,82.65,4447.77,DSL,No,Mailed Check,1,False
C701502,29,Month-to-month,34.23,924.77,Fiber,No,Bank Transfer,1,False
C701503,8,Month-to-month,67.61,509.05,Fiber,No,Credit Card,0,True
C701504,46,Two year,53.63,2215.18,None,No,Electronic Check,0,False
C701505,22,Two year,128.49,2847.76,DSL,No,Credit Card,0,False
C701506,63,Month-to-month,104.36,6292.05,DSL,No,Mailed Check,0,False
C701507,8,Two year,105.71,909.29,DSL,No,Mailed Check,0,False
C701508,27,Two year,34.02,880.52,DSL,No,Electronic Check,1,True
C701509,11,Two year,118.51,1166.86,Fiber,No,Mailed Check,0,False
C701510,53,Month-to-month,67.91,3107.17,None,No,Electronic Check,0,True
C701511,45,Two year,132.58,6307.33,Fiber,No,Electronic Check,1,True
C701512,54,Month-to-month,118.82,6095.0,Fiber,No,Mailed Check,0,False
C701513,5,Month-to-month,123.04,625.4,Fiber,No,Credit Card,1,True
C701514,58,Two year,114.81,5718.1,DSL,Yes,Mailed Check,0,False
C701515,34,One year,58.8,2231.69,Fiber,No,Bank Transfer,0,False
C701516,37,Two year,28.95,1064.06,DSL,Yes,Bank Transfer,0,False
C701517,30,Month-to-month,119.78,4027.37,Fiber,Yes,Credit Card,0,False
C701518,52,Two year,40.89,1844.85,None,Yes,Credit Card,0,False
C701519,8,Month-to-month,74.3,515.16,DSL,Yes,Credit Card,0,False
C701520,16,Month-to-month,20.3,354.13,DSL,No,Electronic Check,0,True
C701521,12,Month-to-month,97.0,1220.35,Fiber,No,Bank Transfer,0,False
C701522,33,Month-to-month,84.77,2853.59,Fiber,Yes,Electronic Check,0,False
C701523,35,Month-to-month,66.73,2219.4,Fiber,Yes,Mailed Check,0,False
C701524,61,Month-to-month,21.64,1218.92,DSL,No,Mailed Check,0,False
C701525,65,One year,73.9,4362.98,Fiber,Yes,Mailed Check,0,False
C701526,59,Two year,133.73,8964.75,Fiber,No,Electronic Check,0,False
C701527,17,Month-to-month,138.78,2048.11,DSL,Yes,Credit Card,0,False
C701528,53,Month-to-month,100.34,5483.38,DSL,No,Mailed Check,0,False
C701529,7,Month-to-month,100.83,804.99,None,No,Bank Transfer,0,True
C701530,31,One year,112.2,3200.14,DSL,No,Credit Card,0,False
C701531,0,Month-to-month,83.62,0.0,Fiber,No,Credit Card,0,False
C701532,12,One year,45.28,501.25,Fiber,No,Mailed Check,0,False
C701533,0,Two year,128.32,0.0,DSL,No,Electronic Check,0,False
C701534,19,Month-to-month,97.91,1894.23,DSL,No,Bank Transfer,0,False
C701535,59,Month-to-month,57.53,3562.36,DSL,Yes,Electronic Check,0,False
C701536,59,Month-to-month,85.08,5497.54,Fiber,Yes,Mailed Check,1,True
C701537,52,Month-to-month,60.24,2723.27,DSL,No,Credit Card,0,False
C701538,30,Month-to-month,121.64,3889.08,Fiber,No,Credit Card,0,False
C701539,41,Month-to-month,140.01,5220.39,Fiber,No,Credit Card,0,True
C701540,7,Month-to-month,115.47,928.41,DSL,Yes,Mailed Check,0,False
C701541,48,One year,101.8,4821.15,Fiber,Yes,Credit Card,0,True
C701542,37,Month-to-month,53.39,1941.55,Fiber,No,Bank Transfer,0,True
C701543,11,Month-to-month,100.95,966.01,Fiber,No,Mailed Check,0,False
C701544,61,Month-to-month,44.82,2598.83,DSL,Yes,Credit Card,1,False
C701545,60,Two year,27.3,1590.45,DSL,No,Bank Transfer,0,False
C701546,20,Month-to-month,129.7,2552.24,Fiber,No,Mailed Check,0,False
C701547,68,Two year,100.64,6553.95,None,Yes,Electronic Check,0,False
C701548,6,One year,72.89,400.9,None,No,Mailed Check,0,False
C701549,23,Month-to-month,109.05,2383.31,Fiber,No,Bank Transfer,0,True
C701550,28,Month-to-month,135.79,3519.27,Fiber,No,Mailed Check,0,True
C701551,34,Two year,123.4,4452.86,Fiber,No,Bank Transfer,0,False
C701552,56,Two year,37.43,2123.51,None,Yes,Credit Card,0,False
C701553,38,Two year,32.47,1086.46,Fiber,Yes,Mailed Check,1,False
C701554,16,Month-to-month,116.46,1779.88,Fiber,No,Electronic Check,0,False
C701555,36,Month-to-month,26.83,1028.06,Fiber,No,Electronic Check,0,True
C701556,54,Month-to-month,134.92,6612.47,Fiber,Yes,Credit Card,1,False
C701557,11,One year,81.46,1026.45,DSL,Yes,Mailed Check,1,False
C701558,3,Month-to-month,62.89,208.24,Fiber,Yes,Electronic Check,1,False
C701559,60,Month-to-month,54.89,3396.37,DSL,Yes,Credit Card,0,False
C701560,20,Two year,132.73,2996.42,None,Yes,Mailed Check,0,False
C701561,58,Month-to-month,96.1,5680.69,Fiber,No,Electronic Check,0,False
C701562,53,Two year,100.49,5394.54,Fiber,No,Mailed Check,1,False
C701563,17,Month-to-month,27.43,423.69,None,Yes,Electronic Check,1,True
C701564,69,Month-to-month,100.64,6954.58,DSL,No,Bank Transfer,0,True
C701565,38,Month-to-month,91.67,3930.55,Fiber,Yes,Electronic Check,1,True
C701566,31,Two year,42.21,1298.24,DSL,No,Mailed Check,0,False
C701567,10,Month-to-month,28.04,247.89,Fiber,No,Mailed Check,0,False
C701568,50,Month-to-month,42.61,2378.71,Fiber,No,Mailed Check,1,False
C701569,54,Month-to-month,113.3,6941.07,Fiber,No,Mailed Check,0,True
C701570,21,Month-to-month,125.18,2790.62,DSL,No,Mailed Check,0,True
C701571,60,Two year,64.28,4342.72,None,No,Electronic Check,0,False
C701572,56,One year,54.13,3078.14,DSL,No,Mailed Check,0,False
C701573,43,One year,105.58,4758.2,None,No,Mailed Check,0,True
C701574,67,Two year,110.39,7315.03,Fiber,No,Mailed Check,0,False
C701575,69,Month-to-month,76.59,4640.08,DSL,No,Bank Transfer,0,False
C701576,38,Month-to-month,87.02,3750.26,None,No,Bank Transfer,0,True
C701577,55,Two year,57.72,3085.09,Fiber,No,Bank Transfer,0,False
C701578,60,One year,26.66,1684.84,Fiber,No,Bank Transfer,0,False
C701579,67,One year,28.31,1621.86,DSL,No,Electronic Check,0,False
C701580,2,Two year,86.48,166.49,Fiber,Yes,Electronic Check,0,False
C701581,61,One year,88.03,5254.82,Fiber,Yes,Bank Transfer,0,False
C701582,61,Month-to-month,73.54,4833.67,DSL,No,Bank Transfer,0,True
C701583,32,Two year,62.77,2309.23,None,Yes,Bank Transfer,0,False
C701584,47,Two year,146.95,7380.31,DSL,No,Electronic Check,0,False
C701585,18,Month-to-month,96.58,1824.85,None,Yes,Electronic Check,0,False
C701586,25,Two year,108.17,2501.7,Fiber,No,Mailed Check,0,False
C701587,39,Two year,78.09,2887.92,DSL,No,Credit Card,1,False
C701588,48,One year,56.25,2408.43,Fiber,No,Electronic Check,0,False
C701589,35,Two year,23.68,784.98,DSL,No,Electronic Check,0,False
C701590,0,Month-to-month,83.18,0.0,Fiber,Yes,Mailed Check,0,True
C701591,13,Month-to-month,40.73,574.55,Fiber,No,Electronic Check,1,True
C701592,23,One year,79.09,1813.18,Fiber,No,Mailed Check,0,False
C701593,22,Month-to-month,20.14,454.25,DSL,Yes,Mailed Check,0,False
C701594,55,Month-to-month,136.21,8105.07,DSL,No,Electronic Check,0,False
C701595,7,Month-to-month,145.88,1097.87,Fiber,No,Electronic Check,0,False
C701596,61,Month-to-month,128.29,8205.99,Fiber,No,Mailed Check,0,True
C701597,55,Month-to-month,78.24,4583.26,Fiber,No,Bank Transfer,0,True
C701598,24,One year,56.92,1447.34,Fiber,Yes,Bank Transfer,0,False
C701599,26,Two year,68.66,1569.96,DSL,Yes,Mailed Check,0,False
C701600,27,Month-to-month,139.39,4131.94,None,Yes,Bank Transfer,0,False
C701601,50,Month-to-month,24.63,1141.82,None,No,Mailed Check,0,False
C701602,28,Month-to-month,85.98,2358.2,Fiber,No,Electronic Check,1,False
C701603,43,Month-to-month,49.82,1901.96,DSL,No,Credit Card,1,True
C701604,35,Month-to-month,53.96,2071.57,Fiber,No,Mailed Check,0,True
C701605,51,Month-to-month,60.42,3176.15,DSL,No,Electronic Check,0,True
C701606,39,Month-to-month,28.63,1161.98,DSL,No,Electronic Check,1,False
C701607,54,Month-to-month,138.1,7532.09,DSL,No,Electronic Check,1,True
C701608,69,Two year,92.47,5470.64,DSL,No,Credit Card,1,False
C701609,20,One year,31.58,575.93,None,Yes,Electronic Check,0,False
C701610,5,Month-to-month,70.73,399.29,DSL,No,Credit Card,0,True
C701611,49,One year,123.75,5979.49,Fiber,No,Credit Card,0,True
C701612,46,One year,67.34,2865.32,DSL,No,Credit Card,0,False
C701613,52,Month-to-month,60.9,2837.86,None,Yes,Mailed Check,0,True
C701614,53,One year,61.95,3750.39,DSL,Yes,Electronic Check,0,False
C701615,48,Month-to-month,39.45,1715.21,Fiber,No,Bank Transfer,0,False
C701616,16,One year,74.59,1363.93,DSL,No,Credit Card,1,False
C701617,63,Two year,104.17,6258.57,Fiber,Yes,Electronic Check,0,True
C701618,70,One year,52.51,3786.38,Fiber,Yes,Mailed Check,1,False
C701619,46,Month-to-month,124.71,4952.77,DSL,No,Electronic Check,0,True
C701620,1,Month-to-month,32.15,34.72,Fiber,No,Electronic Check,0,False
C701621,61,Two year,114.0,6880.69,Fiber,No,Bank Transfer,0,False
C701622,42,Month-to-month,56.77,2032.05,DSL,No,Electronic Check,0,True
C701623,65,Month-to-month,111.3,7533.72,Fiber,Yes,Credit Card,0,False
C701624,60,One year,88.71,5617.6,Fiber,No,Electronic Check,0,True
C701625,64,One year,28.65,1565.19,DSL,Yes,Mailed Check,0,False
C701626,56,Two year,102.16,5267.96,DSL,No,Mailed Check,0,False
C701627,4,Two year,107.42,424.1,Fiber,Yes,Bank Transfer,0,False
C701628,2,Two year,79.66,174.3,DSL,No,Bank Transfer,0,False
C701629,8,Month-to-month,32.94,260.68,DSL,No,Bank Transfer,1,False
C701630,38,Month-to-month,103.7,3888.92,DSL,No,Electronic Check,1,False
C701631,28,Month-to-month,131.24,3773.66,DSL,No,Credit Card,0,True
C701632,55,One year,26.32,1548.41,Fiber,No,Mailed Check,1,False
C701633,0,Month-to-month,125.53,0.0,None,No,Electronic Check,0,False
C701634,32,Two year,99.4,3443.35,DSL,Yes,Mailed Check,0,False
C701635,38,Month-to-month,53.11,2217.02,DSL,No,Bank Transfer,1,False
C701636,53,Month-to-month,59.93,3357.05,Fiber,Yes,Mailed Check,0,False
C701637,30,Month-to-month,149.16,4652.47,DSL,No,Mailed Check,0,True
C701638,44,Month-to-month,96.17,4335.42,DSL,No,Credit Card,0,False
C701639,30,One year,132.04,4325.99,Fiber,No,Electronic Check,0,False
C701640,16,Month-to-month,80.99,1120.36,DSL,Yes,Credit Card,0,False
C701641,49,Month-to-month,106.29,4580.23,Fiber,No,Mailed Check,0,False
C701642,65,Two year,128.54,9036.99,Fiber,No,Bank Transfer,0,False
C701643,53,Month-to-month,35.01,2027.3,Fiber,Yes,Credit Card,1,False
C701644,16,Two year,37.74,675.58,DSL,Yes,Bank Transfer,1,True
C701645,13,Month-to-month,58.93,794.56,Fiber,Yes,Electronic Check,1,True
C701646,47,Two year,124.97,6223.25,DSL,No,Electronic Check,0,False
C701647,36,Month-to-month,122.36,4271.4,DSL,No,Electronic Check,0,False
C701648,28,Month-to-month,129.59,3179.29,None,No,Credit Card,0,True
C701649,4,One year,86.38,307.82,DSL,No,Bank Transfer,0,False
C701650,70,One year,46.16,2831.85,Fiber,Yes,Credit Card,0,False
C701651,27,Month-to-month,26.53,671.47,Fiber,Yes,Electronic Check,1,False
C701652,52,Two year,96.28,5226.29,DSL,No,Bank Transfer,0,False
C701653,3,Month-to-month,101.7,309.13,DSL,No,Credit Card,0,True
C701654,26,Month-to-month,70.48,1602.37,DSL,Yes,Mailed Check,0,True
C701655,36,One year,137.91,4739.81,Fiber,No,Bank Transfer,0,False
C701656,63,One year,55.63,3845.04,DSL,No,Mailed Check,0,True
C701657,46,Month-to-month,82.23,3680.28,Fiber,No,Mailed Check,0,False
C701658,67,One year,125.3,7148.81,DSL,No,Credit Card,0,False
C701659,68,Two year,148.57,9134.21,DSL,Yes,Bank Transfer,0,False
C701660,60,Month-to-month,122.99,8230.71,None,No,Electronic Check,0,True
C701661,15,One year,23.06,376.26,Fiber,No,Electronic Check,0,False
C701662,60,Month-to-month,95.96,5696.59,None,No,Mailed Check,0,True
C701663,62,Month-to-month,110.13,5914.23,DSL,No,Electronic Check,0,True
C701664,65,One year,74.63,5225.66,DSL,Yes,Bank Transfer,0,False
C701665,53,Month-to-month,56.51,3147.63,Fiber,No,Credit Card,1,True
C701666,56,Month-to-month,78.26,4303.11,Fiber,Yes,Bank Transfer,0,True
C701667,15,Month-to-month,62.36,899.7,Fiber,No,Mailed Check,0,True
C701668,20,Month-to-month,148.21,3127.9,None,Yes,Mailed Check,0,False
C701669,12,Month-to-month,61.02,780.92,DSL,No,Credit Card,1,False
C701670,60,Month-to-month,122.83,6499.24,Fiber,No,Mailed Check,0,True
C701671,40,Month-to-month,38.86,1614.53,DSL,No,Bank Transfer,1,False
C701672,15,Month-to-month,136.07,2282.22,Fiber,No,Mailed Check,0,True
C701673,7,Two year,42.19,328.25,DSL,No,Electronic Check,0,False
C701674,57,Month-to-month,43.66,2697.16,DSL,Yes,Mailed Check,1,True
C701675,33,Month-to-month,67.29,2312.09,Fiber,Yes,Credit Card,1,False
C701676,56,Month-to-month,116.62,6814.61,DSL,Yes,Credit Card,0,True
C701677,31,Month-to-month,84.46,2948.67,None,Yes,Bank Transfer,0,True
C701678,35,Month-to-month,26.65,953.79,None,No,Bank Transfer,0,False
C701679,12,Month-to-month,52.36,551.19,Fiber,Yes,Mailed Check,0,False
C701680,49,Month-to-month,42.83,1952.51,Fiber,No,Electronic Check,0,False
C701681,65,Two year,67.14,4937.53,Fiber,No,Mailed Check,0,False
C701682,2,Month-to-month,91.8,196.07,DSL,No,Bank Transfer,0,False
C701683,1,One year,107.59,92.84,Fiber,Yes,Credit Card,1,False
C701684,17,Month-to-month,143.91,2404.36,Fiber,No,Bank Transfer,0,False
C701685,24,Month-to-month,30.66,844.63,Fiber,No,Mailed Check,0,False
C701686,22,Month-to-month,55.92,1265.68,Fiber,No,Bank Transfer,0,False
C701687,36,Two year,99.28,3329.68,Fiber,Yes,Mailed Check,0,False
C701688,3,Month-to-month,29.38,91.08,Fiber,Yes,Bank Transfer,0,False
C701689,64,Month-to-month,100.54,6516.28,DSL,No,Mailed Check,1,False
C701690,45,Month-to-month,68.43,3192.21,None,No,Bank Transfer,0,True
C701691,28,Month-to-month,21.93,665.53,Fiber,Yes,Bank Transfer,0,False
C701692,52,Two year,40.24,2113.72,DSL,No,Credit Card,1,False
C701693,12,One year,75.82,1037.45,Fiber,Yes,Credit Card,1,False
C701694,34,Month-to-month,94.92,3368.13,Fiber,No,Credit Card,0,False
C701695,58,Two year,98.53,5370.54,DSL,No,Electronic Check,0,False
C701696,52,One year,77.89,4147.23,DSL,Yes,Electronic Check,1,False
C701697,37,Month-to-month,140.89,5112.41,Fiber,Yes,Electronic Check,1,False
C701698,28,Month-to-month,65.76,1680.17,Fiber,No,Credit Card,0,False
C701699,17,Month-to-month,116.85,1799.39,DSL,Yes,Mailed Check,0,False
C701700,3,Two year,24.32,79.67,None,No,Mailed Check,0,False
C701701,15,Month-to-month,50.97,865.68,DSL,Yes,Electronic Check,0,False
C701702,62,Two year,48.98,3168.57,DSL,Yes,Bank Transfer,0,False
C701703,17,Month-to-month,50.44,735.68,DSL,No,Electronic Check,0,False
C701704,70,One year,59.44,3783.69,Fiber,Yes,Mailed Check,0,False
