OrderID,OrderDate,Region,Category,CustomerSegment,Sales,Discount,Quantity,Profit
S100966,2025-08-08,South,Office Supplies,Home Office,3011.53,0.15,1,124.77
S100967,2025-04-26,East,Furniture,Consumer,2200.46,0.2,8,-231.39
S100968,2025-12-02,West,Office Supplies,Consumer,1485.34,0.15,5,370.14
S100969,2025-01-14,South,Technology,Consumer,345.6,0.05,7,23.83
S100970,2025-04-20,East,Office Supplies,Corporate,4736.22,0.2,4,293.8
S100971,2025-06-02,South,Furniture,Home Office,2094.44,0.05,2,137.15
S100972,2025-06-24,South,Technology,Consumer,2489.69,0.2,8,36.73
S100973,2025-06-23,South,Technology,Consumer,1891.32,0.1,5,322.18
S100974,2025-02-23,South,Technology,Consumer,4939.63,0.3,6,484.24
S100975,2025-03-24,West,Technology,Corporate,3984.94,0.3,11,596.88
S100976,2025-02-04,Central,Technology,Corporate,496.89,0.2,4,-44.77
S100977,2025-07-28,East,Office Supplies,Corporate,3048.71,0.1,2,731.9
S100978,2025-05-09,Central,Technology,Consumer,2433.48,0.1,8,658.59
S100979,2025-07-26,Central,Furniture,Home Office,3970.89,0.1,7,1122.32
S100980,2025-08-04,Central,Office Supplies,Corporate,4986.63,0.1,5,-177.92
S100981,2025-09-14,East,Technology,Home Office,3726.65,0.1,7,360.53
S100982,2025-07-19,South,Office Supplies,Home Office,4327.35,0.1,11,1142.91
S100983,2025-08-25,Central,Furniture,Consumer,2523.12,0.2,2,414.14
S100984,2025-08-03,South,Technology,Consumer,1880.52,0.3,9,-240.19
S100985,2025-08-27,West,Office Supplies,Home Office,3223.53,0.3,6,554.49
S100986,2025-08-14,South,Furniture,Home Office,3752.1,0.15,9,788.92
S100987,2025-04-26,East,Furniture,Corporate,1153.12,0.3,11,159.89
S100988,2025-03-31,East,Office Supplies,Consumer,2526.87,0.3,2,6.01
S100989,2025-10-15,South,Office Supplies,Consumer,586.68,0.1,2,88.36
S100990,2025-05-06,East,Office Supplies,Home Office,1097.44,0.1,1,199.25
S100991,2025-07-20,East,Office Supplies,Home Office,4411.66,0.1,3,279.82
S100992,2025-03-13,South,Technology,Consumer,740.77,0.0,4,177.84
S100993,2025-06-07,South,Furniture,Home Office,4060.51,0.05,3,139.88
S100994,2025-07-13,East,Technology,Consumer,1875.53,0.1,10,-28.86
S100995,2025-08-17,East,Office Supplies,Consumer,3324.34,0.2,9,668.61
S100996,2025-07-12,West,Office Supplies,Corporate,4553.43,0.05,4,268.12
S100997,2025-05-12,West,Furniture,Corporate,3908.88,0.15,7,-308.78
S100998,2025-12-18,Central,Furniture,Home Office,4133.19,0.05,4,997.88
S100999,2025-07-07,East,Office Supplies,Consumer,1320.52,0.1,6,280.35
S101000,2025-10-23,South,Technology,Home Office,1821.14,0.0,4,449.61
S101001,2025-09-26,West,Furniture,Corporate,3669.3,0.15,9,95.87
S101002,2025-07-23,Central,Office Supplies,Consumer,3890.63,0.0,3,673.87
S101003,2025-11-20,Central,Technology,Home Office,3954.46,0.05,11,-243.27
S101004,2025-02-16,Central,Office Supplies,Corporate,3705.74,0.15,11,-367.44
S101005,2025-12-03,West,Technology,Corporate,1173.48,0.2,3,-24.34
S101006,2025-11-07,East,Office Supplies,Consumer,1459.65,0.1,7,162.07
S101007,2025-07-03,Central,Furniture,Home Office,4711.36,0.05,9,732.38
S101008,2025-09-25,East,Office Supplies,Home Office,2778.22,0.3,10,-279.61
S101009,2025-07-09,South,Office Supplies,Consumer,3777.16,0.1,5,897.84
S101010,2025-04-09,Central,Furniture,Home Office,3003.99,0.05,7,866.25
S101011,2025-10-19,East,Office Supplies,Home Office,4624.02,0.0,2,-27.24
S101012,2025-03-31,West,Furniture,Corporate,4346.53,0.1,3,962.73
S101013,2025-04-25,West,Furniture,Home Office,1321.65,0.05,3,212.26
S101014,2025-07-09,East,Office Supplies,Corporate,4425.85,0.1,4,453.89
S101015,2025-11-02,East,Technology,Home Office,1514.2,0.05,5,173.05
S101016,2025-05-21,South,Furniture,Consumer,2216.08,0.05,8,467.09
S101017,2025-06-30,South,Technology,Consumer,4259.14,0.2,10,-167.67
S101018,2025-01-16,West,Furniture,Corporate,1633.61,0.1,7,231.94
S101019,2025-02-12,Central,Office Supplies,Consumer,1468.04,0.2,6,-29.31
S101020,2025-01-21,East,Technology,Home Office,3349.91,0.15,8,-229.44
S101021,2025-01-27,West,Furniture,Consumer,4998.39,0.15,7,522.66
S101022,2025-11-14,Central,Furniture,Home Office,672.66,0.1,5,10.8
S101023,2025-11-04,Central,Office Supplies,Corporate,3511.28,0.1,1,672.23
S101024,2025-10-27,West,Technology,Home Office,2644.24,0.05,6,460.06
S101025,2025-01-21,East,Technology,Home Office,2064.88,0.3,1,-138.35
S101026,2025-01-29,Central,Technology,Home Office,3754.3,0.1,7,883.93
S101027,2025-04-13,East,Furniture,Corporate,2783.08,0.3,11,-60.14
S101028,2025-07-26,East,Furniture,Home Office,3993.1,0.2,9,581.73
S101029,2025-05-02,West,Office Supplies,Consumer,3724.39,0.15,10,-4.06
S101030,2025-06-27,West,Furniture,Corporate,4925.89,0.3,6,-380.57
S101031,2025-03-05,South,Technology,Consumer,4058.11,0.15,6,885.89
S101032,2025-09-24,Central,Office Supplies,Consumer,352.66,0.2,6,78.73
S101033,2025-04-25,West,Technology,Corporate,3902.3,0.2,3,53.04
S101034,2025-01-25,East,Furniture,Consumer,3255.52,0.15,11,53.84
S101035,2025-09-29,West,Furniture,Corporate,467.16,0.2,1,66.94
S101036,2025-11-26,East,Technology,Corporate,3035.34,0.2,11,-98.78
S101037,2025-01-06,West,Furniture,Consumer,3759.0,0.05,11,951.36
S101038,2025-06-09,Central,Furniture,Corporate,1002.03,0.3,11,-147.15
S101039,2025-10-29,Central,Office Supplies,Home Office,2185.86,0.15,1,-103.64
S101040,2025-09-15,Central,Technology,Corporate,2721.58,0.0,11,-14.53
S101041,2025-11-09,East,Office Supplies,Consumer,2077.5,0.0,3,140.43
S101042,2025-06-01,East,Furniture,Corporate,4382.5,0.2,3,893.18
S101043,2025-05-16,West,Office Supplies,Corporate,861.14,0.2,8,103.45
S101044,2025-09-16,West,Technology,Home Office,3862.35,0.15,5,-232.65
S101045,2025-02-26,East,Technology,Corporate,3894.89,0.15,11,-275.76
S101046,2025-03-29,East,Office Supplies,Consumer,2251.19,0.3,6,-97.43
S101047,2025-08-08,Central,Furniture,Consumer,2706.6,0.3,2,214.74
S101048,2025-09-01,West,Technology,Consumer,784.74,0.2,3,80.85
S101049,2025-02-13,East,Office Supplies,Corporate,991.88,0.0,9,-7.67
S101050,2025-07-05,South,Technology,Home Office,2667.69,0.2,7,439.71
S101051,2025-05-14,South,Furniture,Home Office,1138.91,0.15,4,152.54
S101052,2025-07-03,South,Office Supplies,Consumer,4036.2,0.2,3,997.2
S101053,2025-12-16,East,Office Supplies,Corporate,3088.77,0.2,8,271.17
S101054,2025-01-28,West,Office Supplies,Consumer,301.76,0.2,3,1.34
S101055,2025-12-30,West,Furniture,Home Office,1802.23,0.3,2,-190.75
S101056,2025-06-14,West,Technology,Corporate,4294.96,0.0,7,1245.83
S101057,2025-10-09,South,Technology,Corporate,1401.67,0.3,10,-190.71
S101058,2025-06-04,South,Office Supplies,Corporate,3604.2,0.1,4,164.7
S101059,2025-04-24,South,Furniture,Consumer,487.12,0.05,8,63.18
S101060,2025-10-09,Central,Technology,Consumer,4654.06,0.2,5,438.21
S101061,2025-09-08,East,Office Supplies,Home Office,2257.74,0.3,11,147.79
S101062,2025-02-22,East,Office Supplies,Consumer,2468.0,0.0,7,531.45
S101063,2025-09-15,South,Technology,Home Office,2857.75,0.3,6,-292.98
S101064,2025-10-02,South,Office Supplies,Consumer,1829.89,0.1,3,334.55
S101065,2025-05-22,Central,Furniture,Consumer,3631.92,0.3,10,650.55
S101066,2025-12-04,South,Furniture,Home Office,92.63,0.0,1,-3.59
S101067,2025-08-22,East,Office Supplies,Home Office,827.78,0.15,6,-71.81
S101068,2025-05-02,East,Technology,Home Office,960.33,0.15,3,256.23
S101069,2025-01-04,South,Technology,Home Office,3183.99,0.2,6,-3.97
S101070,2025-09-04,East,Office Supplies,Corporate,4455.19,0.1,11,378.87
S101071,2025-03-18,South,Furniture,Consumer,336.93,0.0,2,21.81
S101072,2025-10-04,East,Technology,Corporate,4265.24,0.05,1,593.86
S101073,2025-07-11,East,Office Supplies,Corporate,4101.18,0.05,9,806.22
S101074,2025-06-20,West,Technology,Home Office,401.6,0.3,8,52.68
S101075,2025-03-01,Central,Office Supplies,Consumer,733.28,0.0,5,59.76
S101076,2025-09-17,East,Technology,Consumer,1763.23,0.3,3,-94.49
S101077,2025-03-02,East,Furniture,Corporate,591.05,0.15,7,60.44
S101078,2025-06-02,Central,Furniture,Home Office,3796.26,0.15,3,160.1
S101079,2025-11-02,West,Office Supplies,Home Office,2530.27,0.3,8,202.88
S101080,2025-12-02,West,Furniture,Corporate,2065.61,0.2,5,226.41
S101081,2025-12-28,South,Office Supplies,Corporate,3630.24,0.15,9,838.4
S101082,2025-12-16,Central,Technology,Corporate,1478.62,0.2,8,-170.4
S101083,2025-07-22,Central,Furniture,Corporate,4360.23,0.1,7,-199.04
S101084,2025-03-15,West,Office Supplies,Corporate,3276.75,0.3,2,462.34
S101085,2025-11-03,Central,Technology,Consumer,1745.6,0.2,7,173.25
S101086,2025-10-20,East,Office Supplies,Corporate,2708.57,0.3,8,-343.64
S101087,2025-12-28,Central,Office Supplies,Corporate,1312.05,0.15,6,326.37
S101088,2025-08-26,West,Office Supplies,Home Office,4925.2,0.15,7,692.73
S101089,2025-02-21,Central,Technology,Home Office,2189.31,0.1,7,211.24
S101090,2025-07-03,Central,Office Supplies,Home Office,4485.94,0.3,3,621.06
S101091,2025-06-13,East,Office Supplies,Consumer,4890.54,0.15,5,589.44
S101092,2025-11-04,West,Technology,Corporate,2688.25,0.0,2,236.89
S101093,2025-05-24,South,Furniture,Corporate,3655.38,0.15,9,35.66
S101094,2025-04-30,Central,Technology,Home Office,2869.79,0.0,2,337.97
S101095,2025-01-30,Central,Furniture,Corporate,476.01,0.15,9,36.1
S101096,2025-11-01,South,Technology,Home Office,4763.04,0.2,7,699.14
S101097,2025-10-03,Central,Furniture,Home Office,2294.05,0.2,6,133.84
S101098,2025-01-16,West,Furniture,Corporate,4472.43,0.0,6,-193.27
S101099,2025-06-08,East,Furniture,Home Office,3284.91,0.1,2,558.39
S101100,2025-06-25,South,Office Supplies,Home Office,543.85,0.1,8,-31.31
S101101,2025-06-21,East,Office Supplies,Home Office,2096.92,0.1,5,481.89
S101102,2025-12-02,South,Technology,Home Office,995.32,0.3,9,111.54
S101103,2025-02-24,West,Technology,Corporate,865.9,0.15,10,104.95
S101104,2025-04-22,East,Technology,Corporate,3581.14,0.1,11,303.34
S101105,2025-03-08,East,Office Supplies,Corporate,169.5,0.3,11,-14.63
S101106,2025-03-31,Central,Technology,Home Office,4831.38,0.15,9,687.74
S101107,2025-11-28,West,Technology,Corporate,2260.62,0.1,3,-96.8
S101108,2025-12-10,West,Technology,Home Office,2458.99,0.15,4,304.13
S101109,2025-01-17,Central,Office Supplies,Home Office,1511.16,0.3,11,-124.16
S101110,2025-08-19,East,Furniture,Corporate,446.37,0.1,11,61.38
S101111,2025-03-26,South,Office Supplies,Corporate,2949.45,0.15,4,-129.99
S101112,2025-03-12,South,Technology,Corporate,1736.88,0.05,8,-55.07
S101113,2025-04-17,East,Furniture,Home Office,3127.88,0.0,11,388.55
S101114,2025-03-12,Central,Furniture,Consumer,2787.73,0.0,10,592.7
S101115,2025-06-28,East,Technology,Consumer,1100.22,0.1,11,5.39
S101116,2025-12-30,East,Office Supplies,Consumer,2319.04,0.2,4,156.5
S101117,2025-08-03,Central,Office Supplies,Consumer,1554.15,0.05,6,355.77
S101118,2025-09-21,East,Technology,Home Office,1213.83,0.3,7,64.69
S101119,2025-06-30,West,Office Supplies,Home Office,3853.13,0.0,11,658.65
S101120,2025-01-06,East,Furniture,Corporate,79.29,0.2,11,-2.79
S101121,2025-01-31,South,Furniture,Consumer,1359.04,0.05,7,-28.0
S101122,2025-04-09,East,Office Supplies,Corporate,2664.81,0.0,10,13.71
S101123,2025-03-30,East,Furniture,Home Office,2391.21,0.2,5,581.71
S101124,2025-11-03,Central,Technology,Consumer,4702.02,0.15,7,-319.51
S101125,2025-11-04,West,Office Supplies,Corporate,4221.41,0.15,9,-185.5
S101126,2025-11-08,East,Office Supplies,Corporate,3762.98,0.3,10,-278.06
S101127,2025-08-21,West,Technology,Home Office,2580.11,0.15,2,494.19
S101128,2025-07-23,South,Office Supplies,Corporate,2155.96,0.3,1,-5.94
S101129,2025-08-25,South,Furniture,Corporate,202.12,0.1,3,42.3
S101130,2025-05-29,South,Technology,Home Office,4111.91,0.1,2,294.7
S101131,2025-09-02,West,Furniture,Home Office,2164.95,0.1,3,456.2
S101132,2025-10-17,Central,Office Supplies,Corporate,1618.42,0.1,11,401.35
S101133,2025-10-06,Central,Technology,Home Office,3041.04,0.3,7,47.13
S101134,2025-08-13,South,Office Supplies,Home Office,3775.61,0.15,2,1000.37
S101135,2025-01-22,West,Office Supplies,Corporate,2624.8,0.3,8,512.3
S101136,2025-09-22,Central,Office Supplies,Home Office,764.92,0.05,11,-46.65
S101137,2025-05-14,West,Technology,Corporate,4609.8,0.2,10,424.4
S101138,2025-09-29,Central,Technology,Corporate,581.99,0.0,10,112.4
S101139,2025-07-16,South,Office Supplies,Consumer,4848.47,0.05,10,1189.35
S101140,2025-11-18,West,Furniture,Home Office,2223.54,0.0,9,442.8
S101141,2025-05-04,West,Furniture,Consumer,4734.18,0.3,10,495.45
S101142,2025-12-06,South,Furniture,Home Office,4574.96,0.05,9,185.3
S101143,2025-11-05,West,Furniture,Home Office,2043.21,0.2,8,381.95
S101144,2025-05-01,Central,Furniture,Home Office,4004.13,0.1,3,-239.91
S101145,2025-06-26,Central,Furniture,Consumer,467.07,0.0,11,90.25
S101146,2025-07-13,East,Furniture,Corporate,432.02,0.1,1,-3.71
S101147,2025-10-08,South,Furniture,Home Office,1792.66,0.1,4,358.41
S101148,2025-09-09,South,Furniture,Corporate,3056.73,0.15,8,588.08
S101149,2025-11-07,East,Office Supplies,Corporate,66.42,0.05,8,-0.13
S101150,2025-05-16,West,Furniture,Corporate,2585.57,0.2,10,457.51
S101151,2025-07-04,West,Office Supplies,Consumer,4878.72,0.2,1,942.6
S101152,2025-06-07,West,Furniture,Corporate,4295.06,0.0,9,-130.48
S101153,2025-11-28,South,Office Supplies,Home Office,1177.7,0.15,2,69.6
S101154,2025-04-22,Central,Furniture,Consumer,2649.78,0.15,7,-76.06
S101155,2025-08-03,Central,Furniture,Consumer,873.62,0.05,3,-17.38
S101156,2025-02-13,West,Technology,Consumer,1331.04,0.2,7,240.45
S101157,2025-11-07,South,Technology,Corporate,4616.54,0.05,2,193.02
S101158,2025-05-21,Central,Office Supplies,Consumer,4988.94,0.3,1,440.42
S101159,2025-05-05,South,Technology,Corporate,1227.95,0.1,11,-100.66
S101160,2025-08-01,East,Technology,Home Office,1076.1,0.1,6,-58.04
S101161,2025-07-02,Central,Office Supplies,Consumer,1931.62,0.15,6,242.98
S101162,2025-11-06,Central,Office Supplies,Consumer,2240.36,0.15,5,82.9
S101163,2025-07-13,East,Furniture,Consumer,464.46,0.15,10,104.73
S101164,2025-07-08,Central,Furniture,Corporate,755.59,0.2,9,-65.16
S101165,2025-02-08,East,Furniture,Home Office,2135.64,0.05,6,350.51
S101166,2025-01-09,South,Office Supplies,Consumer,1192.39,0.2,2,170.99
S101167,2025-05-26,Central,Furniture,Consumer,4227.78,0.15,8,533.34
S101168,2025-12-31,Central,Technology,Consumer,3762.7,0.05,3,696.84
S101169,2025-12-01,Central,Furniture,Home Office,2690.97,0.3,4,-155.4
S101170,2025-08-18,East,Technology,Consumer,2174.49,0.3,8,291.07
S101171,2025-08-19,South,Office Supplies,Corporate,4158.32,0.05,11,576.16
S101172,2025-05-23,West,Technology,Corporate,846.66,0.2,3,148.09
S101173,2025-03-06,Central,Furniture,Consumer,4439.19,0.15,1,-243.92
S101174,2025-01-04,West,Technology,Corporate,264.41,0.2,5,-18.42
S101175,2025-05-04,East,Office Supplies,Consumer,4618.5,0.1,8,291.01
S101176,2025-04-26,Central,Furniture,Corporate,711.27,0.05,8,55.18
S101177,2025-03-11,East,Technology,Consumer,4064.25,0.05,11,-77.76
S101178,2025-04-05,South,Office Supplies,Home Office,109.86,0.0,3,-2.19
S101179,2025-01-10,Central,Furniture,Home Office,4079.09,0.3,9,-489.95
S101180,2025-08-10,East,Furniture,Consumer,2928.67,0.05,9,-138.49
S101181,2025-12-05,East,Technology,Corporate,114.79,0.3,10,-15.81
S101182,2025-09-10,Central,Technology,Corporate,3875.56,0.05,10,899.92
S101183,2025-06-13,South,Office Supplies,Consumer,525.76,0.1,4,138.07
S101184,2025-06-03,East,Furniture,Home Office,2708.73,0.3,4,20.31
S101185,2025-04-23,Central,Furniture,Corporate,1673.38,0.1,5,-23.83
S101186,2025-02-21,Central,Office Supplies,Consumer,3800.66,0.2,4,18.36
S101187,2025-08-07,West,Furniture,Corporate,4269.04,0.0,2,1079.43
S101188,2025-07-26,South,Furniture,Home Office,2332.1,0.3,4,452.01
S101189,2025-01-03,Central,Office Supplies,Corporate,3794.54,0.15,5,-44.34
S101190,2025-06-01,West,Technology,Home Office,4584.79,0.2,9,-482.97
S101191,2025-04-12,Central,Furniture,Consumer,3452.22,0.0,1,221.59
S101192,2025-03-04,Central,Office Supplies,Home Office,1623.51,0.3,9,-12.04
S101193,2025-09-14,South,Technology,Consumer,2327.29,0.1,9,-191.35
S101194,2025-07-11,West,Technology,Corporate,1165.39,0.05,2,216.13
S101195,2025-08-20,East,Furniture,Corporate,2302.87,0.0,11,-9.06
S101196,2025-09-18,West,Technology,Consumer,1244.53,0.0,8,-24.54
S101197,2025-12-25,Central,Technology,Home Office,4040.1,0.2,8,603.65
S101198,2025-10-21,Central,Technology,Corporate,3057.39,0.05,9,668.11
S101199,2025-08-15,East,Office Supplies,Corporate,3173.57,0.3,9,-259.95
S101200,2025-11-17,South,Technology,Corporate,569.11,0.05,5,123.88
S101201,2025-06-24,Central,Office Supplies,Consumer,27.27,0.0,6,1.64
S101202,2025-12-26,East,Furniture,Corporate,3950.15,0.3,7,-142.19
S101203,2025-10-05,West,Office Supplies,Consumer,2720.69,0.2,3,-194.17
S101204,2025-08-26,East,Technology,Home Office,4659.14,0.15,1,-75.43
S101205,2025-11-26,South,Office Supplies,Home Office,2695.45,0.2,8,-275.8
S101206,2025-07-08,East,Furniture,Home Office,1089.1,0.2,3,143.72
S101207,2025-09-21,South,Office Supplies,Consumer,3498.41,0.05,4,868.8
S101208,2025-04-14,Central,Office Supplies,Corporate,3510.9,0.1,2,-229.77
S101209,2025-12-18,Central,Furniture,Corporate,346.35,0.3,6,-19.22
S101210,2025-08-16,East,Office Supplies,Home Office,3474.38,0.2,7,39.71
S101211,2025-10-13,Central,Technology,Corporate,1078.39,0.15,10,48.79
S101212,2025-06-18,West,Furniture,Home Office,1287.51,0.05,6,306.8
S101213,2025-11-13,West,Furniture,Consumer,176.45,0.15,5,-14.85
S101214,2025-01-28,East,Office Supplies,Home Office,3144.31,0.0,9,557.24
S101215,2025-02-11,Central,Office Supplies,Corporate,3664.01,0.2,4,294.12
S101216,2025-07-05,Central,Office Supplies,Home Office,1167.85,0.05,1,284.45
S101217,2025-09-25,East,Office Supplies,Consumer,3966.84,0.05,1,184.47
S101218,2025-10-23,East,Office Supplies,Consumer,3814.92,0.15,10,-237.77
S101219,2025-06-10,Central,Office Supplies,Corporate,2060.64,0.0,8,-3.47
S101220,2025-08-26,Central,Furniture,Corporate,359.76,0.2,2,41.97
S101221,2025-07-21,West,Technology,Consumer,1415.32,0.1,3,167.85
S101222,2025-12-17,East,Office Supplies,Corporate,843.84,0.15,10,100.54
S101223,2025-08-27,Central,Technology,Corporate,4794.91,0.2,8,-316.19
S101224,2025-06-02,South,Technology,Consumer,4092.37,0.2,6,-413.11
S101225,2025-12-20,East,Office Supplies,Corporate,410.31,0.3,5,24.46
S101226,2025-02-09,South,Technology,Home Office,2577.03,0.05,5,-94.51
S101227,2025-12-26,Central,Technology,Consumer,1349.09,0.1,9,351.62
S101228,2025-02-26,East,Furniture,Home Office,179.95,0.0,3,44.49
S101229,2025-04-16,Central,Furniture,Corporate,1625.06,0.05,10,-0.14
S101230,2025-10-27,South,Technology,Consumer,655.37,0.15,3,79.43
S101231,2025-09-25,West,Furniture,Home Office,1129.21,0.0,3,-1.3
S101232,2025-12-21,West,Technology,Home Office,1646.17,0.1,5,433.02
S101233,2025-10-01,East,Technology,Home Office,2056.27,0.3,9,140.03
S101234,2025-08-21,West,Technology,Home Office,2352.84,0.0,1,158.98
S101235,2025-05-07,South,Office Supplies,Consumer,2610.58,0.05,2,483.17
S101236,2025-01-02,South,Furniture,Consumer,1862.6,0.05,5,-122.42
S101237,2025-02-15,Central,Office Supplies,Consumer,2501.78,0.3,2,-108.81
S101238,2025-04-19,South,Technology,Home Office,2100.94,0.2,5,-63.08
S101239,2025-01-15,West,Office Supplies,Consumer,4822.91,0.05,5,296.22
S101240,2025-07-05,Central,Office Supplies,Consumer,356.85,0.2,7,-30.37
S101241,2025-10-11,East,Furniture,Home Office,2938.04,0.0,4,905.38
S101242,2025-12-18,East,Office Supplies,Consumer,984.36,0.2,6,55.57
S101243,2025-06-28,East,Furniture,Corporate,1889.68,0.05,11,472.81
S101244,2025-11-16,Central,Furniture,Consumer,2741.4,0.2,6,-259.46
S101245,2025-12-26,Central,Office Supplies,Consumer,3803.85,0.1,9,872.04
S101246,2025-11-10,West,Furniture,Corporate,4889.1,0.2,4,610.92
S101247,2025-06-19,Central,Furniture,Home Office,2478.24,0.1,10,415.88
S101248,2025-04-29,South,Office Supplies,Consumer,1299.76,0.15,7,257.8
S101249,2025-12-23,West,Furniture,Consumer,3962.04,0.3,2,176.89
S101250,2025-03-30,South,Technology,Corporate,1123.43,0.2,10,132.47
S101251,2025-05-31,Central,Office Supplies,Corporate,2549.05,0.15,8,593.73
S101252,2025-01-28,East,Office Supplies,Corporate,4236.62,0.3,4,-439.39
S101253,2025-10-17,Central,Technology,Corporate,2030.92,0.0,7,-59.72
S101254,2025-08-26,Central,Office Supplies,Home Office,2793.75,0.2,11,689.86
S101255,2025-01-31,South,Technology,Corporate,615.36,0.15,2,139.17
S101256,2025-03-23,West,Technology,Home Office,298.72,0.05,1,36.89
S101257,2025-07-22,West,Office Supplies,Home Office,4931.69,0.1,9,1013.72
S101258,2025-07-17,Central,Furniture,Corporate,910.9,0.1,4,221.33
S101259,2025-10-20,East,Furniture,Consumer,1691.03,0.2,10,94.82
S101260,2025-04-08,West,Furniture,Corporate,2533.33,0.15,9,-161.51
S101261,2025-12-04,East,Technology,Corporate,1884.87,0.2,11,115.3
S101262,2025-06-12,Central,Office Supplies,Corporate,504.75,0.15,9,15.15
S101263,2025-10-28,West,Technology,Corporate,1000.63,0.3,11,-141.53
S101264,2025-03-29,South,Office Supplies,Corporate,2477.37,0.2,7,590.06
S101265,2025-01-14,East,Office Supplies,Consumer,2205.23,0.15,2,363.51
S101266,2025-01-21,West,Technology,Corporate,3995.01,0.0,3,961.81
S101267,2025-05-17,West,Furniture,Home Office,1572.7,0.1,10,216.2
S101268,2025-12-14,South,Technology,Home Office,4702.77,0.0,4,233.23
S101269,2025-01-18,West,Furniture,Home Office,1428.4,0.1,11,189.99
S101270,2025-05-15,East,Furniture,Home Office,1669.87,0.3,10,169.83
S101271,2025-02-09,Central,Technology,Home Office,4747.58,0.1,8,653.66
S101272,2025-12-07,Central,Office Supplies,Consumer,4205.61,0.2,2,-292.81
S101273,2025-09-04,East,Office Supplies,Home Office,1598.5,0.1,3,347.96
S101274,2025-10-06,West,Technology,Consumer,1988.52,0.15,9,20.07
S101275,2025-09-18,Central,Office Supplies,Consumer,4214.46,0.0,5,407.92
S101276,2025-08-28,East,Office Supplies,Consumer,448.73,0.2,5,39.08
S101277,2025-10-10,West,Furniture,Corporate,1487.49,0.05,1,438.9
S101278,2025-01-03,West,Office Supplies,Consumer,2667.15,0.1,6,86.15
S101279,2025-11-12,Central,Technology,Corporate,4147.94,0.3,1,-557.92
S101280,2025-09-28,West,Office Supplies,Consumer,2831.79,0.05,2,830.12
S101281,2025-09-27,East,Office Supplies,Consumer,2459.1,0.3,11,502.31
S101282,2025-05-24,West,Furniture,Corporate,4811.35,0.2,9,-208.35
S101283,2025-10-20,South,Office Supplies,Corporate,599.72,0.0,11,153.98
S101284,2025-05-20,Central,Office Supplies,Corporate,3904.73,0.1,11,1003.22
S101285,2025-01-18,South,Office Supplies,Corporate,652.63,0.3,11,-94.76
S101286,2025-11-28,West,Furniture,Corporate,3669.48,0.1,5,718.94
S101287,2025-03-27,East,Office Supplies,Consumer,2724.59,0.2,3,-136.53
S101288,2025-02-07,East,Furniture,Corporate,1337.94,0.3,8,208.79
S101289,2025-08-15,Central,Furniture,Home Office,2725.82,0.0,7,-115.17
S101290,2025-03-27,South,Technology,Consumer,4399.49,0.2,5,611.94
S101291,2025-11-10,West,Technology,Consumer,2371.47,0.3,6,360.95
S101292,2025-06-11,South,Office Supplies,Home Office,52.76,0.15,3,-4.58
S101293,2025-01-02,Central,Furniture,Corporate,301.9,0.3,6,39.28
S101294,2025-12-14,South,Furniture,Consumer,3170.53,0.2,11,-230.57
S101295,2025-07-07,West,Office Supplies,Home Office,3396.1,0.15,5,-240.23
S101296,2025-04-06,South,Technology,Consumer,2020.84,0.0,6,587.35
S101297,2025-09-05,East,Technology,Corporate,1229.05,0.2,11,276.36
S101298,2025-07-13,East,Technology,Corporate,3585.51,0.3,10,445.4
S101299,2025-01-11,West,Technology,Consumer,1534.72,0.05,9,403.19
S101300,2025-10-05,South,Furniture,Home Office,388.58,0.0,1,-17.03
S101301,2025-05-27,South,Office Supplies,Corporate,2059.86,0.15,10,183.99
S101302,2025-09-13,West,Technology,Consumer,2704.91,0.3,1,466.61
S101303,2025-11-23,East,Furniture,Home Office,4828.83,0.2,1,1031.73
S101304,2025-08-11,Central,Technology,Corporate,2969.26,0.2,4,56.81
S101305,2025-09-03,Central,Office Supplies,Home Office,1057.43,0.15,5,21.26
S101306,2025-04-03,West,Furniture,Home Office,4164.32,0.1,2,731.5
S101307,2025-03-28,East,Technology,Consumer,1471.58,0.05,7,-65.34
S101308,2025-06-01,East,Furniture,Home Office,4797.21,0.2,11,825.72
S101309,2025-11-08,East,Furniture,Consumer,1640.06,0.15,8,-12.49
S101310,2025-07-11,South,Office Supplies,Corporate,4549.4,0.2,11,347.19
S101311,2025-05-08,West,Technology,Corporate,4397.19,0.3,10,-346.31
S101312,2025-10-12,Central,Office Supplies,Corporate,4322.68,0.3,9,526.12
S101313,2025-11-08,South,Office Supplies,Consumer,216.14,0.3,2,44.07
S101314,2025-11-26,South,Technology,Consumer,4252.35,0.1,8,496.57
S101315,2025-04-20,South,Office Supplies,Home Office,3612.07,0.0,1,1090.0
S101316,2025-09-17,West,Office Supplies,Home Office,1684.81,0.15,9,82.16
S101317,2025-08-04,West,Furniture,Home Office,2460.69,0.1,10,55.7
S101318,2025-06-13,South,Technology,Corporate,3206.78,0.3,2,514.0
S101319,2025-05-25,Central,Furniture,Home Office,4718.81,0.0,6,-169.71
S101320,2025-02-11,Central,Furniture,Consumer,3904.82,0.3,2,-179.49
S101321,2025-04-11,East,Technology,Home Office,2153.93,0.15,6,334.9
S101322,2025-07-20,Central,Furniture,Consumer,3234.2,0.0,5,64.35
S101323,2025-11-20,West,Office Supplies,Corporate,945.64,0.05,10,248.52
S101324,2025-11-13,East,Furniture,Corporate,2131.23,0.0,3,273.66
