OrderID,OrderDate,Region,Category,CustomerSegment,Sales,Discount,Profit,Quantity
100944,2025-04-25,West,Technology,Home Office,2841.0,0.2,-253.63,12
100945,2025-06-14,West,Furniture,Home Office,1857.93,0.2,344.57,11
100946,2025-08-11,East,Technology,Corporate,3000.89,0.1,-281.16,7
100947,2025-05-09,South,Furniture,Home Office,2173.97,0.2,12.2,8
100948,2025-05-30,South,Office Supplies,Home Office,169.2,0.0,38.6,4
100949,2025-11-27,West,Technology,Home Office,1504.91,0.05,491.78,5
100950,2025-05-21,West,Office Supplies,Corporate,4986.8,0.15,1096.82,2
100951,2025-02-12,South,Technology,Consumer,2677.43,0.1,72.46,3
100952,2025-07-27,South,Office Supplies,Consumer,2073.17,0.15,-152.66,3
100953,2025-11-04,West,Office Supplies,Home Office,231.47,0.1,45.72,7
100954,2025-03-27,South,Furniture,Corporate,3506.82,0.3,-286.75,12
100955,2025-04-24,South,Office Supplies,Home Office,742.16,0.0,190.05,2
100956,2025-03-10,West,Furniture,Home Office,1119.94,0.0,191.07,9
100957,2025-05-05,West,Office Supplies,Corporate,1468.11,0.0,168.83,9
100958,2025-08-12,South,Technology,Consumer,2589.34,0.3,82.55,5
100959,2025-08-04,Central,Office Supplies,Corporate,4152.34,0.05,149.48,5
100960,2025-03-23,East,Furniture,Corporate,2206.73,0.3,20.49,6
100961,2025-06-11,West,Office Supplies,Corporate,4627.39,0.2,252.85,3
100962,2025-06-02,West,Office Supplies,Home Office,4820.69,0.0,249.75,7
100963,2025-10-21,Central,Office Supplies,Corporate,2892.25,0.15,-136.29,4
100964,2025-12-27,West,Technology,Corporate,122.68,0.2,-11.37,7
100965,2025-06-25,South,Furniture,Home Office,2658.08,0.1,578.12,9
100966,2025-09-10,West,Technology,Corporate,4736.84,0.05,398.28,11
100967,2025-05-25,West,Office Supplies,Consumer,1413.29,0.2,263.81,12
100968,2025-09-17,Central,Office Supplies,Consumer,906.82,0.0,-3.99,3
100969,2025-08-07,East,Office Supplies,Corporate,3054.62,0.3,-155.01,4
100970,2025-04-29,West,Furniture,Corporate,3666.98,0.2,822.23,2
100971,2025-04-28,East,Office Supplies,Consumer,4967.61,0.1,487.43,7
100972,2025-11-10,South,Furniture,Corporate,1081.18,0.3,-6.89,7
100973,2025-07-09,South,Technology,Consumer,2009.03,0.05,-72.76,1
100974,2025-04-26,Central,Technology,Consumer,668.18,0.3,93.68,11
100975,2025-03-29,South,Furniture,Corporate,938.0,0.05,216.34,1
100976,2025-10-16,West,Technology,Corporate,233.58,0.1,14.91,4
100977,2025-05-06,East,Furniture,Home Office,802.64,0.2,43.56,7
100978,2025-06-20,East,Technology,Corporate,487.54,0.1,78.59,3
100979,2025-06-09,West,Furniture,Corporate,1351.45,0.2,-186.27,7
100980,2025-03-08,West,Office Supplies,Home Office,2456.42,0.3,-130.24,7
100981,2025-02-09,South,Office Supplies,Consumer,1771.48,0.2,239.42,2
100982,2025-07-14,South,Furniture,Consumer,2082.82,0.05,441.06,2
100983,2025-10-24,Central,Office Supplies,Corporate,4649.88,0.2,105.81,10
100984,2025-09-23,West,Office Supplies,Consumer,4865.67,0.1,226.89,7
100985,2025-11-11,East,Furniture,Consumer,972.29,0.05,142.67,7
100986,2025-03-18,East,Furniture,Home Office,1247.59,0.3,-21.09,7
100987,2025-10-30,Central,Technology,Corporate,1990.01,0.1,18.58,12
100988,2025-12-21,Central,Furniture,Corporate,96.32,0.3,-12.47,9
100989,2025-02-14,West,Technology,Home Office,3562.39,0.3,11.81,11
100990,2025-08-18,West,Furniture,Corporate,3614.21,0.1,136.48,10
100991,2025-06-25,Central,Technology,Home Office,4590.35,0.15,75.77,7
100992,2025-06-04,South,Furniture,Home Office,1613.6,0.2,-154.85,6
100993,2025-12-13,West,Furniture,Corporate,4545.55,0.3,-237.61,4
100994,2025-07-08,West,Technology,Home Office,2722.95,0.0,500.57,8
100995,2025-04-21,West,Furniture,Consumer,2468.02,0.15,711.2,3
100996,2025-12-16,East,Office Supplies,Consumer,22955.4,0.15,306.97,9
100997,2025-04-19,South,Office Supplies,Corporate,3006.08,0.1,82.28,12
100998,2025-07-04,West,Office Supplies,Consumer,3407.57,0.3,-333.72,3
100999,2025-06-18,South,Technology,Home Office,1425.0,0.1,-122.38,8
101000,2025-12-04,West,Technology,Home Office,2622.79,0.2,298.97,7
101001,2025-02-14,South,Office Supplies,Consumer,2873.51,0.0,68.38,9
101002,2025-05-16,East,Office Supplies,Corporate,711.64,0.15,20.89,1
101003,2025-07-30,East,Technology,Home Office,1537.19,0.1,275.44,5
101004,2025-11-15,Central,Technology,Consumer,3109.01,0.05,-167.77,12
101005,2025-04-22,West,Office Supplies,Corporate,4066.96,0.2,-495.13,7
101006,2025-04-22,West,Office Supplies,Home Office,1703.5,0.3,-122.71,4
101007,2025-06-06,East,Furniture,Consumer,1807.97,0.3,432.21,7
101008,2025-03-06,West,Technology,Consumer,1294.98,0.15,144.38,1
101009,2025-03-29,West,Office Supplies,Home Office,2368.54,0.3,85.4,6
101010,2025-12-28,East,Furniture,Corporate,2862.62,0.3,-195.65,4
101011,2025-12-29,Central,Office Supplies,Consumer,2120.57,0.0,195.37,2
101012,2025-07-26,Central,Technology,Consumer,1446.1,0.15,366.05,10
101013,2025-11-29,West,Furniture,Consumer,4665.52,0.3,692.03,3
101014,2025-06-21,west,Technology,Corporate,3342.05,0.1,-14.27,7
101015,2025-09-17,South,Office Supplies,Home Office,1012.6,0.15,21.31,7
101016,2025-03-05,East,Furniture,Home Office,4595.69,0.1,488.19,6
101017,2025-09-16,South,Technology,Corporate,873.57,0.3,100.83,11
101018,2025-06-09,West,Technology,Consumer,1223.11,0.05,106.35,4
101019,2025-09-05,South,Office Supplies,Corporate,3659.12,0.0,507.52,4
101020,2025-02-13,South,Technology,Consumer,208.2,0.15,42.1,4
101021,2025-08-20,West,Technology,Corporate,4677.54,0.2,796.43,7
101022,2025-05-20,Central,Technology,Corporate,3708.15,0.3,354.23,10
101023,2025-05-25,South,Office Supplies,Consumer,4928.01,0.3,216.1,5
101024,2025-12-18,East,Technology,Corporate,2660.68,0.15,105.98,7
101025,2025-01-13,West,Office Supplies,Consumer,1983.71,0.0,292.56,4
101026,2025-03-09,South,Office Supplies,Corporate,3378.97,0.2,295.37,3
101027,2025-02-22,East,Furniture,Home Office,959.69,0.15,144.74,7
101028,2025-10-26,East,Furniture,Corporate,1071.96,0.05,28.52,10
101029,2025-07-26,South,Technology,Home Office,3304.08,0.15,594.95,9
101030,2025-02-24,Central,Office Supplies,Consumer,4951.93,0.0,-27.28,8
101031,2025-04-19,East,Office Supplies,Home Office,4636.89,0.1,1083.3,9
101032,2025-06-18,South,Office Supplies,Consumer,3352.79,0.3,61.92,2
101033,2025-09-26,South,Technology,Consumer,3350.01,0.2,266.22,12
101034,2025-10-19,South,Technology,Corporate,4818.54,0.2,85.75,7
101035,2025-10-17,Central,Technology,Corporate,2189.21,0.0,-51.31,2
101036,2025-02-25,Central,Furniture,Home Office,4022.68,0.2,-286.32,10
101037,2025-04-26,South,Technology,Corporate,710.14,0.0,60.9,5
101038,2025-07-14,East,Office Supplies,Consumer,3170.78,0.0,852.43,11
101039,2025-01-16,West,Technology,Consumer,52.51,0.3,6.31,2
101040,2025-03-05,South,Office Supplies,Corporate,2507.95,0.15,389.39,1
101041,2025-06-07,Central,Office Supplies,Home Office,1183.45,0.1,-63.74,1
101042,2025-12-05,South,Technology,Consumer,343.08,0.1,68.57,2
101043,2025-05-06,Central,Office Supplies,Corporate,413.69,0.1,54.37,2
101044,2025-11-16,Central,Technology,Home Office,4672.41,0.05,321.26,2
101045,2025-08-22,Central,Furniture,Corporate,4123.83,0.15,87.05,3
101046,2025-11-03,South,Technology,Consumer,2247.07,0.3,290.1,2
101047,2025-07-23,East,Technology,Consumer,4649.72,0.0,-299.45,9
101048,2025-06-12,East,Technology,Consumer,3951.87,0.3,287.76,10
101049,2025-02-19,West,Furniture,Consumer,1349.85,0.05,259.87,7
101050,2025-02-23,East,Furniture,Consumer,1110.28,0.2,102.27,12
101051,2025-03-18,Central,Technology,Corporate,2353.24,0.05,1.96,11
101052,2025-06-06,East,Office Supplies,Home Office,1473.68,0.15,175.95,10
101053,2025-05-05,Central,Office Supplies,Corporate,1091.63,0.05,214.99,5
101054,2025-09-05,West,Office Supplies,Corporate,943.23,0.3,232.81,10
101055,2025-04-05,West,Office Supplies,Home Office,4829.5,0.1,221.57,9
101056,2025-04-04,South,Office Supplies,Consumer,1476.94,0.2,265.73,6
101057,2025-08-26,Central,Technology,Corporate,2305.79,0.3,-161.5,8
101058,2025-05-02,East,Furniture,Corporate,1986.66,0.05,-74.66,1
101059,2025-06-25,Central,Furniture,Consumer,3105.47,0.1,-123.95,9
101060,2025-02-21,Central,Office Supplies,Corporate,3183.47,0.05,170.3,7
101061,2025-10-30,West,Furniture,Corporate,3454.49,0.2,431.14,11
101062,2025-03-03,East,Furniture,Home Office,4743.14,0.05,-162.36,12
101063,2025-02-09,South,Furniture,Consumer,457.32,0.3,-54.65,1
101064,2025-01-31,South,Office Supplies,Corporate,2262.41,0.1,280.58,12
101065,2025-03-14,,Office Supplies,Corporate,1007.97,0.3,126.7,7
101066,2025-12-01,West,Office Supplies,Consumer,4904.01,0.05,828.01,12
101067,2025-11-21,South,Furniture,Consumer,567.0,0.0,-23.32,2
101068,2025-04-14,Central,Furniture,Consumer,3226.82,0.15,614.83,7
101069,2025-10-31,South,Furniture,Consumer,135.27,0.15,-10.85,4
101070,2025-09-23,West,Furniture,Consumer,3636.43,0.2,631.93,5
101071,2025-09-05,East,Technology,Home Office,1968.66,0.2,0.91,11
101072,2025-06-17,East,Furniture,Corporate,4422.46,0.3,-682.82,1
101073,2025-05-03,South,Office Supplies,Corporate,3571.13,0.05,390.61,4
101074,2025-08-09,Central,Furniture,Home Office,353.94,0.3,74.42,11
101075,2025-01-31,East,Office Supplies,Corporate,51709.0,0.15,87.27,1
101076,2025-05-03,Central,Technology,Home Office,1432.48,0.05,-55.61,8
101077,2025-11-06,East,Office Supplies,Corporate,1830.55,0.2,457.75,9
101078,2025-01-18,Central,Furniture,Consumer,3625.35,0.3,562.6,8
101079,2025-02-21,East,Office Supplies,Consumer,3211.45,0.0,-188.1,7
101080,2025-09-10,East,Office Supplies,Consumer,88.48,0.05,16.37,4
101081,2025-07-06,West,Furniture,Corporate,2414.69,0.05,111.78,10
101082,2025-02-23,East,Technology,Consumer,4144.32,0.05,856.31,8
101083,2025-01-03,Central,Technology,Consumer,3645.7,0.2,407.3,10
101084,2025-12-06,East,Office Supplies,Corporate,2910.31,0.0,746.77,10
101085,2025-11-01,West,Furniture,Corporate,4258.63,0.05,182.36,5
101086,2025-11-21,West,Technology,Corporate,4173.37,0.05,1208.5,1
101087,2025-10-25,West,Technology,Home Office,4040.0,0.3,-599.65,2
101088,2025-06-18,East,Furniture,Consumer,214.18,0.1,-13.69,8
101089,2025-06-16,South,Office Supplies,Home Office,2519.11,0.1,427.2,6
101090,2025-01-23,Central,Office Supplies,Home Office,4642.9,0.2,1309.33,9
101091,2025-04-25,South,Office Supplies,Corporate,4456.47,0.1,372.16,7
101092,2025-08-21,West,Technology,Corporate,4761.83,0.05,1.0,7
101093,2025-10-22,Central,Furniture,Consumer,4133.81,0.15,920.99,11
101094,2025-06-05,West,Office Supplies,Home Office,632.11,0.05,149.51,11
101095,2025-03-29,West,Furniture,Consumer,2261.78,0.05,604.2,1
101096,2025-05-20,Central,Technology,Consumer,1642.33,0.2,-154.57,6
101097,2025-05-31,Central,Office Supplies,Consumer,1239.67,0.05,262.18,8
101098,2025-03-09,Central,Office Supplies,Home Office,923.52,0.15,247.42,11
101099,2025-10-15,South,Furniture,Consumer,2576.12,0.05,-111.18,2
101100,2025-12-31,South,Technology,Consumer,3003.78,0.1,-329.42,11
101101,2025-08-12,Central,Technology,Home Office,4516.93,0.2,104.26,7
101102,2025-05-06,Central,Technology,Corporate,3708.68,0.0,260.56,4
101103,2025-03-15,South,Furniture,Corporate,848.47,0.05,11.36,9
101104,2025-03-02,South,Technology,Consumer,289.58,0.15,46.86,11
101105,2025-10-23,South,Office Supplies,Consumer,1833.22,0.1,14.6,10
101106,2025-11-30,Central,Furniture,Consumer,3558.48,0.2,-405.9,8
101107,2025-02-14,South,Office Supplies,Corporate,758.58,0.0,111.8,11
101108,2025-10-05,South,Furniture,Consumer,155.41,0.1,28.59,3
101109,2025-07-22,East,Technology,Consumer,3206.99,0.05,33.83,9
101110,2025-03-15,South,Furniture,Corporate,3177.45,0.05,1.06,4
101111,2025-03-28,West,Office Supplies,Home Office,1753.31,0.1,-130.51,5
101112,2025-07-25,West,Furniture,Consumer,2724.7,0.2,-23.57,10
101113,2025-03-26,South,Furniture,Consumer,1014.38,0.2,61.05,3
101114,2025-12-21,West,Technology,Corporate,1823.89,0.3,-100.19,4
101115,2025-04-01,South,Office Supplies,Home Office,1145.63,0.05,-94.03,5
101116,2025-04-25,East,Technology,Home Office,3457.75,0.15,-417.41,5
101117,2025-05-06,South,Technology,Home Office,4977.69,0.1,1209.05,9
101118,2025-10-07,East,Furniture,Corporate,4671.44,0.2,237.33,8
101119,2025-12-19,South,Office Supplies,Consumer,1921.87,0.15,113.37,7
101120,2025-08-28,West,Furniture,Consumer,1895.45,0.05,471.42,2
101121,2025-07-13,South,Furniture,Corporate,2935.69,0.2,-338.71,12
101122,2025-10-14,West,Technology,Consumer,2754.6,0.05,83.72,4
101123,2025-01-08,South,Furniture,Consumer,1944.85,0.3,427.7,10
101124,2025-09-14,South,Office Supplies,Corporate,4941.95,0.3,-302.8,11
101125,2025-04-24,West,Furniture,Home Office,259.58,0.0,61.09,7
101126,2025-12-09,East,Technology,Consumer,2351.96,0.15,266.95,9
101127,2025-06-24,Central,Technology,Consumer,1094.19,0.1,14.57,9
101128,2025-01-06,South,Furniture,Consumer,1538.29,0.1,48.87,2
101129,2025-08-21,West,Technology,Consumer,170.78,0.2,43.37,9
101130,2025-05-08,East,Technology,Home Office,3568.73,0.0,176.6,3
101131,2025-11-06,East,Office Supplies,Consumer,3299.96,0.05,689.55,5
101132,2025-07-01,East,Office Supplies,Home Office,4379.67,0.15,471.36,4
101133,2025-12-17,West,Technology,Home Office,1668.67,0.0,395.59,4
101134,2025-02-25,West,Technology,Consumer,2514.16,0.05,101.78,10
101135,2025-08-29,Central,Technology,Home Office,1713.98,0.05,349.68,2
101136,2025-03-02,Central,Technology,Home Office,4043.54,0.0,-112.9,5
101137,2025-07-30,South,Furniture,Consumer,4293.5,0.1,-29.77,7
101138,2025-04-07,South,Technology,Corporate,3546.61,0.2,1001.48,10
101139,2025-07-27,East,Technology,Consumer,1455.25,0.15,44.03,3
101140,2025-03-24,West,Office Supplies,Consumer,2509.33,0.15,380.43,4
101141,2025-04-10,South,Technology,Home Office,2668.06,0.3,-389.97,4
101142,2025-11-14,West,Office Supplies,Consumer,4070.98,0.1,390.83,8
101143,2025-01-25,East,Furniture,Corporate,95.62,0.0,-3.88,8
101144,2025-08-26,South,Technology,Home Office,633.61,0.2,100.63,3
101145,2025-04-22,East,Furniture,Home Office,3343.62,0.0,950.94,10
101146,2025-09-12,South,Furniture,Home Office,4495.58,0.1,1015.98,7
101147,2025-09-18,West,Furniture,Home Office,4810.76,0.0,128.55,3
101148,2025-10-06,West,Technology,Consumer,4333.55,0.1,578.36,8
101149,2025-12-20,East,Furniture,Consumer,1964.74,0.1,-102.88,6
101150,2025-07-06,East,Furniture,Corporate,4986.1,0.15,1060.39,5
101151,2025-01-18,South,Technology,Home Office,2310.77,0.05,352.62,11
101152,2025-03-30,South,Technology,Consumer,1658.29,0.2,324.15,8
101153,2025-03-29,South,Furniture,Home Office,2893.95,0.1,-128.61,7
101154,2025-10-26,East,Office Supplies,Corporate,947.31,0.15,-76.6,1
101155,2025-09-23,South,Technology,Home Office,3470.3,0.0,-104.86,1
101156,2025-09-27,East,Furniture,Consumer,2243.81,0.1,283.09,9
101157,2025-11-19,West,Furniture,Home Office,2485.15,0.1,-278.62,5
101158,2025-02-27,South,Technology,Consumer,3524.01,0.15,219.88,4
101159,2025-09-17,South,Technology,Corporate,3193.44,0.05,902.79,8
101160,2025-11-29,East,Office Supplies,Corporate,761.48,0.05,223.94,4
101161,2025-10-04,Central,Office Supplies,Home Office,4848.82,0.05,444.11,2
101162,2025-01-30,East,Office Supplies,Home Office,1563.98,0.0,228.11,5
101163,2025-05-14,West,Office Supplies,Consumer,4153.2,0.0,620.56,4
101164,2025-08-10,South,Furniture,Consumer,123.12,0.3,10.68,10
101165,2025-02-09,South,Technology,Home Office,2072.02,0.2,-81.43,9
101166,2025-09-14,East,Office Supplies,Consumer,686.13,0.0,7.48,1
101167,2025-01-08,South,Office Supplies,Corporate,709.27,0.0,136.35,9
101168,2025-02-08,South,Office Supplies,Home Office,241.57,0.3,39.91,8
101169,2025-07-03,East,Technology,Home Office,3192.17,0.3,-274.48,2
101170,2025-09-19,East,Technology,Home Office,1064.02,0.3,-17.33,7
101171,2025-12-02,South,Furniture,Consumer,2995.65,0.0,364.56,4
101172,2025-06-15,South,Office Supplies,Consumer,1237.38,0.2,-175.32,4
101173,2025-10-28,Central,Office Supplies,Corporate,4441.96,0.3,-697.14,10
101174,2025-04-08,South,Office Supplies,Home Office,2262.26,0.15,572.75,12
101175,2025-10-27,East,Furniture,Home Office,4656.08,0.15,1148.22,4
101176,2025-04-10,South,Technology,Home Office,628.86,0.1,72.43,4
101177,2025-12-01,East,Furniture,Home Office,81106.6,0.0,1060.8,9
101178,2025-03-03,East,Furniture,Corporate,3769.51,0.15,474.05,4
101179,2025-07-07,East,Furniture,Consumer,1275.51,0.05,114.83,6
101180,2025-10-10,South,Technology,Consumer,938.68,0.1,71.39,6
101181,2025-03-10,East,Furniture,Consumer,4037.16,0.3,556.93,6
101182,2025-01-04,Central,Technology,Corporate,1207.03,0.2,236.78,11
101183,2025-02-18,Central,Technology,Consumer,835.23,0.05,121.64,8
101184,2025-02-14,East,Furniture,Home Office,603.49,0.3,-23.75,7
101185,2025-08-25,Central,Furniture,Home Office,3162.61,0.2,-35.68,2
101186,2025-01-17,East,Furniture,Consumer,4880.7,0.2,574.73,4
101187,2025-02-09,Central,Office Supplies,Home Office,731.32,0.3,-101.7,6
101188,2025-03-05,West,Office Supplies,Corporate,4747.55,0.0,-43.06,9
101189,2025-10-02,West,Office Supplies,Home Office,3240.27,0.1,378.35,5
101190,2025-08-01,West,Technology,Corporate,390.47,0.05,91.2,8
101191,2025-03-01,Central,Technology,Consumer,1662.74,0.15,431.35,9
101192,2025-06-14,west,Furniture,Corporate,1089.34,0.3,76.13,1
101193,2025-06-21,Central,Office Supplies,Corporate,823.58,0.1,-72.72,7
101194,2025-02-02,East,Technology,Corporate,104.7,0.0,21.19,11
101195,2025-04-02,Central,Technology,Home Office,2892.92,0.1,-249.04,12
101196,2025-12-10,west,Technology,Home Office,537.36,0.15,-23.9,9
101197,2025-09-16,West,Technology,Consumer,3563.3,0.15,-229.84,12
101198,2025-01-21,East,Technology,Consumer,2721.03,0.05,293.03,8
101199,2025-03-27,South,Office Supplies,Home Office,663.09,0.05,56.29,12
101200,2025-04-27,South,Technology,Corporate,2498.23,0.2,-78.09,8
101201,2025-10-14,West,Technology,Home Office,1689.93,0.1,450.77,2
101202,2025-02-15,Central,Technology,Consumer,525.41,0.05,26.43,8
101203,2025-05-14,Central,Technology,Consumer,3052.15,0.05,800.3,6
101204,2025-02-16,West,Furniture,Consumer,4105.68,0.3,-45.43,6
101205,2025-03-16,Central,Technology,Home Office,3569.69,0.2,41.61,7
101206,2025-10-07,Central,Furniture,Corporate,1004.13,0.1,97.17,11
101207,2025-01-10,West,Office Supplies,Home Office,3167.35,0.05,968.41,12
101208,2025-10-19,South,Furniture,Home Office,908.24,0.05,121.18,4
101209,2025-01-25,Central,Furniture,Consumer,3107.02,0.0,0.93,3
101210,2025-07-25,West,Office Supplies,Corporate,4657.22,0.2,294.88,12
101211,2025-03-13,South,Technology,Home Office,196.6,0.1,21.54,11
101212,2025-12-08,Central,Office Supplies,Home Office,4586.59,0.15,874.97,4
101213,2025-09-05,South,Furniture,Home Office,4754.88,0.0,1302.07,9
101214,2025-01-19,East,Office Supplies,Consumer,108.75,0.0,-5.05,4
101215,2025-11-17,West,Office Supplies,Corporate,2940.25,0.0,696.44,8
101216,2025-09-26,West,Furniture,Consumer,1622.98,0.1,213.9,7
101217,2025-06-27,Central,Technology,Consumer,3601.68,0.1,-157.92,2
101218,2025-05-06,West,Office Supplies,Consumer,3298.01,0.0,-188.6,10
101219,2025-12-05,West,Office Supplies,Consumer,4538.41,0.0,610.54,1
101220,2025-11-20,East,Technology,Home Office,1827.68,0.3,184.92,1
101221,2025-10-09,South,Office Supplies,Home Office,3433.95,0.3,476.14,6
101222,2025-12-28,South,Technology,Consumer,1212.45,0.15,145.34,12
101223,2025-01-08,West,Office Supplies,Consumer,3422.87,0.0,-68.04,4
101224,2025-09-20,East,Technology,Home Office,1158.04,0.15,99.55,2
101225,2025-08-06,South,Office Supplies,Corporate,67.03,0.2,1.83,8
101226,2025-10-21,West,Office Supplies,Corporate,4574.63,0.15,135.41,8
101227,2025-03-23,Central,Technology,Corporate,4630.12,0.05,150.75,10
101228,2025-04-16,West,Technology,Corporate,3226.99,0.15,655.96,3
101229,2025-04-21,Central,Furniture,Corporate,3142.42,0.3,370.8,7
101230,2025-10-22,East,Technology,Home Office,2174.21,0.15,300.02,3
101231,2025-06-02,South,Technology,Corporate,3618.05,0.1,406.14,8
101232,2025-09-06,South,Furniture,Home Office,1307.14,0.3,310.16,6
101233,2025-01-27,South,Office Supplies,Home Office,4182.46,0.3,759.92,4
101234,2025-11-02,South,Technology,Corporate,1141.63,0.3,46.78,5
101235,2025-12-21,East,Office Supplies,Corporate,2363.04,0.05,151.01,10
101236,2025-10-10,East,Furniture,Corporate,808.17,0.1,41.46,10
101237,2025-12-01,East,Office Supplies,Consumer,4425.6,0.2,323.13,8
101238,2025-07-06,East,Technology,Corporate,4494.61,0.3,829.0,5
101239,2025-03-27,East,Furniture,Consumer,4219.21,0.05,-48.73,1
101240,2025-10-04,West,Technology,Consumer,27.51,0.05,4.99,6
101241,2025-01-14,East,Technology,Home Office,3360.15,0.05,110.38,3
101242,2025-06-10,West,Office Supplies,Home Office,4729.45,0.05,153.86,7
101243,2025-07-14,East,Office Supplies,Consumer,3601.93,0.2,-508.57,10
101244,2025-11-12,South,Office Supplies,Consumer,3775.32,0.05,682.39,1
101245,2025-05-11,South,Furniture,Corporate,306.31,0.05,69.69,10
101246,2025-10-05,Central,Furniture,Corporate,566.92,0.0,62.43,7
101247,2025-12-08,South,Technology,Home Office,3043.4,0.3,26.77,3
101248,2025-04-23,South,Office Supplies,Consumer,2164.99,0.0,677.68,10
101249,2025-03-27,Central,Furniture,Consumer,4924.73,0.05,939.94,6
101250,2025-06-14,East,Furniture,Consumer,3197.72,0.1,540.01,8
101251,2025-01-29,South,Furniture,Consumer,2013.48,0.05,-150.4,11
101252,2025-09-18,Central,Office Supplies,Home Office,107.24,0.3,-18.59,8
101253,2025-11-22,East,Technology,Corporate,4373.76,0.1,-438.14,10
101254,2025-12-19,West,Furniture,Consumer,607.29,0.3,115.36,5
101255,2025-08-09,West,Furniture,Home Office,3703.12,0.2,-360.5,9
101256,2025-07-12,West,Technology,Consumer,3504.8,0.0,1029.53,10
101257,2025-09-07,East,Office Supplies,Home Office,4741.6,0.3,810.88,5
101258,2025-09-22,Central,Office Supplies,Home Office,3856.78,0.3,305.16,12
101259,2025-04-01,East,Technology,Consumer,3210.65,0.15,311.06,8
101260,2025-08-15,Central,Furniture,Consumer,2980.61,0.2,530.56,3
101261,2025-04-09,West,Furniture,Corporate,2649.3,0.2,170.81,5
101262,2025-05-30,East,Furniture,Corporate,3335.52,0.2,218.57,1
101263,2025-02-24,South,Furniture,Home Office,2691.95,0.3,-415.7,3
101264,2025-05-13,West,Technology,Corporate,1200.35,0.1,328.75,8
101265,2025-07-11,East,Furniture,Consumer,3027.19,0.3,-511.45,5
101266,2025-04-26,South,Furniture,Corporate,2913.44,0.05,947.43,12
101267,2025-02-01,East,Office Supplies,Consumer,2381.93,0.2,-33.76,2
101268,2025-10-26,South,Furniture,Corporate,3325.06,0.2,926.45,3
101269,2025-11-19,Central,Furniture,Home Office,2900.64,0.3,471.52,12
101270,2025-08-05,South,Office Supplies,Corporate,3804.59,0.3,40.81,2
101271,2025-04-04,West,Technology,Home Office,983.37,0.1,248.73,10
101272,2025-11-02,East,Furniture,Consumer,3583.01,0.05,204.38,9
101273,2025-08-08,East,Technology,Corporate,4812.28,0.15,140.02,5
101274,2025-09-01,West,Furniture,Corporate,4300.64,0.0,-55.16,2
101275,2025-12-08,South,Furniture,Home Office,4149.58,0.05,698.34,3
101276,2025-06-02,East,Technology,Corporate,1820.07,0.05,559.34,4
101277,2025-04-22,West,Office Supplies,Corporate,1462.77,0.1,285.66,12
101278,2025-03-13,East,Office Supplies,Consumer,1707.94,0.15,175.36,10
101279,2025-01-06,Central,Furniture,Corporate,574.57,0.2,-39.35,5
101280,2025-06-28,East,Office Supplies,Corporate,3294.03,0.3,-395.41,7
101281,2025-01-23,South,Office Supplies,Corporate,690.29,0.1,174.88,3
101282,2025-12-10,East,Office Supplies,Home Office,1527.63,0.0,-92.86,2
101283,2025-11-28,Central,Office Supplies,Home Office,3382.92,0.05,852.02,4
101284,2025-07-02,South,Furniture,Consumer,1721.01,0.1,-90.91,6
101285,2025-10-31,East,Furniture,Consumer,1466.85,0.2,276.09,5
101286,2025-10-22,Central,Furniture,Corporate,906.03,0.05,-30.59,12
101287,2025-02-04,Central,Office Supplies,Consumer,251.54,0.3,5.05,8
101288,2025-08-10,South,Furniture,Consumer,747.71,0.2,152.83,1
101289,2025-03-30,East,Furniture,Home Office,4498.99,0.15,198.48,11
101290,2025-07-25,East,Office Supplies,Corporate,2585.01,0.2,-172.0,4
101291,2025-02-02,South,Office Supplies,Home Office,4392.07,0.3,-365.16,11
101292,2025-04-28,West,Furniture,Consumer,1941.95,0.0,-74.05,12
101293,2025-06-18,Central,Furniture,Corporate,2047.15,0.0,305.46,7
101294,2025-02-01,South,Furniture,Consumer,2037.87,0.1,112.15,1
101295,2025-09-24,East,Technology,Home Office,39.28,0.2,-4.83,9
101296,2025-11-28,Central,Furniture,Home Office,3338.33,0.0,610.09,10
101297,2025-07-28,Central,Furniture,Corporate,1053.09,0.1,-80.16,7
101298,2025-03-01,East,Furniture,Home Office,1885.14,0.3,-112.13,5
101299,2025-06-05,East,Office Supplies,Corporate,4900.91,0.15,587.79,6
101300,2025-01-25,East,Technology,Corporate,2259.82,0.0,-169.63,10
101301,2025-01-08,West,Office Supplies,Consumer,122.29,0.0,27.61,3
101302,2025-12-26,South,Furniture,Corporate,1849.62,0.0,-37.7,12
101303,2025-06-10,west,Technology,Consumer,1566.07,0.2,316.16,4
101304,2025-06-13,West,Technology,Corporate,1055.54,0.15,-18.2,12
101305,2025-03-06,East,Office Supplies,Corporate,961.78,0.0,306.1,8
101306,2025-07-30,West,Furniture,Corporate,3360.75,0.05,242.19,3
101307,2025-07-31,West,Office Supplies,Consumer,2316.93,0.3,-331.49,11
101308,2025-03-21,South,Furniture,Consumer,4801.66,0.05,-279.67,3
101309,2025-08-27,South,Office Supplies,Consumer,2699.96,0.1,165.41,8
101310,2025-01-21,South,Technology,Consumer,2255.76,0.15,-108.42,12
101311,2025-05-19,West,Furniture,Consumer,1556.51,0.2,-145.02,2
101312,2025-10-26,South,Furniture,Corporate,4035.48,0.0,-219.27,7
101313,2025-05-09,South,Technology,Corporate,3621.87,0.3,885.61,5
